Day,Day of Year (Day),Duration (min),Fixture,Flow Rate (gpm),Mains Temperature (deg F),Start Time of Year (hr),Start time (hr),Fraction Hot Water,Hot Water Flow Rate (gpm),Hot Water Volume (gal)
1H2,1.0,0.31,FAUC,1.1524788000000001,52.926,6.11,6.11,0.5,0.5762394000000001,0.17863421400000004
1H2,1.0,2.323,FAUC,2.1568960875000003,52.926,11.43,11.43,0.5,1.0784480437500001,2.5052348056312503
1H2,1.0,0.31,FAUC,1.8060836750000002,52.926,11.48,11.48,0.5,0.9030418375000001,0.27994296962500004
1H2,1.0,0.155,FAUC,1.3058758625000002,52.926,11.49,11.49,0.5,0.6529379312500001,0.10120537934375003
1H2,1.0,0.155,FAUC,0.6909537250000001,52.926,11.74,11.74,0.5,0.34547686250000004,0.053548913687500005
1H2,1.0,1.5490000000000002,FAUC,1.4139207500000002,52.926,11.75,11.75,0.5,0.7069603750000001,1.0950816208750003
1H2,1.0,0.155,FAUC,0.8456846750000001,52.926,11.84,11.84,0.5,0.42284233750000005,0.06554056231250001
1H2,1.0,0.155,FAUC,0.8456846750000001,52.926,11.85,11.85,0.5,0.42284233750000005,0.06554056231250001
1H2,1.0,0.31,FAUC,1.2671931250000001,52.926,11.86,11.86,0.5,0.6335965625000001,0.19641493437500002
1H2,1.0,3.253,FAUC,0.036014962500000004,52.926,22.12,22.12,0.5,0.018007481250000002,0.058578336506250016
1H2,1.0,0.31,FAUC,0.9217162625,52.926,22.25,22.25,0.5,0.46085813125,0.1428660206875
1D0,2.0,0.124,FAUC,1.075113325,52.9705,29.98,5.98,0.5,0.5375566625,0.06665702615
1D0,2.0,0.622,FAUC,1.4446001625,52.9705,31.15,7.15,0.5,0.72230008125,0.4492706505375
1D0,2.0,0.124,FAUC,0.8456846750000001,52.9705,32.15,8.15,0.5,0.42284233750000005,0.05243244985000001
1D0,2.0,0.124,FAUC,0.46152507500000006,52.9705,32.31,8.31,0.5,0.23076253750000003,0.028614554650000006
1D0,2.0,0.124,FAUC,0.9990817375000002,52.9705,32.46,8.46,0.5,0.4995408687500001,0.061943067725000016
1D0,2.0,0.124,FAUC,0.9990817375000002,52.9705,40.68,16.68,0.5,0.4995408687500001,0.061943067725000016
1D0,2.0,0.124,FAUC,0.6149221375000001,52.9705,41.66,17.66,0.5,0.30746106875000007,0.038125172525
1D0,2.0,0.124,FAUC,1.5366384000000004,52.9705,44.36,20.36,0.5,0.7683192000000002,0.0952715808
1D0,2.0,0.124,FAUC,0.8456846750000001,52.9705,44.94,20.94,0.5,0.42284233750000005,0.05243244985000001
1D0,2.0,0.124,FAUC,0.6149221375000001,52.9705,45.230000000000004,21.23,0.5,0.30746106875000007,0.038125172525
1D0,2.0,0.373,FAUC,0.8963724000000002,52.9705,45.64,21.64,0.5,0.4481862000000001,0.1671734526
1D0,2.0,0.124,FAUC,1.075113325,52.9705,45.94,21.94,0.5,0.5375566625,0.06665702615
1D0,2.0,0.124,FAUC,0.6909537250000001,52.9705,46.72,22.72,0.5,0.34547686250000004,0.042839130950000005
1D0,2.0,0.746,FAUC,1.3578974750000001,52.9705,46.75,22.75,0.5,0.6789487375000001,0.506495758175
1D0,2.0,0.124,FAUC,0.6909537250000001,52.9705,46.769999999999996,22.77,0.5,0.34547686250000004,0.042839130950000005
1D0,2.0,0.124,FAUC,0.8456846750000001,52.9705,46.78,22.78,0.5,0.42284233750000005,0.05243244985000001
1D0,2.0,0.249,FAUC,0.8070019375,52.9705,46.81,22.81,0.5,0.40350096875,0.10047174121875001
1D0,2.0,0.124,FAUC,0.46152507500000006,52.9705,46.980000000000004,22.98,0.5,0.23076253750000003,0.028614554650000006
1D0,2.0,0.49700000000000005,FAUC,1.2098359625000001,52.9705,47.07,23.07,0.5,0.6049179812500001,0.30064423668125007
4E4,3.0,0.131,FAUC,0.6909537250000001,53.0185,54.87,6.87,0.5,0.34547686250000004,0.04525746898750001
4E4,3.0,0.131,FAUC,0.3841596000000001,53.0185,54.88,6.88,0.5,0.19207980000000005,0.025162453800000005
4E4,3.0,0.131,FAUC,1.1524788000000001,53.0185,54.88,6.88,0.5,0.5762394000000001,0.07548736140000002
4E4,3.0,0.131,FAUC,2.1515605375000004,53.0185,55.25,7.25,0.5,1.0757802687500002,0.14092721520625004
4E4,3.0,0.131,FAUC,0.8456846750000001,53.0185,55.38,7.38,0.5,0.42284233750000005,0.055392346212500006
4E4,3.0,0.39299999999999996,FAUC,2.0235073375,53.0185,55.46,7.46,0.5,1.01175366875,0.39761919181874994
