Day,Day Of Year (Day),Start Time of Day (hr),Start Time of Year (hr),Fixture,Mains Temperature (deg F),Duration (min),Fraction Hot Water,Hot Water Flow Rate (gal/min),Hot Water Volume (gal),Setpoint_WaterHeater
1H1,1,5.93,5.93,FAUC,53.3035,1.6669999999999998,0.5,0.842787136165,1.404926155987055,125
1H1,1,6.48,6.48,FAUC,53.3035,0.16699999999999998,0.5,0.2783209508025,0.0464795987840175,125
1H1,1,7.07,7.07,FAUC,53.3035,0.16699999999999998,0.5,0.25317146729625,0.04227963503847375,125
1H1,1,7.08,7.08,FAUC,53.3035,0.833,0.5,0.5616717983062499,0.4678726079891062,125
1H1,1,7.23,7.23,FAUC,53.3035,0.667,0.5,0.46833927062749997,0.3123822935085425,125
1H1,1,7.28,7.28,FAUC,53.3035,0.33299999999999996,0.5,0.45548509016875,0.15167653502619374,125
1H1,1,7.31,7.31,FAUC,53.3035,0.16699999999999998,0.5,0.32917879522625,0.05497285880278374,125
1H1,1,7.67,7.67,FAUC,53.3035,0.833,0.5,1.1842612344387502,0.9864896082874789,125
1H1,1,7.95,7.95,FAUC,53.3035,0.33299999999999996,0.5,0.480634573675,0.16005131303377498,125
1H1,1,8.16,8.16,FAUC,53.3035,0.5,0.5,0.3543282787325,0.17716413936625,125
1H1,1,8.25,8.25,FAUC,53.3035,1.5,0.5,0.950091599125,1.4251373986875,125
1H1,1,9.33,9.33,FAUC,53.3035,0.16699999999999998,0.5,0.53149241809875,0.08875923382249125,125
1H1,1,9.87,9.87,FAUC,53.3035,0.16699999999999998,0.5,0.43033560666250004,0.0718660463126375,125
1H1,1,11.29,11.29,FAUC,53.3035,0.16699999999999998,0.5,0.25317146729625,0.04227963503847375,125
1H1,1,11.73,11.73,FAUC,53.3035,0.16699999999999998,0.5,0.37947776223875,0.06337278629387125,125
1H1,1,11.97,11.97,FAUC,53.3035,0.33299999999999996,0.5,0.29117513126125,0.09696131870999623,125
1H1,1,12.14,12.14,FAUC,53.3035,0.667,0.5,0.93611966384375,0.6243918157837813,125
1H1,1,12.52,12.52,FAUC,53.3035,0.16699999999999998,0.5,0.22746310637875003,0.03798633876525125,125
1H1,1,12.53,12.53,FAUC,53.3035,1.0,0.5,0.6114118879075,0.6114118879075,125
1H1,1,12.55,12.55,FAUC,53.3035,1.0,0.5,0.49740089601250004,0.49740089601250004,125
1H1,1,12.58,12.58,FAUC,53.3035,0.16699999999999998,0.5,0.58179138511125,0.09715916131357873,125
1H1,1,12.59,12.59,FAUC,53.3035,0.833,0.5,0.5974399526262499,0.4976674805376662,125
1H1,1,14.45,14.45,FAUC,53.3035,0.33299999999999996,0.5,0.77180970493625,0.2570126317437712,125
1H1,1,16.06,16.06,FAUC,53.3035,0.33299999999999996,0.5,0.53149241809875,0.17698697522688375,125
1H1,1,17.13,17.13,FAUC,53.3035,0.16699999999999998,0.5,0.2783209508025,0.0464795987840175,125
1H1,1,17.15,17.15,FAUC,53.3035,0.667,0.5,0.9741233278087501,0.6497402596484364,125
1H1,1,17.17,17.17,FAUC,53.3035,0.16699999999999998,0.5,0.30347043430875,0.05067956252956124,125
1H1,1,17.21,17.21,FAUC,53.3035,0.16699999999999998,0.5,0.32917879522625,0.05497285880278374,125
1H1,1,17.53,17.53,FAUC,53.3035,0.33299999999999996,0.5,0.37947776223875,0.12636609482550373,125
1H1,1,20.04,20.04,FAUC,53.3035,1.5,0.5,0.6605931000974999,0.9908896501462499,125
2D3,2,6.11,30.11,FAUC,53.340500000000006,0.16699999999999998,0.5,0.2894984990275,0.048346249337592496,125
2D3,2,6.15,30.15,FAUC,53.340500000000006,0.667,0.5,1.1993509245425,0.7999670666698475,125
2D3,2,6.38,30.38,FAUC,53.340500000000006,0.5,0.5,0.24702381577250002,0.12351190788625001,125
2D3,2,6.39,30.39,FAUC,53.340500000000006,0.33299999999999996,0.5,0.57955587546625,0.19299210653026122,125
2D3,2,6.6,30.6,FAUC,53.340500000000006,0.33299999999999996,0.5,0.3543282787325,0.11799131681792249,125
2D3,2,6.61,30.61,FAUC,53.340500000000006,0.5,0.5,0.4828700833200001,0.24143504166000004,125
2D3,2,6.66,30.66,FAUC,53.340500000000006,1.3330000000000002,0.5,0.6315314747124999,0.8418314557917626,125
2D3,2,6.75,30.75,FAUC,53.340500000000006,2.167,0.5,0.6488566744612501,1.4060724135575287,125
2D3,2,6.76,30.759999999999998,FAUC,53.340500000000006,0.16699999999999998,0.5,0.6438267777600001,0.10751907188592,125
2D3,2,6.81,30.81,FAUC,53.340500000000006,2.167,0.5,0.40630387797875,0.8804605035799512,125
2D3,2,6.95,30.95,FAUC,53.340500000000006,0.33299999999999996,0.5,0.4023917361,0.1339964481213,125
2D3,2,8.08,32.08,FAUC,53.340500000000006,0.16699999999999998,0.5,0.6438267777600001,0.10751907188592,125
2D3,2,8.1,32.1,FAUC,53.340500000000006,0.33299999999999996,0.5,0.32191338888000004,0.10719715849704001,125
2D3,2,8.17,32.17,FAUC,53.340500000000006,0.16699999999999998,0.5,0.1933715842925,0.032293054576847495,125
2D3,2,8.31,32.31,FAUC,53.340500000000006,0.16699999999999998,0.5,0.41859918102625004,0.06990606323138375,125
2D3,2,8.88,32.88,FAUC,53.340500000000006,0.16699999999999998,0.5,0.25764248658625,0.043026295259903743,125
2D3,2,8.91,32.91,FAUC,53.340500000000006,0.5,0.5,0.6332081069462501,0.31660405347312504,125
2D3,2,8.94,32.94,FAUC,53.340500000000006,0.33299999999999996,0.5,0.5152849731725,0.17158989606644248,125
2D3,2,8.96,32.96,FAUC,53.340500000000006,0.16699999999999998,0.5,0.38618429117374997,0.06449277662601624,125
2D3,2,9.49,33.49,CWSH,53.340500000000006,3.333,0.22,0.2690212306793,0.896647761854107,125
2D3,2,9.62,33.62,FAUC,53.340500000000006,0.5,0.5,0.2682611574,0.1341305787,125
2D3,2,9.65,33.65,FAUC,53.340500000000006,0.33299999999999996,0.5,0.30570594395375,0.10180007933659874,125
2D3,2,9.67,33.67,CWSH,53.340500000000006,3.333,0.22,0.37402311870495,1.2466190546435982,125
2D3,2,9.77,33.769999999999996,CWSH,53.340500000000006,3.0,0.22,0.32238284590545,0.96714853771635,125
2D3,2,10.04,34.04,DWSH,53.340500000000006,0.833,1.0,2.604368736425,2.169439157442025,125
2D3,2,10.12,34.12,DWSH,53.340500000000006,0.667,1.0,2.7697964501550003,1.8474542322533853,125
2D3,2,10.27,34.269999999999996,CWSH,53.340500000000006,4.333,0.22,0.2286926366835,0.9909251947496056,125
2D3,2,10.53,34.53,FAUC,53.340500000000006,0.16699999999999998,0.5,0.45045519346749996,0.07522601730907248,125
2D3,2,10.59,34.59,CWSH,53.340500000000006,3.5,0.22,0.3376290216843501,1.1817015758952254,125
2D3,2,10.63,34.63,DWSH,53.340500000000006,0.667,1.0,2.3573449206525,1.5723490620752176,125
2D3,2,10.67,34.67,FAUC,53.340500000000006,0.33299999999999996,0.5,0.62761933283375,0.20899723783363874,125
2D3,2,10.8,34.8,CWSH,53.340500000000006,3.667,0.22,0.255742303388,0.937807026523796,125
2D3,2,12.01,36.01,FAUC,53.340500000000006,0.33299999999999996,0.5,0.6762416676125,0.2251884753149625,125
2D3,2,13.65,37.65,FAUC,53.340500000000006,1.3330000000000002,0.5,0.42251132290499993,0.563207593432365,125
2D3,2,13.68,37.68,FAUC,53.340500000000006,0.33299999999999996,0.5,0.41859918102625004,0.13939352728174126,125
2D3,2,14.02,38.019999999999996,FAUC,53.340500000000006,0.833,0.5,1.30721426491375,1.0889094826731536,125
2D3,2,14.94,38.94,FAUC,53.340500000000006,0.16699999999999998,0.5,0.54714098561375,0.09137254459749625,125
2D3,2,15.63,39.63,FAUC,53.340500000000006,0.16699999999999998,0.5,0.41859918102625004,0.06990606323138375,125
2D3,2,15.73,39.730000000000004,FAUC,53.340500000000006,0.16699999999999998,0.5,0.25764248658625,0.043026295259903743,125
2D3,2,15.87,39.87,FAUC,53.340500000000006,0.5,0.5,0.4828700833200001,0.24143504166000004,125
2D3,2,16.34,40.34,FAUC,53.340500000000006,0.33299999999999996,0.5,0.4828700833200001,0.16079573774556002,125
2D3,2,16.38,40.379999999999995,FAUC,53.340500000000006,0.33299999999999996,0.5,0.7080976800537501,0.23579652745789875,125
2D3,2,16.39,40.39,FAUC,53.340500000000006,0.16699999999999998,0.5,0.7080976800537501,0.11825231256897625,125
2D3,2,16.4,40.4,FAUC,53.340500000000006,0.667,0.5,0.2738499315125,0.1826579043188375,125
2D3,2,16.5,40.5,FAUC,53.340500000000006,0.16699999999999998,0.5,0.74051256990625,0.12366559917434373,125
2D3,2,16.78,40.78,FAUC,53.340500000000006,0.667,0.5,0.45883835463625,0.3060451825423788,125
2D3,2,16.83,40.83,FAUC,53.340500000000006,0.16699999999999998,0.5,0.54714098561375,0.09137254459749625,125
2D3,2,16.88,40.879999999999995,FAUC,53.340500000000006,1.0,0.5,0.52031486987375,0.52031486987375,125
2D3,2,16.92,40.92,FAUC,53.340500000000006,0.33299999999999996,0.5,0.62761933283375,0.20899723783363874,125
2D3,2,18.3,42.3,FAUC,53.340500000000006,0.16699999999999998,0.5,0.45045519346749996,0.07522601730907248,125
2D3,2,18.31,42.31,FAUC,53.340500000000006,0.16699999999999998,0.5,0.2894984990275,0.048346249337592496,125
2D3,2,20.55,44.55,SHWR,53.340500000000006,4.0,0.7209023227904185,1.0596165429233313,4.238466171693325,125
2D3,2,20.62,44.620000000000005,SHWR,53.340500000000006,12.0,0.7209023227904185,0.9830662983775391,11.79679558053047,125
2D3,2,20.74,44.739999999999995,FAUC,53.340500000000006,3.0,0.5,0.7723685823474999,2.3171057470424996,125
2D3,2,21.32,45.32,FAUC,53.340500000000006,0.16699999999999998,0.5,0.54714098561375,0.09137254459749625,125
2D3,2,21.35,45.35,FAUC,53.340500000000006,0.16699999999999998,0.5,0.25764248658625,0.043026295259903743,125
2D3,2,21.42,45.42,FAUC,53.340500000000006,0.5,0.5,0.36494694954625,0.182473474773125,125
2D3,2,21.58,45.58,FAUC,53.340500000000006,0.16699999999999998,0.5,0.45045519346749996,0.07522601730907248,125
2D3,2,23.05,47.05,FAUC,53.340500000000006,0.16699999999999998,0.5,0.3543282787325,0.059172822548327494,125
2D3,2,23.24,47.239999999999995,FAUC,53.340500000000006,0.33299999999999996,0.5,0.4023917361,0.1339964481213,125
1E2,3,8.18,56.18,FAUC,53.266,1.3330000000000002,0.5,0.74945460848625,0.9990229931121714,125
1E2,3,8.3,56.3,FAUC,53.266,0.33299999999999996,0.5,0.38506653635125004,0.12822715660496625,125
1E2,3,8.31,56.31,FAUC,53.266,0.667,0.5,0.5085784442375,0.3392218223064125,125
1E2,3,9.58,57.58,FAUC,53.266,0.16699999999999998,0.5,0.7701330727025001,0.1286122231413175,125
1E2,3,9.77,57.769999999999996,FAUC,53.266,0.5,0.5,0.5868212818125,0.29341064090625,125
1E2,3,9.88,57.88,FAUC,53.266,0.5,0.5,0.5868212818125,0.29341064090625,125
1E2,3,9.94,57.94,FAUC,53.266,0.16699999999999998,0.5,0.3297376726375,0.05506619133046249,125
1E2,3,9.95,57.95,FAUC,53.266,0.33299999999999996,0.5,0.20622576475125,0.06867317966216625,125
1E2,3,9.96,57.96,FAUC,53.266,0.16699999999999998,0.5,0.24758269318374998,0.04134630976168624,125
1E2,3,9.97,57.97,FAUC,53.266,0.16699999999999998,0.5,0.3297376726375,0.05506619133046249,125
1E2,3,9.98,57.980000000000004,FAUC,53.266,0.16699999999999998,0.5,0.52255037951875,0.08726591337963124,125
1E2,3,12.46,60.46,FAUC,53.266,0.33299999999999996,0.5,0.38506653635125004,0.12822715660496625,125
1E2,3,12.55,60.55,FAUC,53.266,0.33299999999999996,0.5,0.467221515805,0.155584764763065,125
1E2,3,14.6,62.6,FAUC,53.266,0.33299999999999996,0.5,0.20622576475125,0.06867317966216625,125
1E2,3,14.82,62.82,FAUC,53.266,0.5,0.5,0.4213935680825,0.21069678404125,125
1E2,3,15.72,63.72,FAUC,53.266,0.16699999999999998,0.5,0.8522880521562499,0.14233210471009372,125
1E2,3,18.01,66.01,SHWR,53.266,8.333,0.7211921822287897,1.3768461956974827,11.473259348747124,125
1E2,3,18.21,66.21000000000001,FAUC,53.266,0.667,0.5,0.37836000741625003,0.2523661249466388,125
1E2,3,18.22,66.22,FAUC,53.266,0.33299999999999996,0.5,0.26099575105375,0.08691158510089875,125
1E2,3,18.3,66.3,FAUC,53.266,2.5,0.5,0.5974399526262499,1.4935998815656248,125
2E1,4,1.32,73.32,FAUC,53.15650000000001,0.16699999999999998,0.5,0.2783209508025,0.0464795987840175,125
2E1,4,7.25,79.25,FAUC,53.15650000000001,0.16699999999999998,0.5,0.22746310637875003,0.03798633876525125,125
2E1,4,7.6,79.6,FAUC,53.15650000000001,0.16699999999999998,0.5,0.20231362287250002,0.0337863750197075,125
2E1,4,7.61,79.61,FAUC,53.15650000000001,0.16699999999999998,0.5,0.20231362287250002,0.0337863750197075,125
2E1,4,8.7,80.7,FAUC,53.15650000000001,0.16699999999999998,0.5,0.20231362287250002,0.0337863750197075,125
2E1,4,8.71,80.71000000000001,FAUC,53.15650000000001,0.667,0.5,0.43648325818624994,0.29113433321022875,125
2E1,4,8.76,80.76,FAUC,53.15650000000001,0.33299999999999996,0.5,0.2783209508025,0.0926808766172325,125
2E1,4,8.89,80.89,FAUC,53.15650000000001,0.16699999999999998,0.5,0.1263062949425,0.0210931512553975,125
2E1,4,8.98,80.98,FAUC,53.15650000000001,0.33299999999999996,0.5,0.480634573675,0.16005131303377498,125
2E1,4,9.12,81.12,FAUC,53.15650000000001,0.33299999999999996,0.5,0.632649229535,0.21067219343515498,125
2E1,4,9.49,81.49,FAUC,53.15650000000001,0.5,0.5,0.261554628465,0.1307773142325,125
2E1,4,9.58,81.58,FAUC,53.15650000000001,3.667,0.5,0.65332769375125,2.3957526529858337,125
2E1,4,9.73,81.73,FAUC,53.15650000000001,0.16699999999999998,0.5,0.37947776223875,0.06337278629387125,125
2E1,4,9.82,81.82,FAUC,53.15650000000001,0.33299999999999996,0.5,0.2783209508025,0.0926808766172325,125
2E1,4,9.94,81.94,SHWR,53.15650000000001,11.667,0.7216171261144014,1.2679610877047776,14.79330201025164,125
2E1,4,10.22,82.22,FAUC,53.15650000000001,0.667,0.5,0.13301282387750002,0.08871955352629252,125
2E1,4,10.26,82.26,FAUC,53.15650000000001,0.16699999999999998,0.5,0.60749974602875,0.10145245758680124,125
2E1,4,10.37,82.37,FAUC,53.15650000000001,0.16699999999999998,0.5,0.15201465586000001,0.025386447528619998,125
2E1,4,10.48,82.48,FAUC,53.15650000000001,0.16699999999999998,0.5,0.20231362287250002,0.0337863750197075,125
2E1,4,10.6,82.6,FAUC,53.15650000000001,0.33299999999999996,0.5,0.7589555244775,0.25273218965100747,125
2E1,4,10.85,82.85,FAUC,53.15650000000001,0.33299999999999996,0.5,0.556641901605,0.185361753234465,125
2E1,4,10.88,82.88,CWSH,53.15650000000001,3.333,0.22,0.45148352790419993,1.5047945985046984,125
2E1,4,10.93,82.93,FAUC,53.15650000000001,0.16699999999999998,0.5,0.96182802476125,0.16062528013512872,125
2E1,4,11.09,83.09,FAUC,53.15650000000001,0.16699999999999998,0.5,0.43033560666250004,0.0718660463126375,125
2E1,4,11.1,83.1,FAUC,53.15650000000001,0.16699999999999998,0.5,0.7589555244775,0.1267455725877425,125
2E1,4,11.15,83.15,FAUC,53.15650000000001,0.16699999999999998,0.5,0.25317146729625,0.04227963503847375,125
