Day,Day of Year (Day),Start Time of Day (hr),Start time (hr),Fixture,Mains Temperature (deg F),Duration (min),Fraction Hot Water,Hot Water Flow Rate (gpm),Hot Water Volume (gal),Setpoint_WaterHeater
2D4,79,9.24,1881.24,FAUC,52.988,0.167,0.5,0.227463106,0.037986339,125
2D4,79,9.32,1881.32,FAUC,52.988,1,0.5,0.303470434,0.303470434,125
2D4,79,9.75,1881.75,FAUC,52.988,0.333,0.5,0.177164139,0.058995658,125
2D4,79,11.79,1883.79,FAUC,52.988,0.167,0.5,0.303470434,0.050679563,125
2D4,79,11.83,1883.83,FAUC,52.988,0.333,0.5,0.303470434,0.101055655,125
2D4,79,12.31,1884.31,FAUC,52.988,0.167,0.5,0.303470434,0.050679563,125
2D4,79,12.64,1884.64,FAUC,52.988,0.167,0.5,0.303470434,0.050679563,125
2D4,79,12.65,1884.65,FAUC,52.988,0.833,0.5,0.506342935,0.421783665,125
2D4,79,13.02,1885.02,FAUC,52.988,0.333,0.5,0.114010992,0.03796566,125
2D4,79,14.63,1886.63,FAUC,52.988,0.167,0.5,0.227463106,0.037986339,125
2D4,79,15.79,1887.79,CWSH,52.988,3.5,0.22,0.430089701,1.505313952,125
2D4,79,16.08,1888.08,CWSH,52.988,4.5,0.22,0.317956537,1.430804416,125
2D4,79,16.25,1888.25,CWSH,52.988,0.5,0.22,0.185904982,0.092952491,125
2D4,79,16.26,1888.26,CWSH,52.988,0.5,0.22,0.162543906,0.081271953,125
2D4,79,17.84,1889.84,FAUC,52.988,0.5,0.5,0.134689456,0.067344728,125
2D4,79,21.69,1893.69,FAUC,52.988,0.167,0.5,0.177164139,0.029586411,125
2D4,79,21.73,1893.73,FAUC,52.988,0.5,0.5,0.379477762,0.189738881,125
2D4,79,21.74,1893.74,FAUC,52.988,0.333,0.5,0.240317287,0.080025657,125
2D4,79,21.75,1893.75,FAUC,52.988,0.5,0.5,0.193930462,0.096965231,125
2D4,79,21.82,1893.82,FAUC,52.988,0.5,0.5,0.253171467,0.126585734,125
2D4,79,22.78,1894.78,FAUC,52.988,0.333,0.5,0.202313623,0.067370436,125
4.00E+02,80,1.16,1897.16,FAUC,53.1015,0.167,0.5,0.152014656,0.025386448,125
4.00E+02,80,1.22,1897.22,FAUC,53.1015,1.167,0.5,0.357681543,0.417414361,125
4.00E+02,80,1.25,1897.25,FAUC,53.1015,1.333,0.5,0.31297135,0.41719081,125
4.00E+02,80,8.54,1904.54,FAUC,53.1015,1,0.5,0.44263091,0.44263091,125
4.00E+02,80,8.57,1904.57,FAUC,53.1015,0.5,0.5,0.497400896,0.248700448,125
4.00E+02,80,8.58,1904.58,FAUC,53.1015,0.667,0.5,0.664505242,0.443224996,125
4.00E+02,80,8.6,1904.6,FAUC,53.1015,0.5,0.5,0.438718768,0.219359384,125
4.00E+02,80,8.61,1904.61,FAUC,53.1015,0.167,0.5,0.329178795,0.054972859,125
4.00E+02,80,9.02,1905.02,FAUC,53.1015,1.667,0.5,0.629854842,1.049968022,125
4.00E+02,80,9.1,1905.1,FAUC,53.1015,0.5,0.5,0.438718768,0.219359384,125
4.00E+02,80,9.11,1905.11,FAUC,53.1015,0.5,0.5,0.160397817,0.080198909,125
4.00E+02,80,9.25,1905.25,FAUC,53.1015,0.167,0.5,0.506342935,0.08455927,125
4.00E+02,80,9.33,1905.33,FAUC,53.1015,2,0.5,0.524785889,1.049571778,125
4.00E+02,80,9.36,1905.36,FAUC,53.1015,3,0.5,0.496283141,1.488849424,125
4.00E+02,80,9.42,1905.42,FAUC,53.1015,0.833,0.5,0.561671798,0.467872608,125
4.00E+02,80,9.52,1905.52,FAUC,53.1015,0.333,0.5,0.164309959,0.054715216,125
4.00E+02,80,9.79,1905.79,FAUC,53.1015,0.5,0.5,0.497400896,0.248700448,125
4.00E+02,80,9.99,1905.99,FAUC,53.1015,3.167,0.5,0.652768816,2.067318841,125
4.00E+02,80,10.14,1906.14,CWSH,53.1015,5,0.22,0.211725118,1.058625592,125
4.00E+02,80,10.52,1906.52,CWSH,53.1015,0.167,0.22,0.078444033,0.013100154,125
4.00E+02,80,10.53,1906.53,CWSH,53.1015,0.167,0.22,0.138691018,0.0231614,125
4.00E+02,80,10.58,1906.58,CWSH,53.1015,4.833,0.22,0.203364312,0.982859722,125
4.00E+02,80,10.76,1906.76,CWSH,53.1015,0.167,0.22,0.078444033,0.013100154,125
4.00E+02,80,10.77,1906.77,CWSH,53.1015,0.333,0.22,0.069345509,0.023092055,125
4.00E+02,80,10.81,1906.81,FAUC,53.1015,0.333,0.5,0.493488754,0.164331755,125
4.00E+02,80,10.82,1906.82,FAUC,53.1015,0.667,0.5,0.436483258,0.291134333,125
4.00E+02,80,10.86,1906.86,CWSH,53.1015,4.667,0.22,0.213446461,0.996154633,125
4.00E+02,80,11.11,1907.11,FAUC,53.1015,0.333,0.5,0.417481426,0.139021315,125
4.00E+02,80,11.29,1907.29,FAUC,53.1015,1.167,0.5,0.404627246,0.472199996,125
4.00E+02,80,11.3,1907.3,FAUC,53.1015,0.5,0.5,0.379477762,0.189738881,125
4.00E+02,80,11.32,1907.32,FAUC,53.1015,0.333,0.5,0.417481426,0.139021315,125
4.00E+02,80,11.64,1907.64,FAUC,53.1015,0.333,0.5,0.164309959,0.054715216,125
4.00E+02,80,11.71,1907.71,FAUC,53.1015,0.167,0.5,0.152014656,0.025386448,125
4.00E+02,80,12.1,1908.1,FAUC,53.1015,0.5,0.5,0.219079945,0.109539973,125
4.00E+02,80,12.23,1908.23,SHWR,53.1015,6.667,0.72183008,1.268335271,8.455991252,125
4.00E+02,80,12.44,1908.44,BATH,53.1015,2.167,0.72183008,2.851333873,6.178840502,125
4.00E+02,80,12.46,1908.46,FAUC,53.1015,0.5,0.5,0.337561956,0.168780978,125
4.00E+02,80,12.48,1908.48,FAUC,53.1015,0.333,0.5,0.417481426,0.139021315,125
4.00E+02,80,12.48,1908.48,FAUC,53.1015,1,0.5,0.333090937,0.333090937,125
4.00E+02,80,12.56,1908.56,FAUC,53.1015,0.167,0.5,0.506342935,0.08455927,125
4.00E+02,80,12.6,1908.6,BATH,53.1015,0.833,0.72183008,3.135337699,2.611736304,125
4.00E+02,80,12.63,1908.63,FAUC,53.1015,0.833,0.5,0.23305188,0.194132216,125
4.00E+02,80,12.66,1908.66,FAUC,53.1015,0.333,0.5,0.253171467,0.084306099,125
4.00E+02,80,19.16,1915.16,FAUC,53.1015,0.167,0.5,0.834962852,0.139438796,125
4.00E+02,80,20.51,1916.51,FAUC,53.1015,1,0.5,0.36271144,0.36271144,125
4.00E+02,80,21.08,1917.08,FAUC,53.1015,0.833,0.5,0.627619333,0.522806904,125
4.00E+02,80,21.1,1917.1,FAUC,53.1015,0.167,0.5,0.329178795,0.054972859,125
4.00E+02,80,21.12,1917.12,FAUC,53.1015,0.167,0.5,0.152014656,0.025386448,125
4.00E+02,80,21.15,1917.15,FAUC,53.1015,0.667,0.5,0.417481426,0.278460111,125
4.00E+02,80,21.17,1917.17,FAUC,53.1015,1.333,0.5,0.961828025,1.282116757,125
4.00E+02,80,21.18,1917.18,FAUC,53.1015,0.833,0.5,0.217403313,0.18109696,125
4.00E+02,80,21.2,1917.2,FAUC,53.1015,1.667,0.5,0.528698031,0.881339618,125
4.00E+02,80,21.83,1917.83,DWSH,53.1015,1.833,1,1.493320443,2.737256372,125
4.00E+02,80,22.06,1918.06,DWSH,53.1015,1.833,1,1.555914713,2.851991669,125
4.00E+02,80,22.09,1918.09,FAUC,53.1015,0.167,0.5,0.126306295,0.021093151,125
4.00E+02,80,22.54,1918.54,FAUC,53.1015,0.167,0.5,0.329178795,0.054972859,125
4.00E+02,80,23.18,1919.18,FAUC,53.1015,0.333,0.5,0.164309959,0.054715216,125
4.00E+02,80,23.93,1919.93,FAUC,53.1015,2.833,0.5,0.598557707,1.695713985,125
2.00E+01,81,1.32,1921.32,FAUC,53.292,0.167,0.5,0.278320951,0.046479599,125
2.00E+01,81,7.25,1927.25,FAUC,53.292,0.167,0.5,0.227463106,0.037986339,125
2.00E+01,81,7.6,1927.6,FAUC,53.292,0.167,0.5,0.202313623,0.033786375,125
2.00E+01,81,7.61,1927.61,FAUC,53.292,0.167,0.5,0.202313623,0.033786375,125
2.00E+01,81,8.7,1928.7,FAUC,53.292,0.167,0.5,0.202313623,0.033786375,125
2.00E+01,81,8.71,1928.71,FAUC,53.292,0.667,0.5,0.436483258,0.291134333,125
2.00E+01,81,8.76,1928.76,FAUC,53.292,0.333,0.5,0.278320951,0.092680877,125
2.00E+01,81,8.89,1928.89,FAUC,53.292,0.167,0.5,0.126306295,0.021093151,125
2.00E+01,81,8.98,1928.98,FAUC,53.292,0.333,0.5,0.480634574,0.160051313,125
2.00E+01,81,9.12,1929.12,FAUC,53.292,0.333,0.5,0.63264923,0.210672193,125
2.00E+01,81,9.49,1929.49,FAUC,53.292,0.5,0.5,0.261554628,0.130777314,125
2.00E+01,81,9.58,1929.58,FAUC,53.292,3.667,0.5,0.653327694,2.395752653,125
2.00E+01,81,9.73,1929.73,FAUC,53.292,0.167,0.5,0.379477762,0.063372786,125
2.00E+01,81,9.82,1929.82,FAUC,53.292,0.333,0.5,0.278320951,0.092680877,125
2.00E+01,81,9.94,1929.94,SHWR,53.292,11.667,0.721091092,1.267036787,14.78251819,125
2.00E+01,81,10.22,1930.22,FAUC,53.292,0.667,0.5,0.133012824,0.088719554,125
2.00E+01,81,10.26,1930.26,FAUC,53.292,0.167,0.5,0.607499746,0.101452458,125
2.00E+01,81,10.37,1930.37,FAUC,53.292,0.167,0.5,0.152014656,0.025386448,125
2.00E+01,81,10.48,1930.48,FAUC,53.292,0.167,0.5,0.202313623,0.033786375,125
2.00E+01,81,10.6,1930.6,FAUC,53.292,0.333,0.5,0.758955524,0.25273219,125
2.00E+01,81,10.85,1930.85,FAUC,53.292,0.333,0.5,0.556641902,0.185361753,125
2.00E+01,81,10.88,1930.88,CWSH,53.292,3.333,0.22,0.451483528,1.504794599,125
2.00E+01,81,10.93,1930.93,FAUC,53.292,0.167,0.5,0.961828025,0.16062528,125
2.00E+01,81,11.09,1931.09,FAUC,53.292,0.167,0.5,0.430335607,0.071866046,125
2.00E+01,81,11.1,1931.1,FAUC,53.292,0.167,0.5,0.758955524,0.126745573,125
2.00E+01,81,11.15,1931.15,FAUC,53.292,0.167,0.5,0.253171467,0.042279635,125
2.00E+01,81,11.17,1931.17,FAUC,53.292,0.167,0.5,0.253171467,0.042279635,125
2.00E+01,81,11.23,1931.23,CWSH,53.292,3.333,0.22,0.445335876,1.484304476,125
2.00E+01,81,11.26,1931.26,FAUC,53.292,0.333,0.5,0.657798713,0.219046971,125
2.00E+01,81,11.29,1931.29,FAUC,53.292,0.167,0.5,0.202313623,0.033786375,125
2.00E+01,81,11.38,1931.38,CWSH,53.292,0.333,0.22,0.361973722,0.120537249,125
2.00E+01,81,11.43,1931.43,FAUC,53.292,0.167,0.5,0.152014656,0.025386448,125
2.00E+01,81,11.72,1931.72,FAUC,53.292,0.167,0.5,0.152014656,0.025386448,125
2.00E+01,81,11.91,1931.91,FAUC,53.292,0.167,0.5,0.152014656,0.025386448,125
2.00E+01,81,12.53,1932.53,FAUC,53.292,0.167,0.5,0.202313623,0.033786375,125
2.00E+01,81,12.66,1932.66,FAUC,53.292,0.167,0.5,0.152014656,0.025386448,125
2.00E+01,81,12.76,1932.76,FAUC,53.292,0.333,0.5,0.316324615,0.105336097,125
2.00E+01,81,12.96,1932.96,FAUC,53.292,0.167,0.5,0.152014656,0.025386448,125
2.00E+01,81,13.08,1933.08,FAUC,53.292,0.167,0.5,0.202313623,0.033786375,125
2.00E+01,81,13.11,1933.11,FAUC,53.292,0.167,0.5,0.278320951,0.046479599,125
2.00E+01,81,13.21,1933.21,FAUC,53.292,2.167,0.5,1.055160552,2.286532917,125
2.00E+01,81,13.45,1933.45,FAUC,53.292,0.333,0.5,0.556641902,0.185361753,125
2.00E+01,81,13.53,1933.53,FAUC,53.292,2.333,0.5,0.672329526,1.568544784,125
2.00E+01,81,13.71,1933.71,FAUC,53.292,0.167,0.5,0.152014656,0.025386448,125
2.00E+01,81,13.76,1933.76,FAUC,53.292,0.333,0.5,0.303470434,0.101055655,125
2.00E+01,81,14.26,1934.26,FAUC,53.292,0.167,0.5,0.480634574,0.080265974,125
2.00E+01,81,14.54,1934.54,FAUC,53.292,0.167,0.5,0.152014656,0.025386448,125
2.00E+01,81,14.57,1934.57,FAUC,53.292,0.167,0.5,0.152014656,0.025386448,125
2.00E+01,81,14.72,1934.72,FAUC,53.292,0.167,0.5,0.152014656,0.025386448,125
2.00E+01,81,15.04,1935.04,FAUC,53.292,0.167,0.5,0.126306295,0.021093151,125
2.00E+01,81,15.1,1935.1,FAUC,53.292,0.167,0.5,0.303470434,0.050679563,125
2.00E+01,81,15.11,1935.11,FAUC,53.292,0.167,0.5,0.303470434,0.050679563,125
2.00E+01,81,15.14,1935.14,FAUC,53.292,0.167,0.5,0.202313623,0.033786375,125
2.00E+01,81,15.18,1935.18,FAUC,53.292,0.333,0.5,0.518638238,0.172706533,125
2.00E+01,81,15.39,1935.39,FAUC,53.292,0.167,0.5,0.152014656,0.025386448,125
2.00E+01,81,15.45,1935.45,FAUC,53.292,0.167,0.5,0.202313623,0.033786375,125
2.00E+01,81,15.63,1935.63,FAUC,53.292,0.167,0.5,0.152014656,0.025386448,125
2.00E+01,81,15.77,1935.77,FAUC,53.292,0.167,0.5,0.227463106,0.037986339,125
2.00E+01,81,16.16,1936.16,FAUC,53.292,0.167,0.5,0.152014656,0.025386448,125
2.00E+01,81,16.7,1936.7,FAUC,53.292,0.333,0.5,0.64550341,0.214952636,125
2.00E+01,81,16.74,1936.74,FAUC,53.292,0.167,0.5,0.202313623,0.033786375,125
2.00E+01,81,16.78,1936.78,FAUC,53.292,0.167,0.5,0.354328279,0.059172823,125
2.00E+01,81,17.14,1937.14,FAUC,53.292,0.333,0.5,0.139160475,0.046340438,125
2.00E+01,81,17.42,1937.42,FAUC,53.292,0.333,0.5,0.379477762,0.126366095,125
2.00E+01,81,18.03,1938.03,FAUC,53.292,0.167,0.5,0.152014656,0.025386448,125
2.00E+01,81,18.07,1938.07,FAUC,53.292,0.167,0.5,0.329178795,0.054972859,125
2.00E+01,81,18.09,1938.09,FAUC,53.292,0.333,0.5,0.91097018,0.30335307,125
2.00E+01,81,18.28,1938.28,SHWR,53.292,5.833,0.721091092,1.267036787,7.390625578,125
2.00E+01,81,18.62,1938.62,FAUC,53.292,0.5,0.5,0.750572363,0.375286182,125
2.00E+01,81,18.67,1938.67,FAUC,53.292,0.333,0.5,0.430335607,0.143301757,125
2.00E+01,81,18.69,1938.69,FAUC,53.292,0.167,0.5,0.480634574,0.080265974,125
2.00E+01,81,18.69,1938.69,FAUC,53.292,0.167,0.5,0.202313623,0.033786375,125
2.00E+01,81,18.7,1938.7,FAUC,53.292,0.167,0.5,0.202313623,0.033786375,125
2.00E+01,81,20.27,1940.27,FAUC,53.292,0.5,0.5,0.345945118,0.172972559,125
2.00E+01,81,20.31,1940.31,FAUC,53.292,0.333,0.5,0.202313623,0.067370436,125
2.00E+01,81,20.47,1940.47,FAUC,53.292,0.167,0.5,0.253171467,0.042279635,125
2.00E+01,81,20.74,1940.74,FAUC,53.292,0.167,0.5,0.152014656,0.025386448,125
2.00E+01,81,20.74,1940.74,FAUC,53.292,0.167,0.5,0.152014656,0.025386448,125
2.00E+01,81,21.28,1941.28,SHWR,53.292,7.833,0.721091092,1.267036787,9.924699152,125
2.00E+01,81,21.66,1941.66,FAUC,53.292,0.167,0.5,0.379477762,0.063372786,125
2.00E+01,81,22.24,1942.24,FAUC,53.292,0.167,0.5,0.253171467,0.042279635,125
2.00E+01,81,22.66,1942.66,FAUC,53.292,0.167,0.5,0.126306295,0.021093151,125
2.00E+01,81,22.99,1942.99,FAUC,53.292,0.167,0.5,0.152014656,0.025386448,125
2D3,82,6.11,1950.11,FAUC,53.437,0.167,0.5,0.289498499,0.048346249,125
2D3,82,6.15,1950.15,FAUC,53.437,0.667,0.5,1.199350925,0.799967067,125
2D3,82,6.38,1950.38,FAUC,53.437,0.5,0.5,0.247023816,0.123511908,125
2D3,82,6.39,1950.39,FAUC,53.437,0.333,0.5,0.579555875,0.192992107,125
2D3,82,6.6,1950.6,FAUC,53.437,0.333,0.5,0.354328279,0.117991317,125
2D3,82,6.61,1950.61,FAUC,53.437,0.5,0.5,0.482870083,0.241435042,125
2D3,82,6.66,1950.66,FAUC,53.437,1.333,0.5,0.631531475,0.841831456,125
2D3,82,6.75,1950.75,FAUC,53.437,2.167,0.5,0.648856674,1.406072414,125
2D3,82,6.76,1950.76,FAUC,53.437,0.167,0.5,0.643826778,0.107519072,125
2D3,82,6.81,1950.81,FAUC,53.437,2.167,0.5,0.406303878,0.880460504,125
2D3,82,6.95,1950.95,FAUC,53.437,0.333,0.5,0.402391736,0.133996448,125
2D3,82,8.08,1952.08,FAUC,53.437,0.167,0.5,0.643826778,0.107519072,125
2D3,82,8.1,1952.1,FAUC,53.437,0.333,0.5,0.321913389,0.107197158,125
2D3,82,8.17,1952.17,FAUC,53.437,0.167,0.5,0.193371584,0.032293055,125
2D3,82,8.31,1952.31,FAUC,53.437,0.167,0.5,0.418599181,0.069906063,125
2D3,82,8.88,1952.88,FAUC,53.437,0.167,0.5,0.257642487,0.043026295,125
2D3,82,8.91,1952.91,FAUC,53.437,0.5,0.5,0.633208107,0.316604053,125
2D3,82,8.94,1952.94,FAUC,53.437,0.333,0.5,0.515284973,0.171589896,125
2D3,82,8.96,1952.96,FAUC,53.437,0.167,0.5,0.386184291,0.064492777,125
2D3,82,9.49,1953.49,CWSH,53.437,3.333,0.22,0.269021231,0.896647762,125
2D3,82,9.62,1953.62,FAUC,53.437,0.5,0.5,0.268261157,0.134130579,125
2D3,82,9.65,1953.65,FAUC,53.437,0.333,0.5,0.305705944,0.101800079,125
2D3,82,9.67,1953.67,CWSH,53.437,3.333,0.22,0.374023119,1.246619055,125
2D3,82,9.77,1953.77,CWSH,53.437,3,0.22,0.322382846,0.967148538,125
2D3,82,10.04,1954.04,DWSH,53.437,0.833,1,2.604368736,2.169439157,125
2D3,82,10.12,1954.12,DWSH,53.437,0.667,1,2.76979645,1.847454232,125
2D3,82,10.27,1954.27,CWSH,53.437,4.333,0.22,0.228692637,0.990925195,125
2D3,82,10.53,1954.53,FAUC,53.437,0.167,0.5,0.450455193,0.075226017,125
2D3,82,10.59,1954.59,CWSH,53.437,3.5,0.22,0.337629022,1.181701576,125
2D3,82,10.63,1954.63,DWSH,53.437,0.667,1,2.357344921,1.572349062,125
2D3,82,10.67,1954.67,FAUC,53.437,0.333,0.5,0.627619333,0.208997238,125
2D3,82,10.8,1954.8,CWSH,53.437,3.667,0.22,0.255742303,0.937807027,125
2D3,82,12.01,1956.01,FAUC,53.437,0.333,0.5,0.676241668,0.225188475,125
2D3,82,13.65,1957.65,FAUC,53.437,1.333,0.5,0.422511323,0.563207593,125
2D3,82,13.68,1957.68,FAUC,53.437,0.333,0.5,0.418599181,0.139393527,125
2D3,82,14.02,1958.02,FAUC,53.437,0.833,0.5,1.307214265,1.088909483,125
2D3,82,14.94,1958.94,FAUC,53.437,0.167,0.5,0.547140986,0.091372545,125
2D3,82,15.63,1959.63,FAUC,53.437,0.167,0.5,0.418599181,0.069906063,125
2D3,82,15.73,1959.73,FAUC,53.437,0.167,0.5,0.257642487,0.043026295,125
2D3,82,15.87,1959.87,FAUC,53.437,0.5,0.5,0.482870083,0.241435042,125
2D3,82,16.34,1960.34,FAUC,53.437,0.333,0.5,0.482870083,0.160795738,125
2D3,82,16.38,1960.38,FAUC,53.437,0.333,0.5,0.70809768,0.235796527,125
2D3,82,16.39,1960.39,FAUC,53.437,0.167,0.5,0.70809768,0.118252313,125
2D3,82,16.4,1960.4,FAUC,53.437,0.667,0.5,0.273849932,0.182657904,125
2D3,82,16.5,1960.5,FAUC,53.437,0.167,0.5,0.74051257,0.123665599,125
2D3,82,16.78,1960.78,FAUC,53.437,0.667,0.5,0.458838355,0.306045183,125
2D3,82,16.83,1960.83,FAUC,53.437,0.167,0.5,0.547140986,0.091372545,125
2D3,82,16.88,1960.88,FAUC,53.437,1,0.5,0.52031487,0.52031487,125
2D3,82,16.92,1960.92,FAUC,53.437,0.333,0.5,0.627619333,0.208997238,125
2D3,82,18.3,1962.3,FAUC,53.437,0.167,0.5,0.450455193,0.075226017,125
2D3,82,18.31,1962.31,FAUC,53.437,0.167,0.5,0.289498499,0.048346249,125
2D3,82,20.55,1964.55,SHWR,53.437,4,0.72052597,1.059063362,4.236253447,125
2D3,82,20.62,1964.62,SHWR,53.437,12,0.72052597,0.982553081,11.79063697,125
2D3,82,20.74,1964.74,FAUC,53.437,3,0.5,0.772368582,2.317105747,125
2D3,82,21.32,1965.32,FAUC,53.437,0.167,0.5,0.547140986,0.091372545,125
2D3,82,21.35,1965.35,FAUC,53.437,0.167,0.5,0.257642487,0.043026295,125
2D3,82,21.42,1965.42,FAUC,53.437,0.5,0.5,0.36494695,0.182473475,125
2D3,82,21.58,1965.58,FAUC,53.437,0.167,0.5,0.450455193,0.075226017,125
2D3,82,23.05,1967.05,FAUC,53.437,0.167,0.5,0.354328279,0.059172823,125
2D3,82,23.24,1967.24,FAUC,53.437,0.333,0.5,0.402391736,0.133996448,125
1D5,83,2.71,1970.71,FAUC,53.5085,0.167,0.5,0.385066536,0.064306112,125
1D5,83,3.39,1971.39,FAUC,53.5085,1.667,0.5,0.019001832,0.031676054,125
1D5,83,7.99,1975.99,FAUC,53.5085,0.167,0.5,0.439836523,0.073452699,125
1D5,83,8.99,1976.99,FAUC,53.5085,1.333,0.5,0.573967101,0.765098146,125
1D5,83,9.07,1977.07,FAUC,53.5085,1,0.5,0.352651646,0.352651646,125
1D5,83,9.22,1977.22,FAUC,53.5085,1,0.5,0.178840772,0.178840772,125
1D5,83,10.26,1978.26,FAUC,53.5085,0.5,0.5,0.540993334,0.270496667,125
1D5,83,10.27,1978.27,FAUC,53.5085,0.167,0.5,0.164868836,0.027533096,125
1D5,83,10.62,1978.62,FAUC,53.5085,0.333,0.5,0.233610758,0.077792382,125
1D5,83,11.04,1979.04,FAUC,53.5085,1,0.5,0.426423465,0.426423465,125
1D5,83,11.06,1979.06,FAUC,53.5085,0.333,0.5,0.371094601,0.123574502,125
1D5,83,11.25,1979.25,FAUC,53.5085,0.667,0.5,0.288939622,0.192722728,125
1D5,83,11.28,1979.28,FAUC,53.5085,0.5,0.5,0.458279477,0.229139739,125
1D5,83,14.21,1982.21,FAUC,53.5085,0.333,0.5,0.302352679,0.100683442,125
1D5,83,14.23,1982.23,FAUC,53.5085,0.333,0.5,0.288939622,0.096216894,125
1D5,83,14.26,1982.26,FAUC,53.5085,0.667,0.5,0.130777314,0.087228469,125
1D5,83,14.54,1982.54,CWSH,53.5085,3.167,0.22,0.241479752,0.764766374,125
1D5,83,15.22,1983.22,FAUC,53.5085,0.333,0.5,0.439836523,0.146465562,125
1D5,83,15.33,1983.33,FAUC,53.5085,0.333,0.5,0.233610758,0.077792382,125
1D5,83,15.42,1983.42,CWSH,53.5085,0.667,0.22,0.375006743,0.250129498,125
1D5,83,15.43,1983.43,FAUC,53.5085,0.167,0.5,0.137483843,0.022959802,125
1D5,83,15.56,1983.56,CWSH,53.5085,3.5,0.22,0.333202713,1.166209494,125
1D5,83,15.72,1983.72,CWSH,53.5085,0.333,0.22,0.264594922,0.088110109,125
1D5,83,15.72,1983.72,FAUC,53.5085,0.167,0.5,0.137483843,0.022959802,125
1D5,83,15.73,1983.73,CWSH,53.5085,0.333,0.22,0.252299619,0.084015773,125
1D5,83,16.02,1984.02,CWSH,53.5085,2.333,0.22,0.324841907,0.757856168,125
1D5,83,16.06,1984.06,FAUC,53.5085,0.833,0.5,0.032973767,0.027467148,125
1D5,83,16.17,1984.17,FAUC,53.5085,1.5,0.5,0.424746833,0.637120249,125
1D5,83,16.76,1984.76,FAUC,53.5085,0.333,0.5,0.316324615,0.105336097,125
1D5,83,17.9,1985.9,FAUC,53.5085,0.333,0.5,0.233610758,0.077792382,125
1D5,83,17.91,1985.91,FAUC,53.5085,0.167,0.5,0.41245153,0.068879405,125
1D5,83,18.72,1986.72,FAUC,53.5085,1.167,0.5,0.546023231,0.63720911,125
1D5,83,19.94,1987.94,FAUC,53.5085,0.167,0.5,0.2201977,0.036773016,125
1D5,83,19.94,1987.94,FAUC,53.5085,0.167,0.5,0.137483843,0.022959802,125
1D5,83,20.07,1988.07,FAUC,53.5085,0.167,0.5,0.302352679,0.050492897,125
1D5,83,20.81,1988.81,FAUC,53.5085,0.333,0.5,0.63264923,0.210672193,125
1D5,83,20.87,1988.87,FAUC,53.5085,2.667,0.5,0.601352095,1.603806036,125
1D5,83,22.25,1990.25,FAUC,53.5085,1,0.5,0.316324615,0.316324615,125
1D5,83,22.27,1990.27,FAUC,53.5085,0.167,0.5,0.137483843,0.022959802,125
1D5,83,22.27,1990.27,FAUC,53.5085,0.333,0.5,0.508578444,0.169356622,125
1D5,83,22.28,1990.28,FAUC,53.5085,0.333,0.5,0.535963437,0.178475825,125
1D5,83,22.29,1990.29,FAUC,53.5085,0.333,0.5,0.343709608,0.114455299,125
1D5,83,22.85,1990.85,FAUC,53.5085,0.333,0.5,0.535963437,0.178475825,125
1D5,83,22.95,1990.95,FAUC,53.5085,0.333,0.5,0.343709608,0.114455299,125
1D5,83,22.99,1990.99,FAUC,53.5085,0.333,0.5,0.260995751,0.086911585,125
1D4,84,5.57,1997.57,FAUC,53.5725,0.5,0.5,0.413569284,0.206784642,125
1D4,84,5.59,1997.59,FAUC,53.5725,0.667,0.5,0.373330111,0.249011184,125
1D4,84,5.6,1997.6,FAUC,53.5725,0.833,0.5,0.344268485,0.286775648,125
1D4,84,5.65,1997.65,FAUC,53.5725,0.333,0.5,0.45548509,0.151676535,125
1D4,84,5.77,1997.77,FAUC,53.5725,0.167,0.5,0.430335607,0.071866046,125
1D4,84,5.97,1997.97,FAUC,53.5725,1.167,0.5,0.350416137,0.408935632,125
1D4,84,6.01,1998.01,FAUC,53.5725,0.5,0.5,0.404627246,0.202313623,125
1D4,84,6.02,1998.02,FAUC,53.5725,0.167,0.5,0.126306295,0.021093151,125
1D4,84,6.04,1998.04,FAUC,53.5725,0.5,0.5,0.489017735,0.244508867,125
1D4,84,6.11,1998.11,FAUC,53.5725,0.667,0.5,0.385625414,0.257212151,125
1D4,84,6.14,1998.14,FAUC,53.5725,2,0.5,0.622030559,1.244061117,125
1D4,84,6.19,1998.19,FAUC,53.5725,1.5,0.5,0.525903644,0.788855466,125
1D4,84,6.34,1998.34,FAUC,53.5725,0.167,0.5,0.126306295,0.021093151,125
1D4,84,16.83,2008.83,FAUC,53.5725,0.333,0.5,0.177164139,0.058995658,125
1D4,84,17.01,2009.01,FAUC,53.5725,0.167,0.5,0.758955524,0.126745573,125
1D4,84,17.26,2009.26,FAUC,53.5725,0.167,0.5,0.126306295,0.021093151,125
1D4,84,17.91,2009.91,FAUC,53.5725,0.167,0.5,0.202313623,0.033786375,125
1D4,84,17.92,2009.92,FAUC,53.5725,0.167,0.5,0.379477762,0.063372786,125
1D4,84,18.84,2010.84,FAUC,53.5725,0.5,0.5,0.295087273,0.147543637,125
1D4,84,18.87,2010.87,FAUC,53.5725,0.167,0.5,0.354328279,0.059172823,125
1D4,84,18.88,2010.88,FAUC,53.5725,0.167,0.5,0.177164139,0.029586411,125
1D4,84,19.44,2011.44,FAUC,53.5725,0.5,0.5,0.109539973,0.054769986,125
1D4,84,19.45,2011.45,FAUC,53.5725,1,0.5,0.404627246,0.404627246,125
