Time (min),Hot Water Draw Volume (gal),Ambient Temperature (deg F),Inlet Water Temperature (deg F),Tank Temperature (deg F),Jacket Losses (Btu),Energy Withdrawn (Btu),Energy Added Backup (Btu),Energy Added Heat Pump (Btu),Energy Added Total (Btu),COP Gas,Total Energy Change (Btu),Timestep (min),Elec Energy Demand (Watts),Electric Usage (W-hrs),Gas Usage (Btu),NOx Production (ng),Energy Added Heat Pump (Btu/min)
2700.0,0.16079573763899996,68.0,40.0,110.77901554208773,-57.75956753462994,-94.47298166573378,0.0,0.0,0.0,1.7571524611447806,-152.23254920036374,5.0,5,0.4166666666666667,0.0,0.0,0.0
2705.0,0.0,68.0,40.0,110.49687493856811,-57.37862563971373,-0.0,0.0,0.0,0.0,1.7578578126535798,-57.37862563971373,5.0,5,0.4166666666666667,0.0,0.0,0.0
2710.0,0.0,68.0,40.0,110.39053210878465,-57.23504318974691,-0.0,0.0,0.0,0.0,1.7581236697280382,-57.23504318974691,5.0,5,0.4166666666666667,0.0,0.0,0.0
2715.0,0.0,68.0,40.0,110.2844553879201,-57.09182003594152,-0.0,0.0,0.0,0.0,1.7583888615301997,-57.09182003594152,5.0,5,0.4166666666666667,0.0,0.0,0.0
2720.0,0.0,68.0,40.0,110.17864411007194,-56.94895527920621,-0.0,0.0,0.0,0.0,1.7586533897248202,-56.94895527920621,5.0,5,0.4166666666666667,0.0,0.0,0.0
2725.0,0.0,68.0,40.0,110.073097611004,-56.806448022699556,-0.0,0.0,0.0,0.0,1.75891725597249,-56.806448022699556,5.0,5,0.4166666666666667,0.0,0.0,0.0
2730.0,0.0,68.0,40.0,109.96781522814227,-56.664297371824325,-0.0,0.0,0.0,0.0,1.7591804619296443,-56.664297371824325,5.0,5,0.4166666666666667,0.0,0.0,0.0
2735.0,0.0,68.0,40.0,109.86279630057075,-56.52250243422195,-0.0,0.0,0.0,0.0,1.759443009248573,-56.52250243422195,5.0,5,0.4166666666666667,0.0,0.0,0.0
2740.0,0.0,68.0,40.0,109.75804016902728,-56.381062319766805,-0.0,0.0,0.0,0.0,1.7597048995774318,-56.381062319766805,5.0,5,0.4166666666666667,0.0,0.0,0.0
2745.0,0.0,68.0,40.0,109.65354617589944,-56.23997614056072,-0.0,0.0,0.0,0.0,1.7599661345602513,-56.23997614056072,5.0,5,0.4166666666666667,0.0,0.0,0.0
2750.0,0.0,68.0,40.0,109.54931366522038,-56.09924301092738,-0.0,0.0,0.0,0.0,1.7602267158369491,-56.09924301092738,5.0,5,0.4166666666666667,0.0,0.0,0.0
2755.0,0.0,68.0,40.0,109.44534198266473,-55.958862047406754,-0.0,0.0,0.0,0.0,1.760486645043338,-55.958862047406754,5.0,5,0.4166666666666667,0.0,0.0,0.0
2760.0,0.0,68.0,40.0,109.34163047554448,-55.81883236874954,-0.0,0.0,0.0,0.0,1.7607459238111387,-55.81883236874954,5.0,5,0.4166666666666667,0.0,0.0,0.0
2765.0,0.0,68.0,40.0,109.23817849280489,-55.67915309591168,-0.0,0.0,0.0,0.0,1.7610045537679877,-55.67915309591168,5.0,5,0.4166666666666667,0.0,0.0,0.0
2770.0,0.0,68.0,40.0,109.1349853850204,-55.539823352048764,-0.0,0.0,0.0,0.0,1.761262536537449,-55.539823352048764,5.0,5,0.4166666666666667,0.0,0.0,0.0
2775.0,0.0,68.0,40.0,109.03205050439053,-55.40084226251057,-0.0,0.0,0.0,0.0,1.7615198737390236,-55.40084226251057,5.0,5,0.4166666666666667,0.0,0.0,0.0
2780.0,0.0,68.0,40.0,108.92937320473585,-55.26220895483563,-0.0,0.0,0.0,0.0,1.7617765669881604,-55.26220895483563,5.0,5,0.4166666666666667,0.0,0.0,0.0
2785.0,0.0,68.0,40.0,108.82695284149393,-55.12392255874565,-0.0,0.0,0.0,0.0,1.7620326178962653,-55.12392255874565,5.0,5,0.4166666666666667,0.0,0.0,0.0
2790.0,0.0,68.0,40.0,108.72478877171525,-54.98598220614008,-0.0,0.0,0.0,0.0,1.7622880280707118,-54.98598220614008,5.0,5,0.4166666666666667,0.0,0.0,0.0
2795.0,0.0,68.0,40.0,108.62288035405918,-54.84838703109071,-0.0,0.0,0.0,0.0,1.7625427991148521,-54.84838703109071,5.0,5,0.4166666666666667,0.0,0.0,0.0
2800.0,0.0,68.0,40.0,108.52122694878996,-54.71113616983618,-0.0,0.0,0.0,0.0,1.762796932628025,-54.71113616983618,5.0,5,0.4166666666666667,0.0,0.0,0.0
2805.0,0.0,68.0,40.0,108.41982791777272,-54.57422876077661,-0.0,0.0,0.0,0.0,1.7630504302055683,-54.57422876077661,5.0,5,0.4166666666666667,0.0,0.0,0.0
2810.0,0.0,68.0,40.0,108.3186826244694,-54.43766394446813,-0.0,0.0,0.0,0.0,1.7633032934388266,-54.43766394446813,5.0,5,0.4166666666666667,0.0,0.0,0.0
2815.0,0.0,68.0,40.0,108.21779043393481,-54.30144086361751,-0.0,0.0,0.0,0.0,1.763555523915163,-54.30144086361751,5.0,5,0.4166666666666667,0.0,0.0,0.0
2820.0,0.0,68.0,40.0,108.11715071281262,-54.16555866307681,-0.0,0.0,0.0,0.0,1.7638071232179684,-54.16555866307681,5.0,5,0.4166666666666667,0.0,0.0,0.0
2825.0,0.0,68.0,40.0,108.01676282933138,-54.03001648983797,-0.0,0.0,0.0,0.0,1.7640580929266716,-54.03001648983797,5.0,5,0.4166666666666667,0.0,0.0,0.0
2830.0,0.0,68.0,40.0,107.9166261533006,-53.894813493027456,-0.0,0.0,0.0,0.0,1.7643084346167486,-53.894813493027456,5.0,5,0.4166666666666667,0.0,0.0,0.0
2835.0,0.0,68.0,40.0,107.81674005610671,-53.759948823900956,-0.0,0.0,0.0,0.0,1.7645581498597331,-53.759948823900956,5.0,5,0.4166666666666667,0.0,0.0,0.0
2840.0,0.0,68.0,40.0,107.71710391070921,-53.625421635838045,-0.0,0.0,0.0,0.0,1.7648072402232269,-53.625421635838045,5.0,5,0.4166666666666667,0.0,0.0,0.0
2845.0,0.0,68.0,40.0,107.61771709163666,-53.49123108433681,-0.0,0.0,0.0,0.0,1.7650557072709083,-53.49123108433681,5.0,5,0.4166666666666667,0.0,0.0,0.0
2850.0,0.0,68.0,40.0,107.51857897498279,-53.3573763270086,-0.0,0.0,0.0,0.0,1.7653035525625431,-53.3573763270086,5.0,5,0.4166666666666667,0.0,0.0,0.0
2855.0,0.0,68.0,40.0,107.41968893840256,-53.22385652357276,-0.0,0.0,0.0,0.0,1.7655507776539936,-53.22385652357276,5.0,5,0.4166666666666667,0.0,0.0,0.0
2860.0,0.0,68.0,40.0,107.32104636110827,-53.090670835851334,-0.0,0.0,0.0,0.0,1.7657973840972292,-53.090670835851334,5.0,5,0.4166666666666667,0.0,0.0,0.0
2865.0,0.0,68.0,40.0,107.22265062386569,-52.95781842776375,-0.0,0.0,0.0,0.0,1.7660433734403358,-52.95781842776375,5.0,5,0.4166666666666667,0.0,0.0,0.0
2870.0,0.0,68.0,40.0,107.12450110899009,-52.82529846532163,-0.0,0.0,0.0,0.0,1.7662887472275248,-52.82529846532163,5.0,5,0.4166666666666667,0.0,0.0,0.0
2875.0,0.0,68.0,40.0,107.02659720034245,-52.69311011662356,-0.0,0.0,0.0,0.0,1.766533506999144,-52.69311011662356,5.0,5,0.4166666666666667,0.0,0.0,0.0
2880.0,0.0,68.0,40.0,106.92893828332555,-52.56125255184984,-0.0,0.0,0.0,0.0,1.7667776542916862,-52.56125255184984,5.0,5,0.4166666666666667,0.0,0.0,0.0
2885.0,0.0,68.0,40.0,106.83152374488012,-52.4297249432573,-0.0,0.0,0.0,0.0,1.7670211906377997,-52.4297249432573,5.0,5,0.4166666666666667,0.0,0.0,0.0
2890.0,0.0,68.0,40.0,106.73435297348097,-52.298526465174064,-0.0,0.0,0.0,0.0,1.7672641175662975,-52.298526465174064,5.0,5,0.4166666666666667,0.0,0.0,0.0
2895.0,0.0,68.0,40.0,106.63742535913319,-52.16765629399438,-0.0,0.0,0.0,0.0,1.767506436602167,-52.16765629399438,5.0,5,0.4166666666666667,0.0,0.0,0.0
2900.0,0.0,68.0,40.0,106.54074029336832,-52.03711360817353,-0.0,0.0,0.0,0.0,1.7677481492665792,-52.03711360817353,5.0,5,0.4166666666666667,0.0,0.0,0.0
2905.0,0.0,68.0,40.0,106.44429716924047,-51.90689758822252,-0.0,0.0,0.0,0.0,1.767989257076899,-51.90689758822252,5.0,5,0.4166666666666667,0.0,0.0,0.0
2910.0,0.0,68.0,40.0,106.3480953813226,-51.77700741670307,-0.0,0.0,0.0,0.0,1.7682297615466935,-51.77700741670307,5.0,5,0.4166666666666667,0.0,0.0,0.0
2915.0,0.0,68.0,40.0,106.25213432570261,-51.64744227822242,-0.0,0.0,0.0,0.0,1.7684696641857434,-51.64744227822242,5.0,5,0.4166666666666667,0.0,0.0,0.0
2920.0,0.0,68.0,40.0,106.15641339997967,-51.5182013594282,-0.0,0.0,0.0,0.0,1.7687089665000508,-51.5182013594282,5.0,5,0.4166666666666667,0.0,0.0,0.0
2925.0,0.0,68.0,40.0,106.06093200326035,-51.389283849003384,-0.0,0.0,0.0,0.0,1.7689476699918492,-51.389283849003384,5.0,5,0.4166666666666667,0.0,0.0,0.0
2930.0,0.0,68.0,40.0,105.96568953615487,-51.260688937661136,-0.0,0.0,0.0,0.0,1.7691857761596128,-51.260688937661136,5.0,5,0.4166666666666667,0.0,0.0,0.0
2935.0,0.0,68.0,40.0,105.87068540077337,-51.132415818139755,-0.0,0.0,0.0,0.0,1.7694232864980666,-51.132415818139755,5.0,5,0.4166666666666667,0.0,0.0,0.0
2940.0,0.0,68.0,40.0,105.7759190007221,-51.004463685197614,-0.0,0.0,0.0,0.0,1.7696602024981947,-51.004463685197614,5.0,5,0.4166666666666667,0.0,0.0,0.0
2945.0,0.0,68.0,40.0,105.68138974109974,-50.876831735608114,-0.0,0.0,0.0,0.0,1.7698965256472508,-50.876831735608114,5.0,5,0.4166666666666667,0.0,0.0,0.0
2950.0,0.0,68.0,40.0,105.58709702849359,-50.74951916815458,-0.0,0.0,0.0,0.0,1.7701322574287661,-50.74951916815458,5.0,5,0.4166666666666667,0.0,0.0,0.0
2955.0,0.0,68.0,40.0,105.49304027097592,-50.62252518362529,-0.0,0.0,0.0,0.0,1.7703673993225602,-50.62252518362529,5.0,5,0.4166666666666667,0.0,0.0,0.0
2960.0,0.0,68.0,40.0,105.39921887810023,-50.495848984808475,-0.0,0.0,0.0,0.0,1.7706019528047494,-50.495848984808475,5.0,5,0.4166666666666667,0.0,0.0,0.0
2965.0,0.0,68.0,40.0,105.3056322608975,-50.36948977648728,-0.0,0.0,0.0,0.0,1.7708359193477563,-50.36948977648728,5.0,5,0.4166666666666667,0.0,0.0,0.0
2970.0,0.0,68.0,40.0,105.21227983187255,-50.24344676543474,-0.0,0.0,0.0,0.0,1.7710693004203186,-50.24344676543474,5.0,5,0.4166666666666667,0.0,0.0,0.0
2975.0,0.0,68.0,40.0,105.11916100500032,-50.11771916040884,-0.0,0.0,0.0,0.0,1.7713020974874993,-50.11771916040884,5.0,5,0.4166666666666667,0.0,0.0,0.0
2980.0,0.0,68.0,40.0,105.02627519572222,-49.9923061721476,-0.0,0.0,0.0,0.0,1.7715343120106946,-49.9923061721476,5.0,5,0.4166666666666667,0.0,0.0,0.0
2985.0,0.0,68.0,40.0,104.9336218209424,-49.867207013364,-0.0,0.0,0.0,0.0,1.771765945447644,-49.867207013364,5.0,5,0.4166666666666667,0.0,0.0,0.0
2990.0,0.0,68.0,40.0,104.84120029902418,-49.74242089874111,-0.0,0.0,0.0,0.0,1.7719969992524396,-49.74242089874111,5.0,5,0.4166666666666667,0.0,0.0,0.0
2995.0,0.0,68.0,40.0,104.7490100497863,-49.617947044927185,-0.0,0.0,0.0,0.0,1.7722274748755342,-49.617947044927185,5.0,5,0.4166666666666667,0.0,0.0,0.0
3000.0,0.0,68.0,40.0,104.65705049449939,-49.49378467053072,-0.0,0.0,0.0,0.0,1.7724573737637517,-49.49378467053072,5.0,5,0.4166666666666667,0.0,0.0,0.0
3005.0,0.0,68.0,40.0,104.5653210558822,-49.369932996115466,-0.0,0.0,0.0,0.0,1.7726866973602946,-49.369932996115466,5.0,5,0.4166666666666667,0.0,0.0,0.0
3010.0,0.0,68.0,40.0,104.47382115809809,-49.2463912441957,-0.0,0.0,0.0,0.0,1.7729154471047548,-49.2463912441957,5.0,5,0.4166666666666667,0.0,0.0,0.0
3015.0,0.0,68.0,40.0,104.38255022675138,-49.12315863923118,-0.0,0.0,0.0,0.0,1.7731436244331216,-49.12315863923118,5.0,5,0.4166666666666667,0.0,0.0,0.0
3020.0,0.0,68.0,40.0,104.29150768888373,-49.000234407622415,-0.0,0.0,0.0,0.0,1.7733712307777907,-49.000234407622415,5.0,5,0.4166666666666667,0.0,0.0,0.0
3025.0,0.0,68.0,40.0,104.20069297297056,-48.877617777705716,-0.0,0.0,0.0,0.0,1.7735982675675737,-48.877617777705716,5.0,5,0.4166666666666667,0.0,0.0,0.0
3030.0,0.0,68.0,40.0,104.11010550891743,-48.75530797974836,-0.0,0.0,0.0,0.0,1.7738247362277064,-48.75530797974836,5.0,5,0.4166666666666667,0.0,0.0,0.0
3035.0,0.0,68.0,40.0,104.01974472805652,-48.633304245943805,-0.0,0.0,0.0,0.0,1.7740506381798586,-48.633304245943805,5.0,5,0.4166666666666667,0.0,0.0,0.0
3040.0,0.025386447551999997,68.0,40.0,103.92961006314302,-48.511605810406856,-13.472015068973166,0.0,0.0,0.0,1.7742759748421424,-61.98362087938002,5.0,5,0.4166666666666667,0.0,0.0,0.0
3045.0,0.0,68.0,40.0,103.81473255307634,-48.35649996664619,-0.0,0.0,0.0,0.0,1.7745631686173091,-48.35649996664619,5.0,5,0.4166666666666667,0.0,0.0,0.0
3050.0,0.0,68.0,40.0,103.72511090411656,-48.235494197344075,-0.0,0.0,0.0,0.0,1.7747872227397086,-48.235494197344075,5.0,5,0.4166666666666667,0.0,0.0,0.0
3055.0,0.0,68.0,40.0,103.635713521524,-48.11479122903491,-0.0,0.0,0.0,0.0,1.7750107161961899,-48.11479122903491,5.0,5,0.4166666666666667,0.0,0.0,0.0
3060.0,0.0,68.0,40.0,103.54653984410162,-47.99439030399908,-0.0,0.0,0.0,0.0,1.775233650389746,-47.99439030399908,5.0,5,0.4166666666666667,0.0,0.0,0.0
3065.0,0.0,68.0,40.0,103.4575893120567,-47.8742906664131,-0.0,0.0,0.0,0.0,1.7754560267198582,-47.8742906664131,5.0,5,0.4166666666666667,0.0,0.0,0.0
3070.0,0.0,68.0,40.0,103.36886136699734,-47.75449156234481,-0.0,0.0,0.0,0.0,1.7756778465825067,-47.75449156234481,5.0,5,0.4166666666666667,0.0,0.0,0.0
3075.0,0.0,68.0,40.0,103.28035545192894,-47.634992239748726,-0.0,0.0,0.0,0.0,1.7758991113701776,-47.634992239748726,5.0,5,0.4166666666666667,0.0,0.0,0.0
3080.0,0.0,68.0,40.0,103.19207101125072,-47.51579194846119,-0.0,0.0,0.0,0.0,1.7761198224718733,-47.51579194846119,5.0,5,0.4166666666666667,0.0,0.0,0.0
3085.0,0.0,68.0,40.0,103.10400749075218,-47.39688994019575,-0.0,0.0,0.0,0.0,1.7763399812731195,-47.39688994019575,5.0,5,0.4166666666666667,0.0,0.0,0.0
3090.0,0.0,68.0,40.0,103.01616433760968,-47.27828546853845,-0.0,0.0,0.0,0.0,1.7765595891559758,-47.27828546853845,5.0,5,0.4166666666666667,0.0,0.0,0.0
3095.0,0.0,68.0,40.0,102.92854100038296,-47.15997778894313,-0.0,0.0,0.0,0.0,1.7767786474990426,-47.15997778894313,5.0,5,0.4166666666666667,0.0,0.0,0.0
3100.0,0.0,68.0,40.0,102.84113692901165,-47.041966158726765,-0.0,0.0,0.0,0.0,1.7769971576774708,-47.041966158726765,5.0,5,0.4166666666666667,0.0,0.0,0.0
3105.0,0.025386447551999997,68.0,40.0,102.75395157481185,-46.924249837064814,-13.224266195561924,0.0,0.0,0.0,1.7772151210629703,-60.14851603262674,5.0,5,0.4166666666666667,0.0,0.0,0.0
3110.0,0.0,68.0,40.0,102.64247516123673,-46.77373610137411,-0.0,0.0,0.0,0.0,1.7774938120969082,-46.77373610137411,5.0,5,0.4166666666666667,0.0,0.0,0.0
3115.0,0.0,68.0,40.0,102.55578693193341,-46.65669099008639,-0.0,0.0,0.0,0.0,1.7777105326701665,-46.65669099008639,5.0,5,0.4166666666666667,0.0,0.0,0.0
3120.0,0.0,68.0,40.0,102.46931562850115,-46.53993876876682,-0.0,0.0,0.0,0.0,1.777926710928747,-46.53993876876682,5.0,5,0.4166666666666667,0.0,0.0,0.0
3125.0,0.0,68.0,40.0,102.38306070811153,-46.42347870449683,-0.0,0.0,0.0,0.0,1.7781423482297212,-46.42347870449683,5.0,5,0.4166666666666667,0.0,0.0,0.0
3130.0,0.0,68.0,40.0,102.2970216292945,-46.30731006619192,-0.0,0.0,0.0,0.0,1.7783574459267637,-46.30731006619192,5.0,5,0.4166666666666667,0.0,0.0,0.0
3135.0,0.0,68.0,40.0,102.21119785193497,-46.19143212459698,-0.0,0.0,0.0,0.0,1.7785720053701626,-46.19143212459698,5.0,5,0.4166666666666667,0.0,0.0,0.0
3140.0,0.0,68.0,40.0,102.1255888372694,-46.07584415228181,-0.0,0.0,0.0,0.0,1.7787860279068264,-46.07584415228181,5.0,5,0.4166666666666667,0.0,0.0,0.0
3145.0,0.0,68.0,40.0,102.04019404788247,-45.96054542363651,-0.0,0.0,0.0,0.0,1.7789995148802937,-45.96054542363651,5.0,5,0.4166666666666667,0.0,0.0,0.0
3150.0,0.0,68.0,40.0,101.95501294770364,-45.84553521486691,-0.0,0.0,0.0,0.0,1.779212467630741,-45.84553521486691,5.0,5,0.4166666666666667,0.0,0.0,0.0
3155.0,0.0,68.0,40.0,101.8700450020038,-45.73081280399003,-0.0,0.0,0.0,0.0,1.7794248874949905,-45.73081280399003,5.0,5,0.4166666666666667,0.0,0.0,0.0
3160.0,0.0,68.0,40.0,101.78528967739199,-45.61637747082955,-0.0,0.0,0.0,0.0,1.77963677580652,-45.61637747082955,5.0,5,0.4166666666666667,0.0,0.0,0.0
3165.0,0.025386447551999997,68.0,40.0,101.70074644181193,-45.50222849701134,-13.002322163547955,0.0,0.0,0.0,1.7798481338954701,-58.50455066055929,5.0,5,0.4166666666666667,0.0,0.0,0.0
3170.0,0.36662917049999993,68.0,40.0,101.5923168758701,-45.35582856804135,-187.44856904643504,0.0,0.0,0.0,1.7801192078103247,-232.8043976144764,5.0,5,0.4166666666666667,0.0,0.0,0.0
3175.0,0.0,68.0,40.0,101.16084822090775,-44.773266239302046,-0.0,0.0,0.0,0.0,1.7811978794477306,-44.773266239302046,5.0,5,0.4166666666666667,0.0,0.0,0.0
3180.0,0.0,68.0,40.0,101.07786756779082,-44.66122704024521,-0.0,0.0,0.0,0.0,1.781405331080523,-44.66122704024521,5.0,5,0.4166666666666667,0.0,0.0,0.0
3185.0,0.0,68.0,40.0,100.99509456282408,-44.5494682045208,-0.0,0.0,0.0,0.0,1.78161226359294,-44.5494682045208,5.0,5,0.4166666666666667,0.0,0.0,0.0
3190.0,0.0,68.0,40.0,100.91252868639539,-44.43798903055647,-0.0,0.0,0.0,0.0,1.7818186782840115,-44.43798903055647,5.0,5,0.4166666666666667,0.0,0.0,0.0
3195.0,0.0,68.0,40.0,100.83016942019287,-44.32678881853554,-0.0,0.0,0.0,0.0,1.7820245764495177,-44.32678881853554,5.0,5,0.4166666666666667,0.0,0.0,0.0
3200.0,0.025386447551999997,68.0,40.0,100.74801624720168,-44.21586687039251,-12.80155141700691,0.0,0.0,0.0,1.7822299593819957,-57.01741828739942,5.0,5,0.4166666666666667,0.0,0.0,0.0
3205.0,0.0,68.0,40.0,100.6423428620338,-44.07318829422912,-0.0,0.0,0.0,0.0,1.7824941428449155,-44.07318829422912,5.0,5,0.4166666666666667,0.0,0.0,0.0
3210.0,0.0,68.0,40.0,100.56065970025477,-43.962900947981616,-0.0,0.0,0.0,0.0,1.782698350749363,-43.962900947981616,5.0,5,0.4166666666666667,0.0,0.0,0.0
3215.0,0.0,68.0,40.0,100.47918093982483,-43.85288958128569,-0.0,0.0,0.0,0.0,1.7829020476504378,-43.85288958128569,5.0,5,0.4166666666666667,0.0,0.0,0.0
3220.0,0.0,68.0,40.0,100.39790606925652,-43.74315350353888,-0.0,0.0,0.0,0.0,1.7831052348268588,-43.74315350353888,5.0,5,0.4166666666666667,0.0,0.0,0.0
3225.0,0.0,68.0,40.0,100.31683457834234,-43.633692025866864,-0.0,0.0,0.0,0.0,1.783307913554144,-43.633692025866864,5.0,5,0.4166666666666667,0.0,0.0,0.0
3230.0,0.0,68.0,40.0,100.2359659581515,-43.52450446111914,-0.0,0.0,0.0,0.0,1.7835100851046213,-43.52450446111914,5.0,5,0.4166666666666667,0.0,0.0,0.0
3235.0,0.0,68.0,40.0,100.15529970102675,-43.41559012386474,-0.0,0.0,0.0,0.0,1.7837117507474332,-43.41559012386474,5.0,5,0.4166666666666667,0.0,0.0,0.0
3240.0,0.0,68.0,40.0,100.07483530058119,-43.306948330387826,-0.0,0.0,0.0,0.0,1.783912911748547,-43.306948330387826,5.0,5,0.4166666666666667,0.0,0.0,0.0
3245.0,0.0,68.0,40.0,99.99457225169506,-43.19857839868352,-0.0,0.0,1486.7661847190927,1486.7661847190927,1.7841135693707624,1443.5676063204091,5.0,110,9.166666666666666,833.3360668533333,8792159.999999998,297.35323694381856
3250.0,0.0,68.0,40.0,102.67001214814293,-46.81091611673337,-0.0,0.0,1481.1923333180719,1481.1923333180719,1.7774249696296427,1434.3814172013385,5.0,110,9.166666666666666,833.3360668533334,8792159.999999998,296.23846666361436
3255.0,0.0,68.0,40.0,105.32842679633926,-50.40026660696328,-0.0,0.0,1475.653951300589,1475.653951300589,1.770778933009152,1425.2536846936257,5.0,110,9.166666666666666,833.3360668533334,8792159.999999998,295.13079026011775
3260.0,0.0,68.0,40.0,107.96992453700156,-53.96677614934044,-0.0,0.0,1470.150812956075,1470.150812956075,1.7641751886574961,1416.1840368067346,5.0,110,9.166666666666666,833.3360668533333,8792159.999999998,294.030162591215
3265.0,0.0,68.0,40.0,110.59461302141769,-57.51059009297472,-0.0,0.0,1464.6826940102787,1464.6826940102787,1.7576134674464559,1407.172103917304,5.0,110,9.166666666666666,833.3360668533334,8792159.999999998,292.93653880205574
3270.0,0.025386447551999997,68.0,40.0,113.20259921583303,-61.03185286204227,-15.426130688888193,0.0,1459.2493716161239,1459.2493716161239,1.7510935019604175,1382.7913880651934,5.0,110,9.166666666666666,833.3360668533333,8792159.999999998,291.8498743232248
3275.0,0.0,68.0,40.0,115.76539934510734,-64.49210610230078,-0.0,0.0,0.0,0.0,1.7446865016372317,-64.49210610230078,5.0,5,0.4166666666666667,0.0,0.0,0.0
3280.0,0.021093151265,68.0,40.0,115.64587272722218,-64.33072310480914,-13.245101083238136,0.0,0.0,0.0,1.7449853181819446,-77.57582418804728,5.0,5,0.4166666666666667,0.0,0.0,0.0
3285.0,0.0,68.0,40.0,115.50209736531755,-64.13659982683009,-0.0,0.0,0.0,0.0,1.7453447565867062,-64.13659982683009,5.0,5,0.4166666666666667,0.0,0.0,0.0
3290.0,0.025386447551999997,68.0,40.0,115.38322962594191,-63.97610643694828,-15.885659312883114,0.0,0.0,0.0,1.7456419259351452,-79.86176574983139,5.0,5,0.4166666666666667,0.0,0.0,0.0
3295.0,0.0,68.0,40.0,115.23521760811028,-63.77626289142601,-0.0,0.0,0.0,0.0,1.7460119559797243,-63.77626289142601,5.0,5,0.4166666666666667,0.0,0.0,0.0
3300.0,0.0,68.0,40.0,115.1170177001607,-63.616671197244,-0.0,0.0,0.0,0.0,1.7463074557495983,-63.616671197244,5.0,5,0.4166666666666667,0.0,0.0,0.0
3305.0,0.0,68.0,40.0,114.99911357190574,-63.457478860247505,-0.0,0.0,0.0,0.0,1.7466022160702357,-63.457478860247505,5.0,5,0.4166666666666667,0.0,0.0,0.0
3310.0,0.025386447551999997,68.0,40.0,114.88150448319568,-63.298684881097806,-15.779929766325832,0.0,0.0,0.0,1.7468962387920108,-79.07861464742363,5.0,5,0.4166666666666667,0.0,0.0,0.0
3315.0,0.0,68.0,40.0,114.73494392056098,-63.10080106801465,-0.0,0.0,0.0,0.0,1.7472626401985976,-63.10080106801465,5.0,5,0.4166666666666667,0.0,0.0,0.0
3320.0,0.0,68.0,40.0,114.61799588159417,-62.94289962804111,-0.0,0.0,0.0,0.0,1.7475550102960145,-62.94289962804111,5.0,5,0.4166666666666667,0.0,0.0,0.0
3325.0,0.025386447551999997,68.0,40.0,114.50134048968481,-62.78539331561467,-15.699817044784108,0.0,0.0,0.0,1.747846648775788,-78.48521036039878,5.0,5,0.4166666666666667,0.0,0.0,0.0
3330.0,0.39263038373400005,68.0,40.0,114.35587971447765,-62.58899441856779,-242.34150069244262,0.0,0.0,0.0,1.748210300713806,-304.93049511101043,5.0,5,0.4166666666666667,0.0,0.0,0.0
3335.0,0.0,68.0,40.0,113.79073596319668,-61.825946034792516,-0.0,0.0,0.0,0.0,1.7496231600920082,-61.825946034792516,5.0,5,0.4166666666666667,0.0,0.0,0.0
3340.0,0.0,68.0,40.0,113.67615068022629,-61.67123475155385,-0.0,0.0,0.0,0.0,1.7499096232994342,-61.67123475155385,5.0,5,0.4166666666666667,0.0,0.0,0.0
3345.0,0.0,68.0,40.0,113.56185213182779,-61.51691061291542,-0.0,0.0,0.0,0.0,1.7501953696704304,-61.51691061291542,5.0,5,0.4166666666666667,0.0,0.0,0.0
3350.0,0.0,68.0,40.0,113.44783960048572,-61.36297265009887,-0.0,0.0,0.0,0.0,1.7504804009987858,-61.36297265009887,5.0,5,0.4166666666666667,0.0,0.0,0.0
3355.0,0.0,68.0,40.0,113.33411237048007,-61.20941989675009,-0.0,0.0,0.0,0.0,1.7507647190737998,-61.20941989675009,5.0,5,0.4166666666666667,0.0,0.0,0.0
3360.0,0.0,68.0,40.0,113.22066972788184,-61.05625138893314,-0.0,0.0,0.0,0.0,1.7510483256802953,-61.05625138893314,5.0,5,0.4166666666666667,0.0,0.0,0.0
3365.0,0.04647959881699999,68.0,40.0,113.10751096054854,-60.903466165124215,-28.206742971538624,0.0,0.0,0.0,1.7513312225986286,-89.11020913666283,5.0,5,0.4166666666666667,0.0,0.0,0.0
3370.0,-0.48510559300003153,68.0,40.0,112.94235831535117,-60.68047960868009,293.7275308816572,0.0,0.0,0.0,1.751744104211622,233.0470512729771,5.0,5,0.4166666666666667,0.0,0.0,0.0
3375.0,2.737381560500032,68.0,40.0,113.37427669312257,-61.263649146225674,-1667.2769372413172,0.0,0.0,0.0,1.7506643082671935,-1728.5405863875428,5.0,5,0.4166666666666667,0.0,0.0,0.0
3380.0,0.3414740985,68.0,40.0,110.17068135944884,-56.93820409602564,-198.90332034070173,0.0,0.0,0.0,1.758673296601378,-255.84152443672735,5.0,5,0.4166666666666667,0.0,0.0,0.0
3385.0,0.0,68.0,40.0,109.69651678367896,-56.29799439298177,-0.0,0.0,0.0,0.0,1.7598587080408026,-56.29799439298177,5.0,5,0.4166666666666667,0.0,0.0,0.0
3390.0,0.0,68.0,40.0,109.59217674471611,-56.15711608031675,-0.0,0.0,0.0,0.0,1.7601195581382099,-56.15711608031675,5.0,5,0.4166666666666667,0.0,0.0,0.0
3395.0,0.0,68.0,40.0,109.48809780295204,-56.01659029706584,-0.0,0.0,0.0,0.0,1.76037975549262,-56.01659029706584,5.0,5,0.4166666666666667,0.0,0.0,0.0
3400.0,0.0,68.0,40.0,109.3842793050254,-55.87641616107063,-0.0,0.0,0.0,0.0,1.7606393017374364,-55.87641616107063,5.0,5,0.4166666666666667,0.0,0.0,0.0
