Hour of Year (hr),Timestep (min),Time (min),Inlet Water Temperature (deg F),Hot Water Draw Volume (gal),Ambient Temperature (deg F),Tank Temperature (deg F),Jacket Losses (Btu),Energy Withdrawn (Btu),Energy Added Backup (Btu),Energy Added Heat Pump (Btu),Energy Added Total (Btu),COP Gas,Total Energy Change (Btu),Electricity CO2 Multiplier (lb/kWh),CO2 Production (lb),Elec Energy Demand (Watts),Electric Usage (W-hrs),Gas Usage (Btu),NOx Production (ng),CO2 Production Gas (lb),CO2 Production Elec (lb),Energy Added Heat Pump (Btu/min)
758.0,60.0,45480.0,40.0,0.0,68.0,109.72378289863833,-208.64743956004716,-0.0,0.0,0.0,0.0,1.7597905427534042,-208.64743956004716,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
759.0,60.0,45540.0,40.0,0.11456188979417138,68.0,109.33708560670233,-206.7136887291779,-65.93778052768751,0.0,0.0,0.0,1.760757285983244,-272.6514692568654,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
760.0,60.0,45600.0,40.0,0.7113999368010002,68.0,108.83176627459684,-204.18674659978998,-406.4726309532888,0.0,0.0,0.0,1.762020584313508,-610.6593775530788,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
761.0,60.0,45660.0,40.0,0.2770092201346542,68.0,107.69999907873273,-198.52713687147823,-155.6723421676124,0.0,0.0,0.0,1.7648500023031681,-354.19947903909065,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
762.0,60.0,45720.0,40.0,0.4940690824420505,68.0,107.04354252389376,-195.2444053012775,-274.962332940848,0.0,0.0,0.0,1.7664911436902657,-470.20673824212554,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
763.0,60.0,45780.0,40.0,2.5770466241146477,68.0,106.17208360394875,-190.8865149160741,-1415.5514466360537,0.0,0.0,0.0,1.768669790990128,-1606.4379615521277,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
764.0,60.0,45840.0,40.0,0.0,68.0,103.19478749763047,-175.99799891299423,-0.0,0.0,0.0,0.0,1.776113031255924,-175.99799891299423,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
765.0,60.0,45900.0,40.0,1.099329829586419,68.0,102.86860113412025,-174.36684409342416,-573.7073076796098,0.0,0.0,0.0,1.7769284971646995,-748.0741517730339,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
766.0,60.0,45960.0,40.0,0.14130327093777048,68.0,101.48215589775441,-167.43367004828266,-72.11570860623274,0.0,0.0,0.0,1.7803946102556139,-239.5493786545154,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
767.0,60.0,46020.0,40.0,1.315640646962585,68.0,101.03818641408387,-165.21351910377956,-666.603325831992,0.0,0.0,0.0,1.7815045339647904,-831.8168449357715,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
768.0,60.0,46080.0,40.0,0.0,68.0,99.49653643265266,-157.50421522534543,-0.0,0.0,17853.645152946898,17853.645152946898,1.7853586589183683,17696.140937721553,0.42423,1.2151177327731402,110,110.0,10000.032802239999,105505919.99999999,1.1684524327731403,0.0466653,297.56075254911497
769.0,60.0,46140.0,40.0,0.6633732750447243,68.0,132.29372672055666,-321.512588937743,-508.2281616788079,0.0,0.0,0.0,1.7033656831986084,-829.7407506165509,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
770.0,60.0,46200.0,40.0,0.0,68.0,130.75592447410241,-313.8225263647533,-0.0,0.0,0.0,0.0,1.707210188814744,-313.8225263647533,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
771.0,60.0,46260.0,40.0,0.0,68.0,130.1743006528389,-310.91400962290896,-0.0,0.0,0.0,0.0,1.7086642483679029,-310.91400962290896,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
772.0,60.0,46320.0,40.0,0.0,68.0,129.59806733888277,-308.03244910289993,-0.0,0.0,0.0,0.0,1.7101048316527931,-308.03244910289993,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
773.0,60.0,46380.0,40.0,0.0,68.0,129.027174572848,-305.17759497364034,-0.0,0.0,0.0,0.0,1.71153206356788,-305.17759497364034,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
774.0,60.0,46440.0,40.0,2.675265021447532,68.0,128.46157285837361,-302.3491997194864,-1964.49098614966,0.0,0.0,0.0,1.712946067854066,-2266.8401858691464,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
775.0,60.0,46500.0,40.0,0.23692529724151193,68.0,124.26031851767495,-281.3400557677784,-165.71548907615116,0.0,0.0,0.0,1.7234492037058127,-447.0555448439295,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
776.0,60.0,46560.0,40.0,2.775091241339809,68.0,123.43176692413205,-277.196731348799,-1921.928735700195,0.0,0.0,0.0,1.7255205826896698,-2199.125467048994,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
