Time (min),Hot Water Draw Volume (gal),Inlet Water Temperature (deg F),Ambient Temperature (deg F),Tank Temperature (deg F),Jacket Losses (Btu),Energy Withdrawn (Btu),Energy Added Backup (Btu),Energy Added Heat Pump (Btu),Energy Added Total (Btu),COP Gas,Total Energy Change (Btu),Timestep (min)
138175,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138180,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138185,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138190,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138195,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138200,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138205,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138210,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138215,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138220,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138225,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138230,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138235,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138240,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138245,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138250,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138255,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138260,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138265,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138270,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138275,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138280,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138285,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138290,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138295,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138300,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138305,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138310,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138315,2.1730033137599998,48.365,68,0,0,0,0,0,0,0,0,5
138320,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138325,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138330,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138335,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138340,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138345,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138350,1.7316037439999998,48.365,68,0,0,0,0,0,0,0,0,5
138355,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138360,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138365,1.8192694566240002,48.365,68,0,0,0,0,0,0,0,0,5
138370,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138375,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138380,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138385,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138390,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138395,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138400,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138405,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138410,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138415,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138420,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138425,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138430,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138435,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138440,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138445,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138450,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138455,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138460,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138465,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138470,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138475,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138480,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138485,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138490,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138495,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138500,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138505,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138510,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138515,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138520,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138525,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138530,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138535,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138540,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138545,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138550,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138555,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138560,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138565,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138570,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138575,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138580,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138585,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138590,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138595,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138600,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138605,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138610,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138615,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138620,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138625,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138630,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138635,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138640,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138645,0.768959570304,48.365,68,0,0,0,0,0,0,0,0,5
138650,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138655,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138660,0.455469846336,48.365,68,0,0,0,0,0,0,0,0,5
138665,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138670,0.837712549728,48.365,68,0,0,0,0,0,0,0,0,5
138675,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138680,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138685,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138690,0.23198537851199988,48.365,68,0,0,0,0,0,0,0,0,5
138695,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138700,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138705,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138710,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138715,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138720,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138725,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138730,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138735,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138740,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138745,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138750,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138755,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138760,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138765,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138770,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138775,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138780,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138785,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138790,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138795,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138800,0.7773113422079998,48.365,68,0,0,0,0,0,0,0,0,5
138805,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138810,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138815,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138820,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138825,0.5926775276159999,48.365,68,0,0,0,0,0,0,0,0,5
138830,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138835,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138840,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138845,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138850,0.021475984896,48.365,68,0,0,0,0,0,0,0,0,5
138855,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138860,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138865,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138870,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138875,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138880,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138885,0.11170494921600002,48.365,68,0,0,0,0,0,0,0,0,5
138890,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138895,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138900,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138905,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138910,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138915,0.47687126184,48.365,68,0,0,0,0,0,0,0,0,5
138920,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138925,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138930,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138935,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138940,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138945,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138950,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138955,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138960,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138965,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138970,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138975,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138980,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138985,0.0,0.0,68,0,0,0,0,0,0,0,0,5
138990,0.06010292995199999,48.365,68,0,0,0,0,0,0,0,0,5
138995,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139000,0.450995682816,48.365,68,0,0,0,0,0,0,0,0,5
139005,0.09022896432,48.365,68,0,0,0,0,0,0,0,0,5
139010,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139015,0.0988044444,48.365,68,0,0,0,0,0,0,0,0,5
139020,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139025,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139030,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139035,0.7174321204319998,48.365,68,0,0,0,0,0,0,0,0,5
139040,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139045,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139050,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139055,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139060,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139065,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139070,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139075,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139080,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139085,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139090,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139095,1.464393720096,48.365,68,0,0,0,0,0,0,0,0,5
139100,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139105,0.030051464975999996,48.365,68,0,0,0,0,0,0,0,0,5
139110,0.021475984896,48.365,68,0,0,0,0,0,0,0,0,5
139115,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139120,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139125,0.8462134604159999,48.365,68,0,0,0,0,0,0,0,0,5
139130,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139135,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139140,0.158907374352,48.365,68,0,0,0,0,0,0,0,0,5
139145,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139150,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139155,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139160,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139165,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139170,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139175,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139180,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139185,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139190,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139195,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139200,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139205,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139210,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139215,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139220,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139225,0.13318093411200002,48.365,68,0,0,0,0,0,0,0,0,5
139230,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139235,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139240,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139245,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139250,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139255,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139260,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139265,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139270,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139275,0.038626945056000006,48.365,68,0,0,0,0,0,0,0,0,5
139280,0.12453088464,48.365,68,0,0,0,0,0,0,0,0,5
139285,0.40379325767999996,48.365,68,0,0,0,0,0,0,0,0,5
139290,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139295,0.07307800415999999,48.365,68,0,0,0,0,0,0,0,0,5
139300,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139305,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139310,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139315,0.33496570886400007,48.365,68,0,0,0,0,0,0,0,0,5
139320,0.073003434768,48.365,68,0,0,0,0,0,0,0,0,5
139325,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139330,0.038626945056000006,48.365,68,0,0,0,0,0,0,0,0,5
139335,1.731203004672,48.365,68,0,0,0,0,0,0,0,0,5
139340,0.5498746966079999,48.365,68,0,0,0,0,0,0,0,0,5
139345,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139350,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139355,0.060102929952000006,48.365,68,0,0,0,0,0,0,0,0,5
139360,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139365,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139370,0.16315782969599998,48.365,68,0,0,0,0,0,0,0,0,5
139375,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139380,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139385,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139390,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139395,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139400,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139405,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139410,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139415,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139420,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139425,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139430,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139435,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139440,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139445,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139450,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139455,0.7904355552,48.365,68,0,0,0,0,0,0,0,0,5
139460,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139465,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139470,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139475,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139480,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139485,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139490,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139495,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139500,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139505,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139510,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139515,0.038626945056000006,48.365,68,0,0,0,0,0,0,0,0,5
139520,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139525,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139530,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139535,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139540,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139545,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139550,0.5797770227999999,48.365,68,0,0,0,0,0,0,0,0,5
139555,0.021475984896,48.365,68,0,0,0,0,0,0,0,0,5
139560,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139565,-10.45022305562016,48.365,68,0,0,0,0,0,0,0,0,5
139570,27.691155870947714,48.365,68,0,0,0,0,0,0,0,0,5
139575,0.231985378512,48.365,68,0,0,0,0,0,0,0,0,5
139580,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139585,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139590,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139595,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139600,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139605,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139610,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139615,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139620,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139625,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139630,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139635,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139640,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139645,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139650,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139655,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139660,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139665,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139670,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139675,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139680,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139685,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139690,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139695,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139700,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139705,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139710,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139715,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139720,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139725,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139730,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139735,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139740,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139745,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139750,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139755,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139760,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139765,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139770,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139775,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139780,0.03257487043199999,48.3325,68,0,0,0,0,0,0,0,0,5
139785,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139790,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139795,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139800,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139805,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139810,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139815,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139820,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139825,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139830,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139835,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139840,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139845,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139850,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139855,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139860,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139865,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139870,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139875,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139880,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139885,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139890,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139895,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139900,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139905,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139910,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139915,0.55541958552,48.3325,68,0,0,0,0,0,0,0,0,5
139920,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139925,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139930,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139935,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139940,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139945,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139950,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139955,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139960,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139965,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139970,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139975,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139980,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139985,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139990,0.0,0.0,68,0,0,0,0,0,0,0,0,5
139995,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140000,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140005,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140010,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140015,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140020,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140025,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140030,-10.283904612446733,48.3325,68,0,0,0,0,0,0,0,0,5
140035,20.452115297954077,48.3325,68,0,0,0,0,0,0,0,0,5
140040,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140045,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140050,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140055,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140060,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140065,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140070,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140075,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140080,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140085,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140090,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140095,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140100,6.878975327382334,48.3325,68,0,0,0,0,0,0,0,0,5
140105,6.0103660794486995,48.3325,68,0,0,0,0,0,0,0,0,5
140110,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140115,1.8803804964479998,48.3325,68,0,0,0,0,0,0,0,0,5
140120,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140125,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140130,0.10710100080000001,48.3325,68,0,0,0,0,0,0,0,0,5
140135,0.26597365200000006,48.3325,68,0,0,0,0,0,0,0,0,5
140140,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140145,0.6535830746879999,48.3325,68,0,0,0,0,0,0,0,0,5
140150,0.8547268942079999,48.3325,68,0,0,0,0,0,0,0,0,5
140155,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140160,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140165,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140170,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140175,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140180,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140185,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140190,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140195,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140200,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140205,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140210,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140215,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140220,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140225,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140230,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140235,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140240,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140245,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140250,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140255,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140260,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140265,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140270,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140275,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140280,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140285,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140290,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140295,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140300,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140305,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140310,0.074526130368,48.3325,68,0,0,0,0,0,0,0,0,5
140315,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140320,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140325,0.07913349417599999,48.3325,68,0,0,0,0,0,0,0,0,5
140330,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140335,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140340,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140345,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140350,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140355,0.0,0.0,68,0,0,0,0,0,0,0,0,5
140360,0.0,0.0,68,0,0,0,0,0,0,0,0,5
