Time (min),Hot Water Draw Volume (gal),Inlet Water Temperature (deg F),Ambient Temperature (deg F),Tank Temperature (deg F),Jacket Losses (Btu),Energy Withdrawn (Btu),Energy Added Backup (Btu),Energy Added Heat Pump (Btu),Energy Added Total (Btu),COP Gas,Total Energy Change (Btu),Timestep (min)
503880,0.0,0.0,68,0,0,0,0,0,0,0,0,5
503885,0.0,0.0,68,0,0,0,0,0,0,0,0,5
503890,0.0,0.0,68,0,0,0,0,0,0,0,0,5
503895,0.0,0.0,68,0,0,0,0,0,0,0,0,5
503900,0.0,0.0,68,0,0,0,0,0,0,0,0,5
503905,0.0,0.0,68,0,0,0,0,0,0,0,0,5
503910,0.0,0.0,68,0,0,0,0,0,0,0,0,5
503915,0.0,0.0,68,0,0,0,0,0,0,0,0,5
503920,0.0,0.0,68,0,0,0,0,0,0,0,0,5
503925,0.0,0.0,68,0,0,0,0,0,0,0,0,5
503930,0.0,0.0,68,0,0,0,0,0,0,0,0,5
503935,0.0,0.0,68,0,0,0,0,0,0,0,0,5
503940,0.0,0.0,68,0,0,0,0,0,0,0,0,5
503945,0.0,0.0,68,0,0,0,0,0,0,0,0,5
503950,0.0,0.0,68,0,0,0,0,0,0,0,0,5
503955,0.0,0.0,68,0,0,0,0,0,0,0,0,5
503960,0.0,0.0,68,0,0,0,0,0,0,0,0,5
503965,0.0,0.0,68,0,0,0,0,0,0,0,0,5
503970,0.0,0.0,68,0,0,0,0,0,0,0,0,5
503975,0.0,0.0,68,0,0,0,0,0,0,0,0,5
503980,0.0,0.0,68,0,0,0,0,0,0,0,0,5
503985,0.0,0.0,68,0,0,0,0,0,0,0,0,5
503990,0.0,0.0,68,0,0,0,0,0,0,0,0,5
503995,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504000,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504005,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504010,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504015,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504020,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504025,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504030,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504035,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504040,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504045,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504050,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504055,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504060,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504065,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504070,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504075,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504080,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504085,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504090,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504095,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504100,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504105,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504110,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504115,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504120,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504125,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504130,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504135,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504140,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504145,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504150,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504155,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504160,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504165,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504170,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504175,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504180,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504185,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504190,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504195,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504200,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504205,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504210,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504215,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504220,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504225,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504230,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504235,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504240,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504245,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504250,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504255,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504260,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504265,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504270,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504275,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504280,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504285,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504290,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504295,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504300,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504305,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504310,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504315,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504320,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504325,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504330,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504335,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504340,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504345,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504350,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504355,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504360,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504365,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504370,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504375,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504380,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504385,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504390,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504395,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504400,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504405,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504410,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504415,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504420,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504425,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504430,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504435,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504440,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504445,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504450,0.032539578048,49.31,68,0,0,0,0,0,0,0,0,5
504455,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504460,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504465,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504470,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504475,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504480,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504485,0.34627976409600003,49.31,68,0,0,0,0,0,0,0,0,5
504490,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504495,0.321949649952,49.31,68,0,0,0,0,0,0,0,0,5
504500,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504505,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504510,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504515,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504520,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504525,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504530,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504535,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504540,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504545,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504550,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504555,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504560,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504565,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504570,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504575,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504580,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504585,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504590,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504595,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504600,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504605,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504610,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504615,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504620,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504625,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504630,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504635,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504640,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504645,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504650,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504655,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504660,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504665,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504670,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504675,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504680,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504685,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504690,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504695,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504700,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504705,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504710,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504715,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504720,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504725,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504730,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504735,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504740,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504745,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504750,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504755,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504760,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504765,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504770,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504775,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504780,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504785,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504790,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504795,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504800,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504805,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504810,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504815,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504820,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504825,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504830,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504835,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504840,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504845,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504850,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504855,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504860,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504865,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504870,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504875,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504880,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504885,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504890,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504895,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504900,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504905,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504910,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504915,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504920,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504925,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504930,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504935,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504940,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504945,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504950,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504955,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504960,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504965,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504970,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504975,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504980,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504985,0.0,0.0,68,0,0,0,0,0,0,0,0,5
504990,0.37530604224,49.31,68,0,0,0,0,0,0,0,0,5
504995,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505000,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505005,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505010,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505015,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505020,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505025,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505030,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505035,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505040,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505045,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505050,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505055,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505060,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505065,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505070,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505075,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505080,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505085,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505090,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505095,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505100,0.18748168228800002,49.31,68,0,0,0,0,0,0,0,0,5
505105,0.21232467446400002,49.31,68,0,0,0,0,0,0,0,0,5
505110,0.05286799123200001,49.31,68,0,0,0,0,0,0,0,0,5
505115,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505120,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505125,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505130,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505135,0.11027276150399999,49.31,68,0,0,0,0,0,0,0,0,5
505140,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505145,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505150,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505155,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505160,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505165,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505170,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505175,0.330250760208,49.31,68,0,0,0,0,0,0,0,0,5
505180,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505185,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505190,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505195,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505200,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505205,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505210,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505215,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505220,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505225,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505230,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505235,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505240,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505245,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505250,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505255,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505260,8.084154641349988,49.31,68,0,0,0,0,0,0,0,0,5
505265,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505270,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505275,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505280,0.08540756928000001,49.31,68,0,0,0,0,0,0,0,0,5
505285,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505290,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505295,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505300,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505305,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505310,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505315,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505320,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505325,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505330,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505335,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505340,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505345,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505350,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505355,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505360,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505365,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505370,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505375,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505380,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505385,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505390,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505395,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505400,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505405,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505410,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505415,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505420,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505425,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505430,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505435,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505440,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505445,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505450,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505455,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505460,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505465,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505470,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505475,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505480,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505485,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505490,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505495,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505500,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505505,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505510,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505515,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505520,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505525,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505530,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505535,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505540,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505545,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505550,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505555,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505560,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505565,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505570,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505575,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505580,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505585,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505590,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505595,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505600,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505605,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505610,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505615,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505620,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505625,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505630,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505635,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505640,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505645,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505650,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505655,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505660,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505665,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505670,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505675,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505680,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505685,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505690,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505695,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505700,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505705,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505710,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505715,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505720,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505725,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505730,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505735,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505740,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505745,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505750,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505755,-4.875440203014866,49.211000000000006,68,0,0,0,0,0,0,0,0,5
505760,9.210904653891571,49.211000000000006,68,0,0,0,0,0,0,0,0,5
505765,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505770,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505775,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505780,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505785,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505790,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505795,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505800,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505805,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505810,0.2706868929599999,49.211000000000006,68,0,0,0,0,0,0,0,0,5
505815,-1.4923031650588021,49.211000000000006,68,0,0,0,0,0,0,0,0,5
505820,3.097010455615573,49.211000000000006,68,0,0,0,0,0,0,0,0,5
505825,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505830,0.39074361408,49.211000000000006,68,0,0,0,0,0,0,0,0,5
505835,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505840,0.055129959815039986,49.211000000000006,68,0,0,0,0,0,0,0,0,5
505845,-1.1608917408,49.211000000000006,68,0,0,0,0,0,0,0,0,5
505850,2.67005100384,49.211000000000006,68,0,0,0,0,0,0,0,0,5
505855,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505860,0.74718530784,49.211000000000006,68,0,0,0,0,0,0,0,0,5
505865,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505870,0.030051464975999996,49.211000000000006,68,0,0,0,0,0,0,0,0,5
505875,0.051527449872,49.211000000000006,68,0,0,0,0,0,0,0,0,5
505880,0.06010292995199999,49.211000000000006,68,0,0,0,0,0,0,0,0,5
505885,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505890,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505895,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505900,0.0988044444,49.211000000000006,68,0,0,0,0,0,0,0,0,5
505905,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505910,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505915,0.21058396300799997,49.211000000000006,68,0,0,0,0,0,0,0,0,5
505920,6.748223211061659,49.211000000000006,68,0,0,0,0,0,0,0,0,5
505925,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505930,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505935,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505940,0.219084873696,49.211000000000006,68,0,0,0,0,0,0,0,0,5
505945,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505950,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505955,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505960,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505965,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505970,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505975,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505980,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505985,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505990,0.0,0.0,68,0,0,0,0,0,0,0,0,5
505995,0.0,0.0,68,0,0,0,0,0,0,0,0,5
506000,0.034376489712000004,49.211000000000006,68,0,0,0,0,0,0,0,0,5
506005,0.098729875008,49.211000000000006,68,0,0,0,0,0,0,0,0,5
506010,0.0,0.0,68,0,0,0,0,0,0,0,0,5
506015,0.0,0.0,68,0,0,0,0,0,0,0,0,5
506020,0.0,0.0,68,0,0,0,0,0,0,0,0,5
506025,0.0,0.0,68,0,0,0,0,0,0,0,0,5
506030,0.0,0.0,68,0,0,0,0,0,0,0,0,5
506035,0.0,0.0,68,0,0,0,0,0,0,0,0,5
506040,5.817598178213621,49.211000000000006,68,0,0,0,0,0,0,0,0,5
506045,0.038626945056000006,49.211000000000006,68,0,0,0,0,0,0,0,0,5
506050,0.0,0.0,68,0,0,0,0,0,0,0,0,5
506055,0.0,0.0,68,0,0,0,0,0,0,0,0,5
506060,0.0,0.0,68,0,0,0,0,0,0,0,0,5
506065,0.0,0.0,68,0,0,0,0,0,0,0,0,5
506070,0.0,0.0,68,0,0,0,0,0,0,0,0,5
