Time (min),Hot Water Draw Volume (gal),Ambient Temperature (deg F),Inlet Water Temperature (deg F),Tank Temperature (deg F),Jacket Losses (Btu),Energy Withdrawn (Btu),Energy Added Backup (Btu),Energy Added Heat Pump (Btu),Energy Added Total (Btu),COP Gas,Tank Temperature (deg C),Time Step (min),Total Energy Change (Btu),Elec Energy Demand (Watts),Electric Usage (W-hrs),Gas Usage (Btu)
190,0.0,68,40,132.61832074338454,-125.67752512144494,-0.0,0.0,0.0,0.0,0.0,55.89906707965808,5.0,-125.67752512144494,5.0,0.41666666666666663,0.0
195,0.0,68,40,132.41092196810357,-125.27415090047062,-0.0,0.0,0.0,0.0,0.0,55.78384553783531,5.0,-125.27415090047062,5.0,0.41666666666666663,0.0
200,0.0,68,40,132.20418885933162,-124.87207134822876,-0.0,0.0,0.0,0.0,0.0,55.66899381073979,5.0,-124.87207134822876,5.0,0.41666666666666663,0.0
205,0.0,68,40,131.9981192805474,-124.47128230935435,-0.0,0.0,0.0,0.0,0.0,55.55451071141522,5.0,-124.47128230935435,5.0,0.41666666666666663,0.0
210,0.0,68,40,131.79271110208697,-124.07177964181939,-0.0,0.0,0.0,0.0,0.0,55.44039505671498,5.0,-124.07177964181939,5.0,0.41666666666666663,0.0
215,0.0,68,40,131.58796220112174,-123.67355921689015,-0.0,0.0,0.0,0.0,0.0,55.32664566728985,5.0,-123.67355921689015,5.0,0.41666666666666663,0.0
220,0.0,68,40,131.3838704616366,-123.27661691908449,-0.0,0.0,0.0,0.0,0.0,55.21326136757589,5.0,-123.27661691908449,5.0,0.41666666666666663,0.0
225,0.0,68,40,131.18043377440796,-122.88094864612927,-0.0,0.0,0.0,0.0,0.0,55.1002409857822,5.0,-122.88094864612927,5.0,0.41666666666666663,0.0
230,0.0,68,40,130.977650036982,-122.48655030891805,-0.0,0.0,0.0,0.0,0.0,54.98758335387889,5.0,-122.48655030891805,5.0,0.41666666666666663,0.0
235,0.0,68,40,130.7755171536529,-122.09341783146873,-0.0,0.0,0.0,0.0,0.0,54.87528730758495,5.0,-122.09341783146873,5.0,0.41666666666666663,0.0
240,0.0,68,40,130.5740330354413,-121.7015471508815,-0.0,0.0,0.0,0.0,0.0,54.76335168635627,5.0,-121.7015471508815,5.0,0.41666666666666663,0.0
245,0.0,68,40,130.37319560007245,-121.31093421729675,-0.0,0.0,0.0,0.0,0.0,54.65177533337358,5.0,-121.31093421729675,5.0,0.41666666666666663,0.0
250,0.0,68,40,130.17300277195505,-120.92157499385341,-0.0,0.0,0.0,0.0,0.0,54.54055709553059,5.0,-120.92157499385341,5.0,0.41666666666666663,0.0
255,0.0,68,40,129.9734524821595,-120.53346545664698,-0.0,0.0,0.0,0.0,0.0,54.429695823421945,5.0,-120.53346545664698,5.0,0.41666666666666663,0.0
260,0.0,68,40,129.77454266839666,-120.14660159468812,-0.0,0.0,0.0,0.0,0.0,54.31919037133148,5.0,-120.14660159468812,5.0,0.41666666666666663,0.0
265,0.0,68,40,129.57627127499651,-119.76097940986119,-0.0,0.0,0.0,0.0,0.0,54.20903959722028,5.0,-119.76097940986119,5.0,0.41666666666666663,0.0
270,0.0,68,40,129.37863625288693,-119.37659491688291,-0.0,0.0,0.0,0.0,0.0,54.09924236271496,5.0,-119.37659491688291,5.0,0.41666666666666663,0.0
275,0.0,68,40,129.18163555957244,-118.99344414326104,-0.0,0.0,0.0,0.0,0.0,53.989797533095796,5.0,-118.99344414326104,5.0,0.41666666666666663,0.0
280,0.0,68,40,128.98526715911316,-118.61152312925348,-0.0,0.0,0.0,0.0,0.0,53.88070397728509,5.0,-118.61152312925348,5.0,0.41666666666666663,0.0
285,0.0,68,40,128.7895290221038,-118.2308279278274,-0.0,0.0,0.0,0.0,0.0,53.77196056783545,5.0,-118.2308279278274,5.0,0.41666666666666663,0.0
290,0.0,68,40,128.59441912565262,-117.85135460461827,-0.0,0.0,0.0,0.0,0.0,53.663566180918124,5.0,-117.85135460461827,5.0,0.41666666666666663,0.0
295,0.0,68,40,128.3999354533605,-117.47309923788924,-0.0,0.0,0.0,0.0,0.0,53.55551969631139,5.0,-117.47309923788924,5.0,0.41666666666666663,0.0
300,0.0,68,40,128.20607599530024,-117.09605791849074,-0.0,0.0,0.0,0.0,0.0,53.44781999738902,5.0,-117.09605791849074,5.0,0.41666666666666663,0.0
305,0.0,68,40,128.01283874799563,-116.72022674982007,-0.0,0.0,0.0,0.0,0.0,53.340465971108685,5.0,-116.72022674982007,5.0,0.41666666666666663,0.0
310,0.0,68,40,127.82022171440082,-116.34560184778084,-0.0,0.0,0.0,0.0,0.0,53.23345650800045,5.0,-116.34560184778084,5.0,0.41666666666666663,0.0
315,0.0,68,40,127.62822290387967,-115.97217934074315,-0.0,0.0,0.0,0.0,0.0,53.12679050215537,5.0,-115.97217934074315,5.0,0.41666666666666663,0.0
320,0.0,68,40,127.43684033218523,-115.59995536950358,-0.0,0.0,0.0,0.0,0.0,53.02046685121401,5.0,-115.59995536950358,5.0,0.41666666666666663,0.0
325,0.0,68,40,127.24607202143912,-115.22892608724504,-0.0,0.0,0.0,0.0,0.0,52.91448445635506,5.0,-115.22892608724504,5.0,0.41666666666666663,0.0
330,0.0,68,40,127.05591600011118,-114.85908765949725,-0.0,0.0,0.0,0.0,0.0,52.808842222283985,5.0,-114.85908765949725,5.0,0.41666666666666663,0.0
335,0.0,68,40,126.86637030299906,-114.490436264097,-0.0,0.0,0.0,0.0,0.0,52.7035390572217,5.0,-114.490436264097,5.0,0.41666666666666663,0.0
340,0.0,68,40,126.67743297120793,-114.1229680911487,-0.0,0.0,0.0,0.0,0.0,52.5985738728933,5.0,-114.1229680911487,5.0,0.41666666666666663,0.0
345,0.0,68,40,126.48910205213022,-113.75667934298502,-0.0,0.0,0.0,0.0,0.0,52.49394558451679,5.0,-113.75667934298502,5.0,0.41666666666666663,0.0
350,0.0,68,40,126.30137559942544,-113.39156623412758,-0.0,0.0,0.0,0.0,0.0,52.38965311079191,5.0,-113.39156623412758,5.0,0.41666666666666663,0.0
355,1.4049261557119999,68,40,126.11425167300006,-113.02762499124782,-1004.2852913281607,0.0,0.0,0.0,0.0,52.28569537388892,5.0,-1117.3129163194085,5.0,0.41666666666666663,0.0
360,0.0,68,40,124.27041101631674,-109.4415006880411,-0.0,0.0,0.0,0.0,0.0,51.2613394535093,5.0,-109.4415006880411,5.0,0.41666666666666663,0.0
365,0.0,68,40,124.08980566794058,-109.0902375641083,-0.0,0.0,0.0,0.0,0.0,51.161003148855876,5.0,-109.0902375641083,5.0,0.41666666666666663,0.0
370,0.0,68,40,123.90977998996799,-108.74010185328171,-0.0,0.0,915.9063254215886,915.9063254215886,1.7188406709144148,51.060988883315545,5.0,807.1662235683068,158.5,13.208333333333332,532.8628423333332
375,0.0,68,40,125.24180245026444,-111.3307802288626,-0.0,0.0,914.1003162237865,914.1003162237865,1.7154514137654384,51.801001361258024,5.0,802.7695359949239,158.5,13.208333333333332,532.8628423333333
380,0.0,68,40,126.56656929650316,-113.90734700873006,-0.0,0.0,912.3041444770143,912.3041444770143,1.7120806181233421,52.53698294250175,5.0,798.3967974682843,158.5,13.208333333333332,532.8628423333333
385,0.046479598817,68,40,127.8841200504917,-116.46987905967514,-33.90793576438106,0.0,910.5177565960283,910.5177565960283,1.7087281834270824,53.2689555836065,5.0,760.1399417719722,158.5,13.208333333333332,532.8628423333332
390,0.0,68,40,129.13853759900178,-118.90962201727585,-0.0,0.0,908.8169672339711,908.8169672339711,1.7055363876647622,53.965854221667655,5.0,789.9073452166953,158.5,13.208333333333332,532.8628423333333
395,0.0,68,40,130.44207867227706,-121.44490634683902,-0.0,0.0,907.0495742370659,907.0495742370659,1.7022195998227618,54.69004370682059,5.0,785.6046678902269,158.5,13.208333333333332,532.8628423333332
400,0.0,68,40,131.73851927148527,-123.96638081570524,-0.0,0.0,905.2918083462016,905.2918083462016,1.6989208787425543,55.410288484158485,5.0,781.3254275304964,158.5,13.208333333333332,532.8628423333332
405,0.0,68,40,133.02789807337624,-126.47412064709506,-0.0,0.0,903.5436171218976,903.5436171218976,1.6956401260132983,56.126610040764575,5.0,777.0694964748025,158.5,13.208333333333332,532.8628423333333
410,0.0,68,40,134.31025354402496,-128.96820065448333,-0.0,0.0,901.8049484103142,901.8049484103142,1.6923772437602032,56.83902974668053,5.0,772.8367477558309,158.5,13.208333333333332,532.8628423333332
415,0.0,68,40,135.58562393997923,-131.44869524383088,-0.0,0.0,900.0757503416983,900.0757503416983,1.6891321346416086,57.547568855544014,5.0,768.6270550978674,158.5,13.208333333333332,532.8628423333333
420,-2.6537449954110066,68,40,136.8540473094009,-133.91567841580445,2133.5633082909026,0.0,0.0,0.0,0.0,58.25224850522272,5.0,1999.6476298750981,5.0,0.41666666666666663,0.0
425,3.1638972381340214,68,40,140.15395689171356,-140.333741662551,-2630.3833918257237,0.0,0.0,0.0,0.0,60.08553160650753,5.0,-2770.7171334882746,5.0,0.41666666666666663,0.0
430,0.312382293757,68,40,135.5815933002107,-131.44085596814347,-247.8501850512179,0.0,0.0,0.0,0.0,57.54532961122816,5.0,-379.2910410193614,5.0,0.41666666666666663,0.0
435,0.20664939373499996,68,40,134.95566995149383,-130.2234845403891,-162.88594432408263,0.0,0.0,0.0,0.0,57.197594417496575,5.0,-293.10942886447174,5.0,0.41666666666666663,0.0
440,0.0,68,40,134.47196742384577,-129.28272136563547,-0.0,0.0,0.0,0.0,0.0,56.928870791025425,5.0,-129.28272136563547,5.0,0.41666666666666663,0.0
445,0.0,68,40,134.25861918954283,-128.86777591722768,-0.0,0.0,0.0,0.0,0.0,56.81034399419046,5.0,-128.86777591722768,5.0,0.41666666666666663,0.0
450,0.0,68,40,134.04595571711536,-128.45416227653035,-0.0,0.0,0.0,0.0,0.0,56.692197620619645,5.0,-128.45416227653035,5.0,0.41666666666666663,0.0
455,0.0,68,40,133.83397480875365,-128.04187616897744,-0.0,0.0,0.0,0.0,0.0,56.574430449307584,5.0,-128.04187616897744,5.0,0.41666666666666663,0.0
460,0.986489607922,68,40,133.62267427370205,-127.63091333372238,-766.6588072668942,0.0,0.0,0.0,0.0,56.4570412631678,5.0,-894.2897206006165,5.0,0.41666666666666663,0.0
465,0.0,68,40,132.14687665101889,-124.76060363416369,-0.0,0.0,0.0,0.0,0.0,55.63715369501049,5.0,-124.76060363416369,5.0,0.41666666666666663,0.0
470,0.0,68,40,131.94099102133262,-124.36017236174179,-0.0,0.0,0.0,0.0,0.0,55.52277278962923,5.0,-124.36017236174179,5.0,0.41666666666666663,0.0
475,0.16005131314199997,68,40,131.73576620156766,-123.96102631237318,-121.87833330229394,0.0,0.0,0.0,0.0,55.408759000870916,5.0,-245.8393596146671,5.0,0.41666666666666663,0.0
480,0.0,68,40,131.3300708948637,-123.17198101510492,-0.0,0.0,0.0,0.0,0.0,55.18337271936872,5.0,-123.17198101510492,5.0,0.41666666666666663,0.0
485,-1.629910083400008,68,40,131.1268068825689,-122.77664858124436,1232.9298619674942,0.0,0.0,0.0,0.0,55.070448268093834,5.0,1110.1532133862497,5.0,0.41666666666666663,0.0
490,1.8070742229000079,68,40,132.9588322714207,-126.33979312263386,-1394.42520007518,0.0,0.0,0.0,0.0,56.088240150789275,5.0,-1520.764993197814,5.0,0.41666666666666663,0.0
495,1.4251373985,68,40,130.44919662435794,-121.45875020089106,-1070.0153871849354,0.0,0.0,0.0,0.0,54.6939981246433,5.0,-1191.4741373858265,5.0,0.41666666666666663,0.0
500,0.0,68,40,128.4829717433859,-117.6345982571395,-0.0,0.0,0.0,0.0,0.0,53.601650968547716,5.0,-117.6345982571395,5.0,0.41666666666666663,0.0
505,0.0,68,40,128.28884577228942,-117.25703859095614,-0.0,0.0,0.0,0.0,0.0,53.49380320682745,5.0,-117.25703859095614,5.0,0.41666666666666663,0.0
510,0.0,68,40,128.09534286734808,-116.8806907391849,-0.0,0.0,0.0,0.0,0.0,53.38630159297115,5.0,-116.8806907391849,5.0,0.41666666666666663,0.0
515,0.0,68,40,127.90246102877052,-116.5055508123897,-0.0,0.0,0.0,0.0,0.0,53.279145015983616,5.0,-116.5055508123897,5.0,0.41666666666666663,0.0
520,0.0,68,40,127.71019826318394,-116.13161493361805,-0.0,0.0,0.0,0.0,0.0,53.17233236843552,5.0,-116.13161493361805,5.0,0.41666666666666663,0.0
525,0.0,68,40,127.51855258361347,-115.75887923836093,-0.0,0.0,0.0,0.0,0.0,53.065862546451925,5.0,-115.75887923836093,5.0,0.41666666666666663,0.0
530,0.0,68,40,127.32752200946162,-115.38733987451276,-0.0,0.0,0.0,0.0,0.0,52.959734449700896,5.0,-115.38733987451276,5.0,0.41666666666666663,0.0
535,0.0,68,40,127.13710456648779,-115.0169930023317,-0.0,0.0,0.0,0.0,0.0,52.85394698138211,5.0,-115.0169930023317,5.0,0.41666666666666663,0.0
540,0.0,68,40,126.94729828678796,-114.6478347944,-0.0,0.0,0.0,0.0,0.0,52.74849904821553,5.0,-114.6478347944,5.0,0.41666666666666663,0.0
545,0.0,68,40,126.75810120877424,-114.2798614355843,-0.0,0.0,0.0,0.0,0.0,52.64338956043013,5.0,-114.2798614355843,5.0,0.41666666666666663,0.0
550,0.0,68,40,126.56951137715465,-113.9130691229963,-0.0,0.0,0.0,0.0,0.0,52.538617431752584,5.0,-113.9130691229963,5.0,0.41666666666666663,0.0
555,0.088759233806,68,40,126.38152684291293,-113.54745406595342,-63.64480981599693,0.0,0.0,0.0,0.0,52.434181579396075,5.0,-177.19226388195034,5.0,0.41666666666666663,0.0
560,0.0,68,40,126.08911609976003,-112.9787382885144,-0.0,0.0,0.0,0.0,0.0,52.27173116653335,5.0,-112.9787382885144,5.0,0.41666666666666663,0.0
565,0.0,68,40,125.90267344081059,-112.61612205701434,-0.0,0.0,0.0,0.0,0.0,52.16815191156144,5.0,-112.61612205701434,5.0,0.41666666666666663,0.0
570,0.0,68,40,125.71682918767982,-112.25466967752165,-0.0,0.0,0.0,0.0,0.0,52.064905104266565,5.0,-112.25466967752165,5.0,0.41666666666666663,0.0
575,0.0,68,40,125.53158141972615,-111.8943774145403,-0.0,0.0,0.0,0.0,0.0,51.96198967762564,5.0,-111.8943774145403,5.0,0.41666666666666663,0.0
580,0.0,68,40,125.34692822247249,-111.53524154456369,-0.0,0.0,0.0,0.0,0.0,51.85940456804027,5.0,-111.53524154456369,5.0,0.41666666666666663,0.0
585,0.0,68,40,125.16286768758641,-111.17725835603618,-0.0,0.0,0.0,0.0,0.0,51.75714871532578,5.0,-111.17725835603618,5.0,0.41666666666666663,0.0
590,0.071866046369,68,40,124.97939791286052,-110.8204241493147,-50.69509897402416,0.0,0.0,0.0,0.0,51.655221062700285,5.0,-161.51552312333888,5.0,0.41666666666666663,0.0
595,0.0,68,40,124.71285764122264,-110.30202439365289,-0.0,0.0,0.0,0.0,0.0,51.50714313401258,5.0,-110.30202439365289,5.0,0.41666666666666663,0.0
600,0.0,68,40,124.53083221743944,-109.94799933532458,-0.0,0.0,0.0,0.0,0.0,51.40601789857747,5.0,-109.94799933532458,5.0,0.41666666666666663,0.0
605,0.0,68,40,124.3493910219297,-109.59511055479906,-0.0,0.0,0.0,0.0,0.0,51.30521723440539,5.0,-109.59511055479906,5.0,0.41666666666666663,0.0
610,0.0,68,40,124.16853217955607,-109.24335440508243,-0.0,0.0,0.0,0.0,0.0,51.204740099753366,5.0,-109.24335440508243,5.0,0.41666666666666663,0.0
615,0.0,68,40,123.98825382119959,-108.89272725088608,-0.0,0.0,915.7999274701912,915.7999274701912,1.7186409986105033,51.104585456222,5.0,806.9072002193051,158.5,13.208333333333332,532.8628423333333
620,0.0,68,40,125.31984882936966,-111.48257426587551,-0.0,0.0,913.9944978290367,913.9944978290367,1.715252829089715,51.844360460760925,5.0,802.5119235631612,158.5,13.208333333333332,532.8628423333333
625,0.0,68,40,126.64419055184187,-114.0583142136274,-0.0,0.0,912.1989024820291,912.1989024820291,1.7118831151514247,52.580105862134374,5.0,798.1405882684016,158.5,13.208333333333332,532.8628423333333
630,0.0,68,40,127.96131849774106,-116.62002393626591,-0.0,0.0,910.4130878611202,910.4130878611202,1.708531756266859,53.31184360985614,5.0,793.7930639248543,158.5,13.208333333333332,532.8628423333332
635,0.0,68,40,129.27127196098328,-119.16777985735122,-0.0,0.0,908.6370006900512,908.6370006900512,1.7051986524548315,54.0395955338796,5.0,789.4692208327,158.5,13.208333333333332,532.8628423333332
640,0.0,68,40,130.574090021448,-121.70165798415925,-0.0,0.0,906.8705879827623,906.8705879827623,1.7018837042787602,54.76338334524889,5.0,785.1689299986031,158.5,13.208333333333332,532.8628423333333
645,0.0,68,40,131.86981154614404,-124.2217339099493,-0.0,0.0,905.1137970418117,905.1137970418117,1.6985868128437003,55.48322863674669,5.0,780.8920631318624,158.5,13.208333333333332,532.8628423333332
650,0.0,68,40,133.15847519036905,-126.72808281621923,-0.0,0.0,903.3665754568051,903.3665754568051,1.6953078797933945,56.19915288353836,5.0,776.6384926405858,158.5,13.208333333333332,532.8628423333333
655,0.0,68,40,134.44011939886272,-129.2207794749483,-0.0,0.0,901.6288711028302,901.6288711028302,1.6920468073073383,56.91117744381262,5.0,772.408091627882,158.5,13.208333333333332,532.8628423333333
660,0.0,68,40,135.71478240695376,-131.69989825082794,-0.0,0.0,899.9006321389029,899.9006321389029,1.6888034980978621,57.61932355941875,5.0,768.200733888075,158.5,13.208333333333332,532.8628423333333
665,0.0,68,40,136.98250224170047,-134.16551310348015,-0.0,0.0,0.0,0.0,0.0,58.32361235650026,5.0,-134.16551310348015,5.0,0.41666666666666663,0.0
670,0.0,68,40,136.76109620211054,-133.73489586083923,-0.0,0.0,0.0,0.0,0.0,58.200609001172516,5.0,-133.73489586083923,5.0,0.41666666666666663,0.0
675,0.04227963498899999,68,40,136.5404007867046,-133.3056607260542,-33.881989145031824,0.0,0.0,0.0,0.0,58.07800043705811,5.0,-167.18764987108602,5.0,0.41666666666666663,0.0
680,0.0,68,40,136.26450011320023,-132.76905572879548,-0.0,0.0,0.0,0.0,0.0,57.92472228511124,5.0,-132.76905572879548,5.0,0.41666666666666663,0.0
685,0.0,68,40,136.04539857116433,-132.34292055170354,-0.0,0.0,0.0,0.0,0.0,57.8029992062024,5.0,-132.34292055170354,5.0,0.41666666666666663,0.0
690,0.0,68,40,135.82700025680376,-131.91815309684299,-0.0,0.0,0.0,0.0,0.0,57.68166680933542,5.0,-131.91815309684299,5.0,0.41666666666666663,0.0
695,0.0,68,40,135.609302913041,-131.49474897437642,-0.0,0.0,0.0,0.0,0.0,57.56072384057833,5.0,-131.49474897437642,5.0,0.41666666666666663,0.0
700,0.063372786254,68,40,135.3923042900429,-131.0727038085562,-50.18162419580113,0.0,0.0,0.0,0.0,57.440169050023826,5.0,-181.25432800435735,5.0,0.41666666666666663,0.0
705,0.0,68,40,135.09319014368972,-130.49095044186373,-0.0,0.0,0.0,0.0,0.0,57.27399452427207,5.0,-130.49095044186373,5.0,0.41666666666666663,0.0
710,0.0,68,40,134.87784803474273,-130.07212706490895,-0.0,0.0,0.0,0.0,0.0,57.154360019301514,5.0,-130.07212706490895,5.0,0.41666666666666663,0.0
715,0.096961318623,68,40,134.66319708720548,-129.6546479422529,-76.19180342083479,0.0,0.0,0.0,0.0,57.03510949289193,5.0,-205.84645136308768,5.0,0.41666666666666663,0.0
720,0.0,68,40,134.3234998989661,-128.99396376758705,-0.0,0.0,0.0,0.0,0.0,56.84638883275895,5.0,-128.99396376758705,5.0,0.41666666666666663,0.0
725,0.6243918158880001,68,40,134.11062818560143,-128.5799451147304,-487.78051351243005,0.0,0.0,0.0,0.0,56.72812676977857,5.0,-616.3604586271605,5.0,0.41666666666666663,0.0
730,0.0,68,40,133.09348208786147,-126.60167637019669,-0.0,0.0,0.0,0.0,0.0,56.16304560436748,5.0,-126.60167637019669,5.0,0.41666666666666663,0.0
735,0.0,68,40,132.88455823610417,-126.19533599604844,-0.0,0.0,0.0,0.0,0.0,56.04697679783565,5.0,-126.19533599604844,5.0,0.41666666666666663,0.0
740,0.0,68,40,132.67630494573694,-125.79029981078932,-0.0,0.0,0.0,0.0,0.0,55.93128052540941,5.0,-125.79029981078932,5.0,0.41666666666666663,0.0
745,0.0,68,40,132.46872006452787,-125.38656362849838,-0.0,0.0,0.0,0.0,0.0,55.815955591404375,5.0,-125.38656362849838,5.0,0.41666666666666663,0.0
750,1.243958283997,68,40,132.2618014471529,-124.98412327668993,-952.7003372494927,0.0,0.0,0.0,0.0,55.70100080397383,5.0,-1077.6844605261826,5.0,0.41666666666666663,0.0
755,0.497667480849,68,40,130.4833574728903,-121.52519035052983,-373.79762949661813,0.0,0.0,0.0,0.0,54.71297637382794,5.0,-495.32281984714797,5.0,0.41666666666666663,0.0
760,0.0,68,40,129.66595319869134,-119.93540366119474,-0.0,0.0,0.0,0.0,0.0,54.25886288816186,5.0,-119.93540366119474,5.0,0.41666666666666663,0.0
765,0.0,68,40,129.46803033373897,-119.55045933664408,-0.0,0.0,0.0,0.0,0.0,54.14890574096609,5.0,-119.55045933664408,5.0,0.41666666666666663,0.0
770,0.0,68,40,129.27074272144122,-119.16675052828359,-0.0,0.0,0.0,0.0,0.0,54.03930151191179,5.0,-119.16675052828359,5.0,0.41666666666666663,0.0
775,0.0,68,40,129.07408832289306,-118.78427327060417,-0.0,0.0,0.0,0.0,0.0,53.930049068273924,5.0,-118.78427327060417,5.0,0.41666666666666663,0.0
780,0.0,68,40,128.87806510573344,-118.40302361082425,-0.0,0.0,0.0,0.0,0.0,53.82114728096302,5.0,-118.40302361082425,5.0,0.41666666666666663,0.0
785,0.0,68,40,128.68267104412442,-118.02299760884922,-0.0,0.0,0.0,0.0,0.0,53.71259502451356,5.0,-118.02299760884922,5.0,0.41666666666666663,0.0
790,0.0,68,40,128.48790411873014,-117.64419133723048,-0.0,0.0,0.0,0.0,0.0,53.6043911770723,5.0,-117.64419133723048,5.0,0.41666666666666663,0.0
795,0.0,68,40,128.29376231669605,-117.26660088112503,-0.0,0.0,0.0,0.0,0.0,53.49653462038669,5.0,-117.26660088112503,5.0,0.41666666666666663,0.0
800,0.0,68,40,128.100243631628,-116.8902223382549,-0.0,0.0,0.0,0.0,0.0,53.38902423979333,5.0,-116.8902223382549,5.0,0.41666666666666663,0.0
805,0.0,68,40,127.90734606357158,-116.51505181886691,-0.0,0.0,0.0,0.0,0.0,53.28185892420643,5.0,-116.51505181886691,5.0,0.41666666666666663,0.0
810,0.0,68,40,127.71506761899144,-116.14108544569238,-0.0,0.0,0.0,0.0,0.0,53.175037566106354,5.0,-116.14108544569238,5.0,0.41666666666666663,0.0
815,0.0,68,40,127.52340631075066,-115.76831935390709,-0.0,0.0,0.0,0.0,0.0,53.06855906152814,5.0,-115.76831935390709,5.0,0.41666666666666663,0.0
820,0.0,68,40,127.33236015809022,-115.39674969109137,-0.0,0.0,0.0,0.0,0.0,52.96242231005012,5.0,-115.39674969109137,5.0,0.41666666666666663,0.0
825,0.0,68,40,127.14192718660857,-115.02637261719026,-0.0,0.0,0.0,0.0,0.0,52.85662621478254,5.0,-115.02637261719026,5.0,0.41666666666666663,0.0
830,0.0,68,40,126.95210542824115,-114.65718430447387,-0.0,0.0,0.0,0.0,0.0,52.75116968235619,5.0,-114.65718430447387,5.0,0.41666666666666663,0.0
835,0.0,68,40,126.76289292124012,-114.28918093749766,-0.0,0.0,0.0,0.0,0.0,52.64605162291118,5.0,-114.28918093749766,5.0,0.41666666666666663,0.0
840,0.0,68,40,126.57428771015407,-113.92235871306328,-0.0,0.0,0.0,0.0,0.0,52.54127095008559,5.0,-113.92235871306328,5.0,0.41666666666666663,0.0
845,0.0,68,40,126.38628784580777,-113.55671384017901,-0.0,0.0,0.0,0.0,0.0,52.43682658100432,5.0,-113.55671384017901,5.0,0.41666666666666663,0.0
850,0.0,68,40,126.1988913852821,-113.19224254002074,-0.0,0.0,0.0,0.0,0.0,52.33271743626783,5.0,-113.19224254002074,5.0,0.41666666666666663,0.0
855,0.0,68,40,126.01209639189388,-112.82894104589283,-0.0,0.0,0.0,0.0,0.0,52.228942439941044,5.0,-112.82894104589283,5.0,0.41666666666666663,0.0
860,0.0,68,40,125.82590093517594,-112.46680560318924,-0.0,0.0,0.0,0.0,0.0,52.125500519542186,5.0,-112.46680560318924,5.0,0.41666666666666663,0.0
865,0.257012631765,68,40,125.64030309085712,-112.10583246935471,-182.70954523019338,0.0,0.0,0.0,0.0,52.02239060603173,5.0,-294.8153776995481,5.0,0.41666666666666663,0.0
870,0.0,68,40,125.15378532875287,-111.15959388615623,-0.0,0.0,0.0,0.0,0.0,51.75210296041826,5.0,-111.15959388615623,5.0,0.41666666666666663,0.0
875,0.0,68,40,124.97034470473962,-110.80281637526619,-0.0,0.0,0.0,0.0,0.0,51.65019150263312,5.0,-110.80281637526619,5.0,0.41666666666666663,0.0
880,0.0,68,40,124.7874928512224,-110.4471839764427,-0.0,0.0,0.0,0.0,0.0,51.548607139568,5.0,-110.4471839764427,5.0,0.41666666666666663,0.0
885,0.0,68,40,124.60522787848514,-110.0926930143375,-0.0,0.0,0.0,0.0,0.0,51.44734882138063,5.0,-110.0926930143375,5.0,0.41666666666666663,0.0
890,0.0,68,40,124.42354790287698,-109.73933982539849,-0.0,0.0,0.0,0.0,0.0,51.346415501598315,5.0,-109.73933982539849,5.0,0.41666666666666663,0.0
895,0.0,68,40,124.24245104679282,-109.38712075783225,-0.0,0.0,0.0,0.0,0.0,51.245806137107124,5.0,-109.38712075783225,5.0,0.41666666666666663,0.0
900,0.0,68,40,124.06193543865395,-109.03603217156613,-0.0,0.0,0.0,0.0,0.0,51.14551968814108,5.0,-109.03603217156613,5.0,0.41666666666666663,0.0
905,0.0,68,40,123.88199921288862,-108.68607043821058,-0.0,0.0,915.9439917075734,915.9439917075734,1.7189113575583168,51.04555511827145,5.0,807.2579212693629,158.5,13.208333333333332,532.8628423333334
910,0.0,68,40,125.21417299690724,-111.27704312646742,-0.0,0.0,914.1377773390309,914.1377773390309,1.7155217153745361,51.78565166494846,5.0,802.8607342125634,158.5,13.208333333333332,532.8628423333333
915,0.0,68,40,126.53909034259785,-113.85390261587031,-0.0,0.0,912.3414015390971,912.3414015390971,1.7121505367949457,52.5217168569988,5.0,798.4874989232268,158.5,13.208333333333332,532.8628423333333
920,0.0,68,40,127.85679077625787,-116.41672578194274,-0.0,0.0,910.5548107164407,910.5548107164407,1.7087977212470773,53.25377265347659,5.0,794.1380849344979,158.5,13.208333333333332,532.8628423333333
925,0.0,68,40,129.16731360888238,-118.96558908146228,-0.0,0.0,908.7779515716459,908.7779515716459,1.7054631687062882,53.981840893823545,5.0,789.8123624901835,158.5,13.208333333333332,532.8628423333333
930,0.0,68,40,130.47069793733687,-121.50056855474125,-0.0,0.0,907.0107710956229,907.0107710956229,1.7021467796927763,54.70594329852048,5.0,785.5102025408817,158.5,13.208333333333332,532.8628423333333
935,0.0,68,40,131.76698264552365,-124.02173982789553,-0.0,0.0,905.2532165680253,905.2532165680253,1.698848455268612,55.426101469735364,5.0,781.2314767401298,158.5,13.208333333333332,532.8628423333333
940,0.0,68,40,133.05620640554184,-126.52917811510044,-0.0,0.0,903.5052355556783,903.5052355556783,1.6955680970347882,56.14233689196769,5.0,776.9760574405778,158.5,13.208333333333332,532.8628423333333
945,0.0,68,40,134.3384076788411,-129.02295822083482,-0.0,0.0,901.7667759110137,901.7667759110137,1.6923056071282823,56.854670932689494,5.0,772.743817690179,158.5,13.208333333333332,532.8628423333333
950,0.0,68,40,135.61362471736902,-131.50315454211258,-0.0,0.0,900.0377857705149,900.0377857705149,1.689060888219139,57.56312484298279,5.0,768.5346312284023,158.5,13.208333333333332,532.8628423333333
