Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Wetbulb Temperature [C](Hourly),Environment:Site Mains Water Temperature [C](Hourly),LIVING_1:Zone Mean Air Temperature [C](Hourly),LIVING_1:Zone Mean Air Dewpoint Temperature [C](Hourly),FINISHEDBASEMENT_1:Zone Mean Air Temperature [C](Hourly),FINISHEDBASEMENT_1:Zone Mean Air Dewpoint Temperature [C](Hourly),GARAGE:Zone Mean Air Temperature [C](Hourly),GARAGE:Zone Mean Air Dewpoint Temperature [C](Hourly),WATER HEATER_1:Water Heater Use Side Mass Flow Rate [kg/s](Hourly),WATER HEATER_1:Water Heater Use Side Inlet Temperature [C](Hourly),WATER HEATER_1:Water Heater Heating Energy [J](Hourly)
 01/01  01:00:00,-15.35,-15.86955912,7.090712562,21.66650005,-9.997493105,20.86472902,-12.27461067,-0.845818406,-19.52393173,0.000147706,7.090712562,0
 01/01  02:00:00,-15.89166667,-16.36616696,7.090712562,21.66645085,-10.0456583,20.56660863,-12.28442134,-0.940804048,-19.54523684,0,7.090712562,0
 01/01  03:00:00,-16.45,-16.87100667,7.090712562,21.66644361,-10.054672,20.37986318,-12.2522728,-1.362407852,-19.53053696,0,7.090712562,0
 01/01  04:00:00,-16.99166667,-17.3720669,7.090712562,21.66643586,-10.07015047,20.25687236,-12.22685961,-1.825736985,-19.52445967,0,7.090712562,0
 01/01  05:00:00,-17.55,-17.91374792,7.090712562,21.66642536,-10.08846864,20.19643476,-12.19944959,-2.304756469,-19.5199214,0,7.090712562,0
 01/01  06:00:00,-18.09166667,-18.40111777,7.090712562,21.66641977,-10.10442381,20.15854564,-12.16731205,-2.768436634,-19.51416097,0,7.090712562,1494928.313
 01/01  07:00:00,-18.65,-18.95577327,7.090712562,21.66641511,-10.20897048,20.54975871,-12.13738703,-3.208727608,-19.51653106,0,7.090712562,0
 01/01  08:00:00,-19.19166667,-19.50953818,7.090712562,21.66640085,-10.31045982,20.51242786,-12.10525035,-3.630118385,-19.52224895,0.000446447,7.090712562,0
 01/01  09:00:00,-19.10833333,-19.46393932,7.090712562,21.66639771,-10.33614803,20.13400225,-12.07499744,-3.856547745,-19.5262507,0.004239572,7.090712562,3780460.297
 01/01  10:00:00,-18.25833333,-18.724312,7.090712562,21.666403,-10.25703823,19.95539347,-12.04633746,-3.66908553,-19.53057732,0.024005117,7.090712562,14586791.9
 01/01  11:00:00,-17.15833333,-17.71109068,7.090712562,21.66650106,-10.04711849,20.09954331,-12.02399511,-3.132560645,-19.53810082,0.01239564,7.090712562,9150893.065
 01/01  12:00:00,-16.35,-17.00630479,7.090712562,21.66642467,-10.19372759,20.13691499,-12.00119506,-2.282345992,-19.54702262,0.000377268,7.090712562,0
 01/01  13:00:00,-15.45833333,-16.24921765,7.090712562,21.6664344,-10.29162078,19.89813017,-11.98942954,-1.588900482,-19.562542,0.001791147,7.090712562,1495039.695
 01/01  14:00:00,-14.65,-15.51820339,7.090712562,21.66644988,-10.38256713,19.84133107,-11.97663486,-1.203295081,-19.57373692,0.000690131,7.090712562,1621702.741
 01/01  15:00:00,-14.10833333,-15.01263087,7.090712562,21.66646134,-10.3208175,19.67679307,-11.96066538,-0.892297001,-19.57573286,0.028448642,7.090712562,17508741.89
 01/01  16:00:00,-14.19166667,-15.0111781,7.090712562,21.66645787,-10.03564672,19.56977204,-11.93872776,-0.858966604,-19.56768114,0.001027594,7.090712562,1333184.668
 01/01  17:00:00,-15.1,-15.77523741,7.090712562,21.66645256,-10.095868,19.81296766,-11.90873908,-1.567966144,-19.55322834,0.001307377,7.090712562,1745770.052
 01/01  18:00:00,-15.6,-16.22373029,7.090712562,21.66645014,-10.15414863,20.11311007,-11.88261504,-2.634847442,-19.54816144,0.001992772,7.090712562,1683627.172
 01/01  19:00:00,-15.6,-16.22373029,7.090712562,21.66644888,-10.18194213,20.08203225,-11.86080865,-3.267017676,-19.54811916,0.000891331,7.090712562,0
 01/01  20:00:00,-15.6,-16.22373029,7.090712562,21.66644798,-10.15084398,19.86752182,-11.84269188,-3.604270045,-19.54807214,0.002934163,7.090712562,3215453.025
 01/01  21:00:00,-15.6,-16.22373029,7.090712562,21.66644667,-10.05604047,19.78158407,-11.82501858,-3.817508142,-19.54802808,0.017861591,7.090712562,11344907.06
 01/01  22:00:00,-15.6,-16.22373029,7.090712562,21.66643786,-9.827831275,19.69453998,-11.80726914,-3.988908123,-19.54798432,0,7.090712562,0
 01/01  23:00:00,-15.25,-15.89073946,7.090712562,21.66644599,-9.84446591,19.81183666,-11.78728854,-4.113672006,-19.54708018,1.15713E-05,7.090712562,0
 01/01  24:00:00,-15,-15.60362152,7.090712562,21.66645765,-9.855798665,19.74833285,-11.76771704,-4.12231612,-19.54268423,0.00042305,7.090712562,0
 01/02  01:00:00,-15,-15.56834817,7.01466196,21.6664622,-9.862239671,19.73286033,-11.74863457,-4.13509211,-19.53597561,0,7.090712562,0
 01/02  02:00:00,-15.35,-15.86762563,7.01466196,21.66645921,-9.868535729,19.69461643,-11.72987588,-4.230955818,-19.529744,0,7.090712562,1495326.04
 01/02  03:00:00,-15.89166667,-16.32895255,7.01466196,21.66645465,-9.877219012,19.68105482,-11.71129247,-4.416983367,-19.52423078,0,7.090712562,0
 01/02  04:00:00,-16.45,-16.84496062,7.01466196,21.66644582,-9.887826938,19.67350678,-11.69291765,-4.665269884,-19.52006656,0,7.090712562,0
 01/02  05:00:00,-16.7,-17.04413348,7.01466196,21.66644564,-9.899731563,19.69748897,-11.67466682,-4.9502446,-19.51753076,0,7.090712562,0
 01/02  06:00:00,-16.99166667,-17.25613383,7.01466196,21.66644048,-9.58530806,19.53673695,-11.66380917,-5.173178173,-19.51966982,0.046379404,7.017093195,23410484.18
 01/02  07:00:00,-16.90833333,-17.14422562,7.01466196,21.66644953,-9.286911556,19.92995316,-11.65502114,-5.373681469,-19.52615557,0.007329541,7.01466196,9866471.796
 01/02  08:00:00,-16.7,-16.93985681,7.01466196,21.66643824,-9.368862355,20.12619501,-11.63144214,-5.499760625,-19.52430739,0.012004467,7.01466196,7174039.184
 01/02  09:00:00,-15.70833333,-16.09820564,7.01466196,21.66650729,-9.19098567,19.63315921,-11.61269475,-5.354299638,-19.51755674,0.00521298,7.01466196,5132995.876
 01/02  10:00:00,-13.36666667,-13.92442089,7.01466196,21.66656891,-9.22640507,19.55099546,-11.60013188,-4.626593123,-19.51160732,0,7.01466196,0
 01/02  11:00:00,-11.26666667,-11.90348015,7.01466196,21.66658834,-9.299410443,19.75405111,-11.59463848,-3.435422751,-19.50117414,0.001065253,7.01466196,1592849.331
 01/02  12:00:00,-9.258333333,-10.10377948,7.01466196,21.66661074,-9.343474009,19.7190066,-11.58516942,-1.758078614,-19.47004561,0.003100231,7.01466196,1614620.939
 01/02  13:00:00,-7.658333333,-8.810255193,7.01466196,21.66659559,-9.322639602,19.36609694,-11.5781407,-0.303483979,-19.41918737,0.00302746,7.01466196,3326997.28
 01/02  14:00:00,-6.908333333,-8.276652745,7.01466196,21.66659699,-9.325659297,19.32231744,-11.57142773,0.667983925,-19.3631426,0,7.01466196,0
 01/02  15:00:00,-6.35,-7.747026222,7.01466196,21.66661219,-9.326099127,19.33634901,-11.55856938,1.175908932,-19.29767822,0.000896798,7.01466196,0
 01/02  16:00:00,-5.808333333,-7.1311123,7.01466196,21.66663728,-9.298571744,19.32454306,-11.5412646,1.315112419,-19.21326751,0.000839897,7.01466196,1652315.073
 01/02  17:00:00,-6.241666667,-7.344790881,7.01466196,21.66664483,-9.249214413,19.33674667,-11.52351896,1.040201384,-19.12553424,0.001094406,7.01466196,0
 01/02  18:00:00,-6.7,-7.587188943,7.01466196,21.66665003,-9.159270999,19.58420031,-11.5028002,0.080146088,-19.06574254,0.000683871,7.01466196,1596850.472
 01/02  19:00:00,-6.991666667,-7.735926749,7.01466196,21.66665162,-9.015879554,19.54641686,-11.47431186,-0.6827579,-19.00566826,0.001174989,7.01466196,0
 01/02  20:00:00,-7.55,-8.161515727,7.01466196,21.66664353,-8.88224748,19.2702337,-11.4572552,-1.169553527,-18.95767106,0.001298047,7.01466196,1495388.944
 01/02  21:00:00,-8.091666667,-8.559490549,7.01466196,21.66663851,-8.789629338,19.31389984,-11.4487378,-1.559542582,-18.91828781,0,7.01466196,0
 01/02  22:00:00,-8.008333333,-8.50186888,7.01466196,21.66663574,-8.698186004,19.34576361,-11.43292294,-1.854745126,-18.87237985,0.0003248,7.01466196,1552444.25
 01/02  23:00:00,-7.8,-8.358227932,7.01466196,21.66663275,-8.606161705,19.34490182,-11.41195924,-1.983219948,-18.82145435,0,7.01466196,0
 01/02  24:00:00,-7.45,-8.083989047,7.01466196,21.66663357,-8.52235826,19.34424867,-11.39051682,-2.008011651,-18.76812205,0,7.01466196,0
 01/03  01:00:00,-6.908333333,-7.61063734,6.93991826,21.66664186,-8.448062716,19.34942248,-11.37489611,-1.934959452,-18.71520513,0,7.01466196,0
 01/03  02:00:00,-6.35,-7.077080853,6.93991826,21.66665536,-8.368138411,19.36053063,-11.35661339,-1.758361396,-18.64376458,0,7.01466196,0
 01/03  03:00:00,-5.808333333,-6.724315562,6.93991826,21.66665192,-8.287823273,19.36028492,-11.33954202,-1.503540795,-18.56094366,0,7.01466196,0
 01/03  04:00:00,-5.891666667,-6.826241591,6.93991826,21.66664487,-8.213936833,19.34126332,-11.32034638,-1.307896638,-18.48726349,0,7.01466196,1495441.707
 01/03  05:00:00,-6.1,-7.049116787,6.93991826,21.66663458,-8.146471035,19.3507214,-11.30232642,-1.261545705,-18.40979207,0,7.01466196,0
 01/03  06:00:00,-6.45,-7.353994768,6.93991826,21.66662534,-8.080707403,19.32823744,-11.28220807,-1.294324408,-18.34310139,0.001645437,6.976508121,1660843.807
 01/03  07:00:00,-6.7,-7.615028916,6.93991826,21.66661515,-8.030653595,19.62968445,-11.25232966,-1.41961351,-18.28028774,0.000944191,6.940998034,0
 01/03  08:00:00,-6.7,-7.678874347,6.93991826,21.66660622,-7.994608699,19.59068732,-11.22746375,-1.541669653,-18.23309906,0.00047207,6.940006966,1509244.558
 01/03  09:00:00,-6.058333333,-7.147214562,6.93991826,21.66661329,-7.862905631,19.20255391,-11.207936,-1.356196906,-18.17967506,0.013134464,6.939934786,8841552.988
 01/03  10:00:00,-4.9,-6.170487626,6.93991826,21.66663024,-7.752685892,19.1514778,-11.18365645,-0.676807932,-18.10731039,0.002598848,6.93991826,1839949.786
 01/03  11:00:00,-4.108333333,-5.397460534,6.93991826,21.66665524,-7.713945151,19.42378748,-11.16192826,0.154894054,-18.02893389,0.010960942,6.93991826,7358507.97
 01/03  12:00:00,-3.55,-4.742866567,6.93991826,21.66666666,-7.682284724,19.41699331,-11.14328653,0.855431643,-17.93204229,0.000466358,6.93991826,0
 01/03  13:00:00,-3.008333333,-4.179186088,6.93991826,21.66666667,-7.616377741,19.08316452,-11.12357435,1.594253996,-17.8243455,0.00539487,6.93991826,4241257.014
 01/03  14:00:00,-2.45,-3.657986955,6.93991826,21.66666667,-7.535225416,19.06359235,-11.10689733,2.257665364,-17.70752428,0,6.93991826,0
 01/03  15:00:00,-2.2,-3.42442507,6.93991826,21.66666667,-7.454684211,19.06979793,-11.08185423,2.62941842,-17.57603184,0.000195472,6.93991826,1506673.611
 01/03  16:00:00,-2.841666667,-4.10707706,6.93991826,21.66666667,-7.379884522,19.04378753,-11.05407514,2.7202831,-17.45762791,0.000696149,6.93991826,0
 01/03  17:00:00,-3.941666667,-5.03139094,6.93991826,21.66666667,-7.322652644,19.07495057,-11.02995289,2.097336854,-17.36562055,0.000271188,6.93991826,0
 01/03  18:00:00,-4.75,-5.606155625,6.93991826,21.66666284,-7.232980747,19.32459041,-10.99461028,0.988447518,-17.29630233,0.000677656,6.93991826,1619799.118
 01/03  19:00:00,-5.35,-6.124306048,6.93991826,21.66664525,-7.046579711,19.24099984,-10.96003119,0.140066018,-17.2362706,0.016366996,6.93991826,11382429.61
 01/03  20:00:00,-5.891666667,-6.710822234,6.93991826,21.66660923,-6.704784762,18.86729836,-10.93709709,-0.374651473,-17.18189961,0.00962831,6.93991826,6357966.731
 01/03  21:00:00,-6.45,-7.290677198,6.93991826,21.66658379,-6.645160655,19.10248004,-10.91613843,-0.745825349,-17.13329336,0.001380479,6.93991826,1495507.048
 01/03  22:00:00,-6.991666667,-7.891790157,6.93991826,21.66655737,-6.617539336,19.170348,-10.8913367,-1.057031617,-17.08754648,0.000281733,6.93991826,0
 01/03  23:00:00,-7.2,-8.214806445,6.93991826,21.6665371,-6.593026411,19.17717142,-10.85425547,-1.340155115,-17.03576341,1.17993E-06,6.93991826,0
 01/03  24:00:00,-7.841666667,-8.79868208,6.93991826,21.66652067,-6.587306181,19.20970085,-10.8180998,-1.55142554,-16.98568515,0,6.93991826,0
 01/04  01:00:00,-9.291666667,-10.0662095,6.866503597,21.66649054,-6.600301422,19.25469806,-10.78539716,-1.907225238,-16.94401361,0.001751478,6.918496514,1866400.718
 01/04  02:00:00,-10.99166667,-11.90865758,6.866503597,21.66641915,-6.628629849,19.30201265,-10.74495812,-2.522405103,-16.91047078,0,6.867600124,0
 01/04  03:00:00,-12.34166667,-13.30792171,6.866503597,21.6663711,-6.69787081,19.33874298,-10.70563681,-3.225571992,-16.90368781,0,6.867600124,0
 01/04  04:00:00,-12.8,-13.70253928,6.866503597,21.66636663,-6.772874288,19.32543283,-10.67171788,-3.846415867,-16.90743724,0,6.867600124,0
 01/04  05:00:00,-13.73333333,-14.32000171,6.866503597,21.66637581,-6.843168607,19.34480619,-10.63815299,-4.290835177,-16.90986559,0,6.867600124,1495429.087
 01/04  06:00:00,-14.4,-14.81628726,6.866503597,21.66637768,-6.903950748,19.37773262,-10.60469663,-4.768354925,-16.90823366,0,6.867600124,0
 01/04  07:00:00,-15.1,-15.5214742,6.866503597,21.66636756,-7.051318001,19.78817794,-10.56401001,-5.155670401,-16.90876317,6.88921E-05,6.86755796,0
 01/04  08:00:00,-15.89166667,-16.29986448,6.866503597,21.66634725,-7.200509731,19.77842289,-10.52247655,-5.545116729,-16.91469468,0,6.867433003,0
 01/04  09:00:00,-15.80833333,-16.30988913,6.866503597,21.6663404,-7.286911147,19.47903085,-10.49227461,-5.714481971,-16.92428725,5.24256E-05,6.867377779,0
 01/04  10:00:00,-15.25,-15.90771897,6.866503597,21.66633603,-7.236044869,19.26633351,-10.4592836,-5.466853449,-16.93045101,0.016882943,6.866615525,12430394.41
 01/04  11:00:00,-15,-15.76055028,6.866503597,21.66633824,-7.35045667,19.56570961,-10.42366885,-5.006157994,-16.94303093,0.000869094,6.866503597,0
 01/04  12:00:00,-15.35,-16.1528945,6.866503597,21.66632855,-7.557237363,19.67737429,-10.39094042,-4.49974147,-16.96733896,0.005779949,6.866503597,4815256.043
 01/04  13:00:00,-15.89166667,-16.65141398,6.866503597,21.66632333,-7.684318635,19.46397415,-10.35203937,-4.283993629,-16.9860627,0.002269176,6.866503597,1708404.296
 01/04  14:00:00,-16.45,-17.11963323,6.866503597,21.66632366,-7.813240797,19.45487687,-10.31793982,-4.366202158,-17.01009252,0.004025858,6.866503597,2477854.809
 01/04  15:00:00,-16.7,-17.43129576,6.866503597,21.66631664,-7.96497372,19.44082422,-10.2941496,-4.568894637,-17.04475654,0.001538018,6.866503597,1754470.587
 01/04  16:00:00,-17.34166667,-18.05164678,6.866503597,21.66630864,-8.101215802,19.45801219,-10.258191,-4.980359451,-17.07258871,0.000891377,6.866503597,0
 01/04  17:00:00,-18.44166667,-19.08423587,6.866503597,21.66629063,-8.097739222,19.45859526,-10.22051435,-5.789818131,-17.09953349,0.010718373,6.866503597,7962762.092
 01/04  18:00:00,-19.54166667,-20.12138068,6.866503597,21.66628022,-8.241953723,19.89010466,-10.18375663,-6.87995809,-17.13482123,0.000595159,6.866503597,0
 01/04  19:00:00,-20.35,-20.84958685,6.866503597,21.66627203,-8.368205292,19.94185448,-10.14728781,-7.702514374,-17.1685108,0.000642098,6.866503597,1612729.611
 01/04  20:00:00,-21.24166667,-21.6664552,6.866503597,21.66626298,-8.428089426,19.79185851,-10.12247456,-8.308752899,-17.20980788,0.000871733,6.866503597,0
 01/04  21:00:00,-21.99166667,-22.38127754,6.866503597,21.66625405,-8.503091835,19.80789055,-10.0966168,-8.840881817,-17.24854437,0,6.866503597,1495275.409
 01/04  22:00:00,-22.55,-22.8795466,6.866503597,21.66625371,-8.570656861,19.83436002,-10.07337428,-9.298213706,-17.29051522,0.010453823,6.866503597,4913985.045
 01/04  23:00:00,-22.8,-23.08934953,6.866503597,21.66624614,-8.364076879,19.75961253,-10.04975044,-9.661123978,-17.32822655,0.01509336,6.866503597,11095610.65
 01/04  24:00:00,-22.8,-23.10874563,6.866503597,21.66624476,-8.40066227,19.81906845,-10.02653819,-9.907895858,-17.36454528,0.003486352,6.866503597,3388273.953
 01/05  01:00:00,-23.09166667,-23.40619129,6.794439713,21.6662417,-8.470605532,19.84904193,-10.00811821,-10.09997875,-17.40497659,0,6.866503597,0
 01/05  02:00:00,-23.3,-23.60876214,6.794439713,21.6662431,-8.566834773,19.89988024,-9.990175232,-10.32152138,-17.44745893,0,6.866503597,0
 01/05  03:00:00,-23.65,-23.93124868,6.794439713,21.666244,-8.655092405,19.92562392,-9.966735485,-10.51043927,-17.48339499,0,6.866503597,0
 01/05  04:00:00,-23.9,-24.16216002,6.794439713,21.66624569,-8.743069829,19.94649282,-9.946263074,-10.73355734,-17.51989698,0,6.866503597,1494967.324
 01/05  05:00:00,-23.55,-23.83886121,6.794439713,21.66625461,-8.835667582,19.97858766,-9.931373568,-10.91379312,-17.5630856,0,6.866503597,0
 01/05  06:00:00,-23.94166667,-24.19247281,6.794439713,21.66625559,-8.917052059,20.00422249,-9.910815909,-10.9902766,-17.60239985,0.001061281,6.822514608,0
 01/05  07:00:00,-24.10833333,-24.34907813,6.794439713,21.66626726,-9.103287159,20.48376585,-9.890843385,-11.18403372,-17.64485853,0.00014697,6.79937462,1503743.946
 01/05  08:00:00,-23.55,-23.83844891,6.794439713,21.66627146,-9.158098722,20.38700585,-9.870530997,-11.27516581,-17.68630933,0.018371934,6.794593972,11909954.83
 01/05  09:00:00,-23.3,-23.60793545,6.794439713,21.66626547,-9.096735914,19.95317034,-9.855291797,-11.11791201,-17.72887769,0.000572357,6.794439713,0
 01/05  10:00:00,-22.65833333,-23.03069606,6.794439713,21.66638978,-9.215427488,19.88201501,-9.839164164,-10.71547061,-17.76498227,0.000262418,6.794439713,0
 01/05  11:00:00,-21.90833333,-22.33999981,6.794439713,21.66629852,-9.431557445,20.16800201,-9.82449502,-10.00393821,-17.80749442,1.90119E-05,6.794439713,0
 01/05  12:00:00,-21.05833333,-21.51543395,6.794439713,21.66631684,-9.651238588,20.13799049,-9.822493117,-9.117598593,-17.86104963,0.002448662,6.794439713,2391376.711
 01/05  13:00:00,-19.9,-20.39847205,6.794439713,21.66634268,-9.780953691,19.86122391,-9.821096604,-8.378001881,-17.91141864,0.000502174,6.794439713,907536.4009
 01/05  14:00:00,-19.10833333,-19.69429729,6.794439713,21.66635484,-9.893359895,19.77056513,-9.816014095,-7.66393433,-17.94997813,0.002091341,6.794439713,1647711.725
 01/05  15:00:00,-18.9,-19.47994055,6.794439713,21.66636451,-9.997910092,19.71136126,-9.805312053,-7.160123648,-17.98005007,0,6.794439713,0
 01/05  16:00:00,-19.19166667,-19.71977814,6.794439713,21.66636859,-10.10155125,19.71028404,-9.797267986,-7.09524557,-18.01078834,0.000191886,6.794439713,0
 01/05  17:00:00,-19.75,-20.25420231,6.794439713,21.66636323,-10.19230336,19.7369928,-9.794524583,-7.625096926,-18.04575108,0.000149153,6.794439713,1495294.554
 01/05  18:00:00,-20.64166667,-21.08637262,6.794439713,21.66635885,-10.30747999,20.1164355,-9.792889594,-8.788012756,-18.08225798,0.001919203,6.794439713,256923.7901
 01/05  19:00:00,-21.1,-21.51118118,6.794439713,21.66635191,-10.3761101,20.11476313,-9.792080352,-9.602681223,-18.11905824,0,6.794439713,1292976.653
 01/05  20:00:00,-21.45,-21.82735647,6.794439713,21.66634865,-10.37405751,19.89531515,-9.790965756,-10.05932283,-18.15366145,0,6.794439713,0
 01/05  21:00:00,-21.7,-22.05385202,6.794439713,21.66634723,-10.39263196,19.87711661,-9.79023655,-10.39212637,-18.18502223,3.0813E-05,6.794439713,0
 01/05  22:00:00,-21.7,-22.05385202,6.794439713,21.66634884,-10.41319381,19.86525217,-9.789995662,-10.63686719,-18.21527411,0,6.794439713,0
 01/05  23:00:00,-21.7,-22.05367089,6.794439713,21.66635042,-10.42823645,19.87576173,-9.783885622,-10.79170608,-18.24088356,0,6.794439713,0
 01/05  24:00:00,-21.35,-21.73657276,6.794439713,21.66635573,-10.45143299,19.88360907,-9.780417292,-10.88247652,-18.26886037,0,6.794439713,0
 01/06  01:00:00,-21.45,-21.82702596,6.723747947,21.6663559,-10.44939932,19.8772093,-9.782175202,-10.8819172,-18.30198973,0.010456687,6.752601607,8180073.064
 01/06  02:00:00,-22.34166667,-22.65605882,6.723747947,21.66633987,-10.31704013,19.82292229,-9.777254789,-10.98673788,-18.32743682,0.001055381,6.723747947,1495280.81
 01/06  03:00:00,-23.09166667,-23.34705166,6.723747947,21.66633296,-10.34965665,19.88289555,-9.773820593,-11.27389281,-18.3528681,4.69304E-05,6.723747947,0
 01/06  04:00:00,-23.65,-23.85199216,6.723747947,21.66633022,-10.38688255,19.90134731,-9.775420291,-11.59883574,-18.38191797,0,6.723747947,0
 01/06  05:00:00,-23.9,-24.08060433,6.723747947,21.66632965,-10.4232924,19.92483919,-9.777395672,-11.89798719,-18.41185825,0.000711546,6.723747947,0
 01/06  06:00:00,-23.25833333,-23.51880742,6.723747947,21.6663341,-10.45458124,19.93713586,-9.77957415,-12.08233356,-18.442682,0,6.723747947,1495247.147
 01/06  07:00:00,-23.09166667,-23.38572088,6.723747947,21.66634347,-10.58746218,20.41488591,-9.783291496,-12.0601937,-18.47701653,0,6.723747947,0
 01/06  08:00:00,-23.3,-23.57529311,6.723747947,21.66634106,-10.71265166,20.39740798,-9.788133588,-12.07265291,-18.51345094,0.000113005,6.723747947,0
 01/06  09:00:00,-23.00833333,-23.30984006,6.723747947,21.66636156,-10.75623484,19.99227322,-9.784552172,-11.96910411,-18.54179683,0.000280057,6.723747947,0
 01/06  10:00:00,-21.80833333,-22.25184098,6.723747947,21.66646346,-10.82819494,19.83697578,-9.782294245,-11.41473817,-18.5649743,0.002985381,6.723747947,1981285.855
 01/06  11:00:00,-20.45833333,-21.02741307,6.723747947,21.66647177,-10.98057,20.08847828,-9.786899177,-10.43802325,-18.5964205,0.001130026,6.723747947,1612693.27
 01/06  12:00:00,-19.35833333,-19.99999511,6.723747947,21.66639137,-11.14259449,20.04434855,-9.793038052,-9.192890084,-18.62854251,1.11384E-05,6.723747947,0
 01/06  13:00:00,-18.55,-19.24878518,6.723747947,21.6664035,-11.21339692,19.72796246,-9.797380723,-8.048118505,-18.65847676,0.002490792,6.723747947,2026710.679
 01/06  14:00:00,-18.00833333,-18.75818318,6.723747947,21.66641141,-11.27578857,19.63097604,-9.801718152,-7.176291385,-18.68505118,0.000728946,6.723747947,1577764.983
 01/06  15:00:00,-17.8,-18.55677412,6.723747947,21.66641748,-11.34034362,19.54580981,-9.806232879,-6.583250825,-18.70860623,0,6.723747947,0
 01/06  16:00:00,-18.09166667,-18.81701914,6.723747947,21.66641696,-11.40681242,19.5228177,-9.811136751,-6.600669906,-18.73224277,0.000348567,6.723747947,0
 01/06  17:00:00,-18.94166667,-19.59144862,6.723747947,21.66647127,-11.44562112,19.53514969,-9.809534554,-7.352037724,-18.74902461,0.001656906,6.723747947,1730851.371
 01/06  18:00:00,-20.1,-20.59961024,6.723747947,21.6664692,-11.49660483,19.91676905,-9.812645527,-8.834146308,-18.7682687,0.001190306,6.723747947,0
 01/06  19:00:00,-20.6,-21.02755436,6.723747947,21.66640194,-11.50817088,19.81129851,-9.820665806,-9.899367727,-18.79030369,0.045565418,6.723747947,28208088.62
 01/06  20:00:00,-21.24166667,-21.59549812,6.723747947,21.66639544,-11.44398582,19.54949851,-9.825178532,-10.52765583,-18.81048111,0.000786055,6.723747947,1971673.671
 01/06  21:00:00,-21.99166667,-22.26734827,6.723747947,21.66638926,-11.40919387,19.66242096,-9.83120893,-11.03982795,-18.83155569,0.005012216,6.723747947,3016168.555
 01/06  22:00:00,-21.90833333,-22.19213904,6.723747947,21.66638358,-11.18874092,19.6415558,-9.843574868,-11.42579777,-18.86080314,0.006636446,6.723747947,5913576.513
 01/06  23:00:00,-21.7,-21.98282639,6.723747947,21.66638674,-11.17330328,19.71479161,-9.853793698,-11.60050514,-18.88617855,0,6.723747947,0
 01/06  24:00:00,-21.7,-21.98876961,6.723747947,21.66638667,-11.16142011,19.73171567,-9.853269199,-11.72518522,-18.89918042,0,6.723747947,0
 01/07  01:00:00,-21.7,-22.00388718,6.654449236,21.66638544,-11.15790611,19.756888,-9.855050511,-11.82059628,-18.91451226,0,6.723747947,0
 01/07  02:00:00,-21.7,-22.00388718,6.654449236,21.66638602,-11.16018421,19.77256401,-9.86176204,-11.85967634,-18.93393315,0.001152386,6.705122191,1654423.46
 01/07  03:00:00,-22.34166667,-22.58279141,6.654449236,21.66638111,-11.15980052,19.79037097,-9.86873212,-11.95526748,-18.95364725,0,6.658808996,0
 01/07  04:00:00,-22.8,-22.99882747,6.654449236,21.66637753,-11.17337356,19.81482912,-9.882438789,-12.1965961,-18.97957018,0,6.658808996,0
 01/07  05:00:00,-22.45,-22.62839142,6.654449236,21.66638706,-11.18916157,19.82960753,-9.900890868,-12.38416324,-19.00968127,7.84191E-05,6.658370701,0
 01/07  06:00:00,-21.90833333,-22.06862094,6.654449236,21.66640007,-11.19013044,19.82841402,-9.912664662,-12.40178499,-19.03055387,0,6.658060984,0
 01/07  07:00:00,-21.05833333,-21.25589669,6.654449236,21.66641899,-11.25786948,20.27451429,-9.921928027,-12.3161404,-19.04462156,0.002739984,6.656394645,2281305.355
 01/07  08:00:00,-20.25,-20.54889549,6.654449236,21.66642178,-11.3081886,20.23016769,-9.931615495,-12.10020092,-19.05727639,0,6.654454265,1157638.961
 01/07  09:00:00,-19.00833333,-19.48191846,6.654449236,21.66648347,-11.32072605,19.86907074,-9.943596335,-11.55571803,-19.07555842,0.001925094,6.65445216,1707195.552
 01/07  10:00:00,-17.36666667,-18.09384714,6.654449236,21.66653786,-11.36933529,19.70645232,-9.952864772,-10.45418859,-19.09064074,0.001322655,6.654449272,0
 01/07  11:00:00,-15.70833333,-16.59126903,6.654449236,21.66655825,-11.47965903,19.88628607,-9.96514612,-9.049294375,-19.10630191,0,6.654449238,0
 01/07  12:00:00,-13.71666667,-14.61831939,6.654449236,21.66656717,-11.54229366,19.81113722,-9.981258978,-7.523581103,-19.11972971,0,6.654449238,1495229.955
 01/07  13:00:00,-12.8,-13.64992615,6.654449236,21.66654842,-11.55561042,19.49474343,-9.997130832,-6.01674923,-19.12421216,0.003360206,6.654449238,2393109.708
 01/07  14:00:00,-12.15833333,-13.20263793,6.654449236,21.66653568,-11.54769206,19.36664454,-10.01248997,-5.052320265,-19.12561829,0.000227119,6.654449236,0
 01/07  15:00:00,-11.7,-12.91378586,6.654449236,21.66653007,-11.56707849,19.26111252,-10.02756731,-4.41015704,-19.13087832,4.12275E-06,6.654449236,0
 01/07  16:00:00,-11.99166667,-13.18141807,6.654449236,21.66652503,-11.58882705,19.31493767,-10.04253783,-4.381135332,-19.13744146,0.000245444,6.654449236,0
 01/07  17:00:00,-12.84166667,-13.91759461,6.654449236,21.6665519,-11.59369438,19.34649453,-10.05058811,-5.026506246,-19.14003945,0,6.654449236,1495392.684
