Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Wetbulb Temperature [C](Hourly),Environment:Site Mains Water Temperature [C](Hourly),LIVING_1:Zone Mean Air Temperature [C](Hourly),LIVING_1:Zone Mean Air Dewpoint Temperature [C](Hourly),FINISHEDBASEMENT_1:Zone Mean Air Temperature [C](Hourly),FINISHEDBASEMENT_1:Zone Mean Air Dewpoint Temperature [C](Hourly),GARAGE:Zone Mean Air Temperature [C](Hourly),GARAGE:Zone Mean Air Dewpoint Temperature [C](Hourly),WATER HEATER_1:Water Heater Use Side Mass Flow Rate [kg/s](Hourly),WATER HEATER_1:Water Heater Use Side Inlet Temperature [C](Hourly),WATER HEATER_1:Water Heater Heating Energy [J](Hourly)
 03/18  23:00:00,-1.991666667,-3.733358082,5.996951135,21.66643469,-0.735398822,17.95166885,-0.119701863,-0.100562455,-4.220798901,0,5.996951135,0
 03/18  24:00:00,-2.841666667,-4.20949379,5.996951135,21.66643426,-0.759102787,17.99724044,-0.12078164,-0.525041858,-4.227929553,0,5.996951135,1495867.463
 03/19  01:00:00,-3.3,-4.536420392,6.04989096,21.66642846,-0.782627779,18.03981608,-0.122268239,-0.916262789,-4.235067372,0,5.996951135,0
 03/19  02:00:00,-3.65,-4.840000491,6.04989096,21.66641939,-0.816760528,18.04858769,-0.131227185,-1.247047975,-4.249377259,0,5.996951135,0
 03/19  03:00:00,-3.9,-5.095809633,6.04989096,21.66640981,-0.852279573,18.06295178,-0.138475939,-1.479161943,-4.263484971,0,5.996951135,0
 03/19  04:00:00,-4.191666667,-5.345588611,6.04989096,21.66640298,-0.885980938,18.08111425,-0.140901934,-1.653884009,-4.273181862,0,5.996951135,0
 03/19  05:00:00,-4.4,-5.562284762,6.04989096,21.66639512,-0.9263776,18.08607654,-0.150747081,-1.839640796,-4.290407496,0.000581523,6.030777463,1561742.925
 03/19  06:00:00,-4.4,-5.617852038,6.04989096,21.6663918,-0.96819776,18.08091236,-0.158746439,-1.965942454,-4.307455751,0,6.036781182,0
 03/19  07:00:00,-4.108333333,-5.346945666,6.04989096,21.66641105,-1.064729877,18.42197951,-0.162686745,-1.911198138,-4.320925575,0,6.036781182,0
 03/19  08:00:00,-2.908333333,-4.550299154,6.04989096,21.66648115,-1.056750778,18.26092265,-0.166272661,-1.423958241,-4.332469305,0.022425693,6.047644379,15183490.32
 03/19  09:00:00,-1.558333333,-3.783273277,6.04989096,21.66651208,-1.066732276,18.01152591,-0.168196476,-0.292365347,-4.346099339,0,6.04989096,0
 03/19  10:00:00,-0.458333333,-3.11726897,6.04989096,21.66652158,-1.039626549,17.78448092,-0.169787927,1.296534724,-4.364960048,0.027345326,6.04989096,17862466.17
 03/19  11:00:00,0.641666667,-2.438924502,6.04989096,21.6665107,-1.035573474,17.97191948,-0.178585066,3.232626156,-4.389593364,0.001683317,6.04989096,1495872.233
 03/19  12:00:00,1.45,-1.966219085,6.04989096,21.66645711,-1.169086077,18.09017425,-0.193162858,4.685985822,-4.419592031,0,6.04989096,0
 03/19  13:00:00,2.341666667,-1.314721878,6.04989096,21.66647966,-1.23777813,17.74991695,-0.207082884,5.551728905,-4.448169083,0.008970238,6.04989096,6061698.807
 03/19  14:00:00,3.441666667,-0.493497168,6.04989096,21.66650787,-1.293040861,17.74800364,-0.220869502,6.449028225,-4.473375654,0,6.04989096,0
 03/19  15:00:00,3.55,-0.399091462,6.04989096,21.66652391,-1.355368946,17.81810531,-0.234836964,6.569339999,-4.497520883,0.003496204,6.04989096,3333607.865
 03/19  16:00:00,3.008333333,-0.476105404,6.04989096,21.66654917,-1.398013004,17.84832582,-0.241715907,5.444207069,-4.512323894,5.45311E-05,6.04989096,0
 03/19  17:00:00,2.158333333,-0.37856479,6.04989096,21.6665769,-1.414609733,17.87463381,-0.243824849,4.436775093,-4.515456435,0.001174704,6.04989096,1618674.174
 03/19  18:00:00,0.708333333,-0.120539199,6.04989096,21.66665467,-1.369227464,18.08566951,-0.246725065,3.53491499,-4.505626757,0.002856147,6.04989096,2232784.313
 03/19  19:00:00,0,-1.2691E-06,6.04989096,21.66666667,-1.24362018,18.06265853,-0.249595494,2.490438039,-4.486520227,0.003196223,6.04989096,1948642.655
 03/19  20:00:00,-0.35,-0.350002696,6.04989096,21.66666667,-1.123165587,17.8501027,-0.243878769,1.631142113,-4.462745546,1.17719E-05,6.04989096,0
 03/19  21:00:00,-0.891666667,-0.891669014,6.04989096,21.66666245,-0.882794757,17.77242496,-0.232563482,1.104869615,-4.43354837,0.032377,6.04989096,20571945.71
 03/19  22:00:00,-1.45,-1.980100457,6.04989096,21.66657984,-0.694573084,17.88722041,-0.220770866,0.727073132,-4.408787562,0.002078337,6.04989096,1563420.508
 03/19  23:00:00,-2.341666667,-3.415112223,6.04989096,21.66648253,-0.666983296,17.9986536,-0.20884341,0.369432944,-4.395533122,0.020781258,6.04989096,14184310.98
 03/19  24:00:00,-3.441666667,-4.507710416,6.04989096,21.66643221,-0.662369868,17.95506439,-0.196936393,-0.051824239,-4.393768974,0.002376075,6.04989096,1694696.111
 03/20  01:00:00,-4.891666667,-5.916195513,6.104423396,21.66637188,-0.686454017,18.12207371,-0.185515366,-0.551503039,-4.397034272,0,6.04989096,0
 03/20  02:00:00,-5.891666667,-6.831030409,6.104423396,21.66633728,-0.727583209,18.11537995,-0.174440993,-1.211141868,-4.403136869,0,6.04989096,0
 03/20  03:00:00,-6.45,-7.450397706,6.104423396,21.66630996,-0.778449317,18.11492534,-0.170936169,-1.85024341,-4.415353202,0,6.04989096,0
 03/20  04:00:00,-7.341666667,-8.331982242,6.104423396,21.66627508,-0.838481216,18.14175331,-0.165850352,-2.376412451,-4.429152371,0,6.04989096,0
 03/20  05:00:00,-8.091666667,-8.929834251,6.104423396,21.66626215,-0.895229354,18.17435513,-0.156116431,-2.904884122,-4.436472931,0,6.04989096,1495811.551
 03/20  06:00:00,-8.65,-9.415891846,6.104423396,21.66625023,-0.957740893,18.21938526,-0.153955894,-3.374998523,-4.450825768,0.001032436,6.069068453,0
 03/20  07:00:00,-8.55,-9.439362651,6.104423396,21.6662544,-1.070956072,18.56597036,-0.144014352,-3.638650006,-4.458347357,0.011206921,6.10376422,8938279.865
 03/20  08:00:00,-7.366666667,-8.546639896,6.104423396,21.6664112,-1.125257543,18.41516447,-0.130621949,-3.196090236,-4.460005826,0.003017927,6.104423396,1642951.718
 03/20  09:00:00,-6.058333333,-7.673030422,6.104423396,21.66648923,-1.171239935,18.06014935,-0.127854878,-1.801429935,-4.471012822,0.002678611,6.104423396,1744761.053
 03/20  10:00:00,-4.9,-6.990490801,6.104423396,21.66648284,-1.255191375,17.97688909,-0.12320068,0.215626959,-4.480341752,0.00052579,6.104423396,1552717.449
 03/20  11:00:00,-4.108333333,-6.296566479,6.104423396,21.66639183,-1.402287919,18.28358016,-0.121904313,2.199614662,-4.491648793,0.005270113,6.104423396,2588609.829
 03/20  12:00:00,-4.191666667,-6.142299784,6.104423396,21.66635319,-1.545365494,18.33029873,-0.127203158,2.721476383,-4.510485233,0.00037326,6.104423396,1531327.052
 03/20  13:00:00,-4.4,-6.311191122,6.104423396,21.66635131,-1.625859893,18.10711806,-0.131562766,2.915242552,-4.53019611,5.89313E-05,6.104423396,0
 03/20  14:00:00,-3.758333333,-5.856492092,6.104423396,21.66636501,-1.708269197,18.056909,-0.136145677,2.835330998,-4.55068759,0,6.104423396,0
 03/20  15:00:00,-3.65,-5.745372863,6.104423396,21.66637359,-1.785750754,18.01445433,-0.140879435,3.004549043,-4.568688999,0.000267687,6.104423396,0
 03/20  16:00:00,-3.9,-5.791250012,6.104423396,21.66638558,-1.860086698,18.03548757,-0.145848433,3.150220647,-4.586085862,0,6.104423396,1495856.675
 03/20  17:00:00,-4.191666667,-5.799318084,6.104423396,21.66640402,-1.915469283,18.03928294,-0.150986824,2.897576094,-4.600233136,0.00434859,6.104423396,2790353.188
 03/20  18:00:00,-4.75,-5.970014494,6.104423396,21.66651056,-1.971347711,18.30125604,-0.150118139,1.998482468,-4.606072196,0.001663006,6.104423396,1850655.543
 03/20  19:00:00,-5.641666667,-6.154876534,6.104423396,21.66653661,-1.997643712,18.34924306,-0.152787545,0.268281023,-4.613788832,0.001891815,6.104423396,1679432.766
 03/20  20:00:00,-5.808333333,-6.05756189,6.104423396,21.66647814,-1.945659516,18.12302098,-0.151300254,-0.95312402,-4.61510114,0.002062958,6.104423396,1495822.328
 03/20  21:00:00,-5.25,-5.743019633,6.104423396,21.66647537,-1.926603581,18.12644397,-0.152087889,-1.487946,-4.617346321,0,6.104423396,0
 03/20  22:00:00,-5,-5.620690432,6.104423396,21.66647274,-1.911397049,18.0903216,-0.151075058,-1.679335651,-4.61771533,0.000510784,6.104423396,0
 03/20  23:00:00,-5,-5.718043579,6.104423396,21.66646304,-1.899185592,18.11507879,-0.152391596,-1.768458057,-4.620617288,0.001608428,6.104423396,1524225.205
 03/20  24:00:00,-5.35,-6.121701159,6.104423396,21.66644338,-1.899625971,18.15023486,-0.159271312,-1.866110389,-4.630004144,0.0004627,6.104423396,0
 03/21  01:00:00,-5.6,-6.431097853,6.160532293,21.66642783,-1.911950451,18.14553051,-0.166737195,-2.073892023,-4.642437279,0,6.104423396,1495811.44
 03/21  02:00:00,-4.9,-5.81927517,6.160532293,21.66644927,-1.925099238,18.16599243,-0.174534623,-2.305031652,-4.653980628,0,6.104423396,0
 03/21  03:00:00,-4.4,-5.422805699,6.160532293,21.66646137,-1.930457566,18.15746693,-0.182489991,-2.315378744,-4.662907261,0,6.104423396,0
 03/21  04:00:00,-4.4,-5.707550903,6.160532293,21.66643399,-1.935351233,18.17499068,-0.183517863,-2.221561875,-4.667038074,0,6.104423396,0
 03/21  05:00:00,-4.75,-6.141668714,6.160532293,21.66641159,-1.950069396,18.20453853,-0.179733236,-2.168859608,-4.673033092,0,6.104423396,0
 03/21  06:00:00,-5,-6.260285622,6.160532293,21.666415,-1.968053741,18.2454471,-0.176161931,-2.243713478,-4.682129213,0,6.104423396,1495783.65
 03/21  07:00:00,-4.65,-5.856445849,6.160532293,21.66643643,-1.90056523,18.47821723,-0.17370919,-2.241994463,-4.691190753,0.016419649,6.16012683,11151717.84
 03/21  08:00:00,-4.108333333,-5.334256223,6.160532293,21.6664536,-1.937776191,18.49859965,-0.171194286,-1.840011591,-4.69773349,2.63704E-05,6.160532293,0
 03/21  09:00:00,-3.55,-4.815064758,6.160532293,21.66647352,-1.951880251,18.26037824,-0.165908115,-1.113945187,-4.702379208,0,6.160532293,0
 03/21  10:00:00,-3.3,-4.582779512,6.160532293,21.66648415,-1.985194177,18.23266701,-0.167658223,-0.331710189,-4.711792786,0.001007852,6.160532293,1567560.298
 03/21  11:00:00,-2.658333333,-4.159783135,6.160532293,21.66649495,-2.058395463,18.41464953,-0.176051342,0.182386024,-4.725330742,0.000392581,6.160532293,0
 03/21  12:00:00,-2.55,-4.180937292,6.160532293,21.66648729,-2.122117311,18.35287204,-0.177735242,1.063546282,-4.73121196,0.002307756,6.160532293,1817143.523
 03/21  13:00:00,-2.8,-4.492685051,6.160532293,21.66647056,-2.151494165,18.12809933,-0.179209783,2.293734386,-4.740569052,0.001046501,6.160532293,1553821.752
 03/21  14:00:00,-2.45,-4.151670933,6.160532293,21.66648534,-2.198664973,18.04051618,-0.192366993,3.575246601,-4.761736478,0,6.160532293,0
 03/21  15:00:00,-2.2,-3.951423089,6.160532293,21.66649248,-2.23891218,18.01417493,-0.203266776,4.706727927,-4.779030573,0,6.160532293,0
 03/21  16:00:00,-2.2,-4.161698613,6.160532293,21.66647351,-2.277361573,18.00615846,-0.208982026,5.106371521,-4.792880558,0.000558657,6.160532293,0
 03/21  17:00:00,-2.55,-4.433855862,6.160532293,21.66646704,-2.320567725,18.00282107,-0.22167845,4.899358582,-4.815241857,0.000917892,6.160532293,1672882.244
 03/21  18:00:00,-3.091666667,-4.81861387,6.160532293,21.66647669,-2.36895735,18.2470662,-0.233789107,3.821127968,-4.834239379,0.003768179,6.160532293,3116225.543
 03/21  19:00:00,-3.3,-4.924538089,6.160532293,21.66654025,-2.395757452,18.28680037,-0.247935566,1.849775428,-4.853393796,9.05626E-05,6.160532293,0
 03/21  20:00:00,-3.3,-4.701574388,6.160532293,21.66648694,-2.383281354,18.07932916,-0.259144036,0.080809641,-4.86979306,0.000227483,6.160532293,0
 03/21  21:00:00,-3.008333333,-4.231099109,6.160532293,21.66651631,-2.364847732,18.06901575,-0.272598167,-0.728223742,-4.88450039,0.004304985,6.160532293,3845717.426
 03/21  22:00:00,-2.158333333,-3.466310424,6.160532293,21.66654336,-2.337907279,18.12342457,-0.284300411,-1.023344612,-4.893978955,0,6.160532293,0
 03/21  23:00:00,-1.35,-2.781115945,6.160532293,21.66656473,-2.30875046,18.10903207,-0.298335064,-0.964837006,-4.903208198,0,6.160532293,0
 03/21  24:00:00,-0.808333333,-2.186959801,6.160532293,21.66659117,-2.270640071,18.07150088,-0.310702771,-0.763794785,-4.907871691,0.000254656,6.160532293,0
 03/22  01:00:00,-0.25,-1.697544314,6.218201034,21.66660637,-2.219297663,18.12081678,-0.318218638,-0.54467207,-4.904430619,0,6.160532293,0
 03/22  02:00:00,-0.35,-1.763118834,6.218201034,21.66660394,-2.174236085,18.11447648,-0.332715835,-0.368212496,-4.907604194,0,6.160532293,1495821.489
 03/22  03:00:00,-0.6,-1.800757083,6.218201034,21.66661173,-2.127434558,18.07442099,-0.345106243,-0.358032074,-4.908784615,0.000161379,6.168348399,0
 03/22  04:00:00,-0.6,-1.710809272,6.218201034,21.66661847,-2.071944949,18.13466503,-0.352445169,-0.365249671,-4.901671406,0,6.179052419,0
 03/22  05:00:00,-0.6,-1.836784011,6.218201034,21.66660475,-2.020235915,18.16052056,-0.359716565,-0.30602177,-4.89311625,1.18404E-05,6.179509908,0
 03/22  06:00:00,-0.6,-1.612604078,6.218201034,21.66662351,-1.970285821,18.09404906,-0.366612091,-0.271360715,-4.885567686,0,6.180149354,0
 03/22  07:00:00,-0.25,-1.244995213,6.218201034,21.66663834,-1.907464808,18.32129797,-0.3743727,-0.191620966,-4.872833326,0.003798121,6.19940298,3591588.687
 03/22  08:00:00,0,-1.047865808,6.218201034,21.66664021,-1.840536741,18.34147028,-0.381619627,0.215760979,-4.858669954,0,6.218196854,0
 03/22  09:00:00,0.641666667,-0.599589448,6.218201034,21.66664649,-1.789991442,18.11710305,-0.393522112,0.843585506,-4.84576875,0.002046599,6.21820016,1900151.571
 03/22  10:00:00,1.741666667,0.023130071,6.218201034,21.66665306,-1.770067275,17.99947304,-0.409238297,1.866890431,-4.838200979,0.000943093,6.218201016,1495890.438
 03/22  11:00:00,2.55,0.598285041,6.218201034,21.66665799,-1.754269536,18.09317776,-0.425312958,3.638913821,-4.828836035,0.001428435,6.218201034,0
 03/22  12:00:00,2.8,0.825453367,6.218201034,21.66666202,-1.73005865,18.1050036,-0.441585194,4.831796026,-4.813796306,0.000423633,6.218201034,1495820.189
 03/22  13:00:00,3.091666667,0.970464817,6.218201034,21.66665914,-1.696610679,17.86768329,-0.449482866,5.520116811,-4.792842182,0.000289474,6.218201034,0
 03/22  14:00:00,3.941666667,1.565727691,6.218201034,21.66666494,-1.673004433,17.87613157,-0.4661251,6.312323791,-4.780287472,0,6.218201034,0
 03/22  15:00:00,4.75,2.358624151,6.218201034,21.66666667,-1.640375008,17.8526449,-0.485447554,7.229739068,-4.765280949,0.001112556,6.218201034,1495923.095
 03/22  16:00:00,5,2.762756526,6.218201034,21.66666667,-1.588272993,17.82277835,-0.50650823,7.742903858,-4.743251678,0.001122683,6.218201034,1495926.214
 03/22  17:00:00,5.35,3.052679462,6.218201034,21.66666667,-1.521081385,17.79523971,-0.525159354,7.675787829,-4.718294301,0.001239429,6.218201034,0
 03/22  18:00:00,5.25,3.118904067,6.218201034,21.66666667,-1.400518389,17.92793907,-0.531578086,6.962377547,-4.684608105,0.001243439,6.218201034,1745930.512
 03/22  19:00:00,5,3.176653257,6.218201034,21.66666667,-1.260230279,17.93834722,-0.539754501,5.55976983,-4.655778561,0.000419206,6.218201034,0
 03/22  20:00:00,5.35,3.461815581,6.218201034,21.66666667,-1.128663807,17.78057891,-0.544951569,4.397975195,-4.622944868,0.001121819,6.218201034,1717704.01
 03/22  21:00:00,5.6,3.597088598,6.218201034,21.66666667,-1.014793112,17.82427447,-0.552002327,3.854173703,-4.589050743,0.000221227,6.218201034,0
 03/22  22:00:00,5.6,3.59536872,6.218201034,21.66666667,-0.911957151,17.8259625,-0.571066395,3.611306136,-4.570031478,0.002260473,6.218201034,1593770.742
 03/22  23:00:00,6.241666667,3.95124439,6.218201034,21.66666667,-0.809634511,17.81067367,-0.587901173,3.503886258,-4.549957325,9.64777E-05,6.218201034,0
 03/22  24:00:00,7.341666667,4.182987302,6.218201034,21.66666667,-0.720194026,17.82712063,-0.599492067,3.631547774,-4.522869589,0.001889442,6.218201034,1506750.129
 03/23  01:00:00,11.65,7.808371215,6.277412542,21.66666803,-0.637383713,17.79924374,-0.611040751,4.144990445,-4.492529997,0,6.218201034,1495829.422
 03/23  02:00:00,14.75,10.62673048,6.277412542,21.66666974,-0.451053693,17.71768856,-0.622272672,5.608606945,-4.408376312,0,6.218201034,0
 03/23  03:00:00,14.65,10.57667716,6.277412542,21.66666667,-0.212853633,17.6798408,-0.625751606,6.938493685,-4.28914652,0,6.218201034,0
 03/23  04:00:00,14.4,10.32224892,6.277412542,21.66666667,0.023847616,17.65943657,-0.623473007,7.448441091,-4.166992741,0,6.218201034,0
 03/23  05:00:00,13.46666667,9.856166052,6.277412542,21.66666667,0.260311332,17.6301105,-0.620547282,7.595727333,-4.057934725,0,6.218201034,0
 03/23  06:00:00,11.80833333,8.631380314,6.277412542,21.66666667,0.482460868,17.6283714,-0.616946118,7.426910382,-3.951272084,0,6.218201034,0
 03/23  07:00:00,11.45,8.271233383,6.277412542,21.66666667,0.727003812,17.7158977,-0.605170592,7.102853999,-3.857910587,0,6.218201034,1495835.464
 03/23  08:00:00,11.35,8.524023388,6.277412542,21.66666667,0.982191849,17.59245758,-0.587887737,7.329423304,-3.761249585,0.001982641,6.264151025,1614553.686
 03/23  09:00:00,11.45,8.518089196,6.277412542,21.66666756,1.147260682,17.32529592,-0.571978418,8.08692961,-3.678246056,0.000597952,6.276944481,0
 03/23  10:00:00,12.34166667,8.709469132,6.277412542,21.66666779,1.298842876,17.20742623,-0.549198527,9.41311569,-3.586691828,0.001681893,6.277385355,1496128.822
 03/23  11:00:00,13.09166667,8.665462358,6.277412542,21.66666864,1.452753652,17.32461753,-0.52832249,10.83237128,-3.504398116,0.000827138,6.277411837,1496084.864
 03/23  12:00:00,13.94166667,9.063004315,6.277412542,21.66666684,1.567857813,17.31928717,-0.519406932,12.23585481,-3.448089985,0.00569788,6.277412391,2949798.501
 03/23  13:00:00,15.1,9.68413499,6.277412542,21.66666667,1.667835573,17.14650818,-0.516241061,13.18011627,-3.394278603,0.000604773,6.277412542,1495867.978
 03/23  14:00:00,15.89166667,9.79066168,6.277412542,21.66666667,1.74870626,17.12096923,-0.513301519,14.06360735,-3.346631781,0.000453191,6.277412542,0
 03/23  15:00:00,16.1,9.674264118,6.277412542,21.66666667,1.811017143,17.10001721,-0.510572498,14.4744017,-3.303264021,0,6.277412542,0
 03/23  16:00:00,15.80833333,9.392356599,6.277412542,21.66666667,1.870189873,17.09846235,-0.500752822,13.84196928,-3.25129709,0.002142025,6.277412542,1913363.036
 03/23  17:00:00,12.33333333,7.909929661,6.277412542,21.66666694,1.931954916,17.10628624,-0.48619935,12.88948089,-3.206679128,0.000700961,6.277412542,1277802.01
 03/23  18:00:00,8.716666667,6.024865213,6.277412542,21.66666701,1.993635355,17.32324398,-0.478393778,11.58571399,-3.18068408,7.61884E-06,6.277412542,0
 03/23  19:00:00,7.158333333,5.009173451,6.277412542,21.66666692,2.055923493,17.40495525,-0.46800872,9.695345302,-3.159863347,0.002612243,6.277412542,1533773.672
 03/23  20:00:00,6.058333333,4.322921918,6.277412542,21.66666705,2.101571398,17.28164579,-0.46017919,7.672868134,-3.145044764,0,6.277412542,1496102.784
 03/23  21:00:00,5.25,3.726568253,6.277412542,21.66665925,2.144431811,17.37089473,-0.455520845,5.954536081,-3.133339733,0.001054447,6.277412542,0
 03/23  22:00:00,5,3.663247159,6.277412542,21.66666134,2.19496757,17.45290902,-0.442721695,4.888500747,-3.113724452,0.005633916,6.277412542,4372105.63
 03/23  23:00:00,4.358333333,3.297860545,6.277412542,21.66665799,2.258064844,17.46958886,-0.430950119,4.181237324,-3.097087096,0.000919687,6.277412542,1668310.756
 03/23  24:00:00,3.55,2.886046436,6.277412542,21.66665811,2.303610249,17.55969976,-0.422820512,3.557069186,-3.087266891,0.001880269,6.277412542,1496013.191
 03/24  01:00:00,2.658333333,2.209230868,6.338149283,21.66663902,2.350358158,17.65397182,-0.406075666,3.046082112,-3.06909454,0,6.277412542,0
 03/24  02:00:00,1.558333333,1.237016055,6.338149283,21.66660284,2.378760051,17.72094348,-0.390208407,2.594239552,-3.053741781,0,6.277412542,0
 03/24  03:00:00,0.458333333,0.360712821,6.338149283,21.66657579,2.382782091,17.76979291,-0.385733162,2.190715178,-3.051284291,0.001399522,6.322479352,1571256.779
 03/24  04:00:00,0.35,0.349997305,6.338149283,21.66658021,2.381821618,17.81544746,-0.378534663,1.808407621,-3.047513865,0,6.336037877,0
 03/24  05:00:00,0.891666667,0.891663394,6.338149283,21.66660366,2.394856345,17.8290971,-0.365905275,1.57274615,-3.039043375,0.001095671,6.337245215,1495931.463
 03/24  06:00:00,1.1,1.099995678,6.338149283,21.66661236,2.408112792,17.84214657,-0.360216666,1.544662068,-3.036371917,0.000723656,6.338114919,0
 03/24  07:00:00,1.45,1.307873932,6.338149283,21.6666147,2.414948322,18.08299342,-0.342766761,1.74763675,-3.024207209,0.008481659,6.338135816,6568370.603
 03/24  08:00:00,2.983333333,2.061060159,6.338149283,21.66662409,2.421123071,18.02855088,-0.330420503,2.210166273,-3.017684748,0.002485726,6.338149283,2057361.461
 03/24  09:00:00,4.191666667,2.608187572,6.338149283,21.66662625,2.42838729,17.73144884,-0.324442977,3.228242419,-3.010507308,0.003533227,6.338149283,1873762.373
 03/24  10:00:00,5.741666667,3.45868569,6.338149283,21.66663057,2.41615304,17.6878483,-0.31331083,4.78419226,-2.998583465,5.36393E-05,6.338149283,0
 03/24  11:00:00,7.633333333,4.594165248,6.338149283,21.66664104,2.378718298,17.86517975,-0.308291428,6.317627828,-2.994852875,0,6.338149283,1495732.323
 03/24  12:00:00,7.016666667,4.388374316,6.338149283,21.66663669,2.347957952,17.80951483,-0.30862142,7.893157083,-2.993733432,0.000572645,6.338149283,0
 03/24  13:00:00,5.808333333,3.723883305,6.338149283,21.66662977,2.332874173,17.62220222,-0.31097228,8.46995179,-2.991007513,0.000292486,6.338149283,0
 03/24  14:00:00,5.25,4.264077054,6.338149283,21.66666325,2.329362273,17.63532725,-0.313621723,8.382022703,-2.984387787,0.000871937,6.338149283,1662486.534
 03/24  15:00:00,5.641666667,5.52208824,6.338149283,21.66666667,2.365634681,17.63347538,-0.323728223,8.303583693,-2.97221003,0,6.338149283,0
 03/24  16:00:00,6.741666667,6.74166154,6.338149283,21.66666667,2.434488595,17.61377987,-0.339059423,8.220539397,-2.951693464,0.000683712,6.338149283,0
 03/24  17:00:00,8.191666667,8.191660319,6.338149283,21.66666667,2.550066029,17.60580577,-0.347073312,7.804055136,-2.906942855,0.000151446,6.338149283,1495995.594
 03/24  18:00:00,8.55,8.549996054,6.338149283,21.66666667,2.78925807,17.72811462,-0.341322437,7.35040088,-2.826066686,0.000490077,6.338149283,0
 03/24  19:00:00,8.941666667,8.74953084,6.338149283,21.66666667,3.038647922,17.70018326,-0.336830864,6.891336032,-2.745667653,0.005714821,6.338149283,3765110.705
 03/24  20:00:00,9.4,8.919337244,6.338149283,21.66666667,3.219597406,17.53705073,-0.339119453,6.632424584,-2.672392045,0.000188789,6.338149283,1496009.866
 03/24  21:00:00,11.675,10.49350308,6.338149283,21.66666854,3.367991493,17.53961252,-0.342082634,6.657886017,-2.611560396,0.001275753,6.338149283,0
 03/24  22:00:00,13.65,11.6900951,6.338149283,21.66666741,3.548754062,17.50595766,-0.351948889,7.277476294,-2.524860182,0,6.338149283,1495781.186
 03/24  23:00:00,14.54166667,12.30868421,6.338149283,21.66666667,3.751750727,17.46755922,-0.35201778,8.027577733,-2.415386282,0.002601755,6.338149283,1885002.123
 03/24  24:00:00,15.64166667,13.90302767,6.338149283,21.66666667,4.01152255,17.4205127,-0.348969011,8.71076435,-2.262282022,0.003390246,6.338149283,2053093.954
 03/25  01:00:00,15.45833333,14.12404222,6.400393268,21.66666667,4.326108539,17.43265181,-0.350045822,9.330472784,-2.046735557,0,6.338149283,0
 03/25  02:00:00,12.725,11.66214282,6.400393268,21.66666939,4.559574825,17.43011639,-0.329577535,9.342910527,-1.896457087,0,6.338149283,0
 03/25  03:00:00,9.466666667,8.425114845,6.400393268,21.66666926,4.719369351,17.48972844,-0.297791639,8.62131131,-1.771316242,0,6.338149283,1095455.337
 03/25  04:00:00,8.008333333,6.881545119,6.400393268,21.6666669,4.804901614,17.50683522,-0.262438719,7.544409199,-1.693554895,0.001495927,6.375977335,400357.0338
 03/25  05:00:00,7.45,6.346667,6.400393268,21.66666667,4.857832364,17.51492901,-0.235969648,6.709121987,-1.639849629,0.000810265,6.399865277,1574327.035
 03/25  06:00:00,6.558333333,5.804368354,6.400393268,21.66666667,4.897556181,17.54445768,-0.211917619,6.179167539,-1.595611391,0.000189,6.400200539,0
 03/25  07:00:00,6.1,5.580644958,6.400393268,21.66666667,4.944070603,17.73806572,-0.179211431,5.765654625,-1.546632365,0.001672768,6.400359037,1851099.106
 03/25  08:00:00,7.383333333,6.370669634,6.400393268,21.66666718,4.983456393,17.61661971,-0.156790655,6.021654477,-1.509401957,0,6.400390454,0
 03/25  09:00:00,9.291666667,7.392105259,6.400393268,21.66666711,5.018206196,17.27662384,-0.145222821,7.29107451,-1.459029671,0,6.400390454,0
 03/25  10:00:00,11.28333333,8.325912271,6.400393268,21.66666691,5.038099663,17.23333869,-0.135150578,8.949524561,-1.403813801,0,6.400390454,0
 03/25  11:00:00,13.19166667,9.041745387,6.400393268,21.67980891,5.19221371,17.15997103,-0.127347689,10.66804236,-1.348705255,0.041340104,6.40039325,27787786.93
 03/25  12:00:00,14.19166667,9.01759876,6.400393268,21.66666003,5.319182234,17.0969438,-0.120446744,12.04041921,-1.292186623,0.003560629,6.400393268,2565305.399
 03/25  13:00:00,15.1,9.063627784,6.400393268,21.66663845,5.270676258,17.17209185,-0.120385005,12.9216587,-1.252373624,0.000175494,6.400393268,0
 03/25  14:00:00,15.6,9.058559043,6.400393268,21.66663483,5.207436875,17.15886733,-0.119100634,13.43017291,-1.219305222,0.000408366,6.400393268,1483242.018
 03/25  15:00:00,15.6,9.100572103,6.400393268,21.66663678,5.14280307,17.12893979,-0.113400383,13.39406469,-1.185559774,0,6.400393268,82133.86744
 03/25  16:00:00,15.25,8.78407579,6.400393268,21.66663,5.080080958,17.12117803,-0.108243928,13.25412423,-1.153258336,7.19998E-05,6.400393268,0
 03/25  17:00:00,15,8.486124921,6.400393268,21.6666227,5.015087397,17.1333066,-0.096110693,12.62663762,-1.120285243,0,6.400393268,0
 03/25  18:00:00,13.71666667,7.751478392,6.400393268,21.66662334,4.950521581,17.18082401,-0.086459512,11.88195384,-1.097291245,0.007707756,6.400393268,4978163.681
 03/25  19:00:00,12.45,6.802600164,6.400393268,21.66660707,4.879308855,17.23954176,-0.081086611,10.70437019,-1.086004378,0,6.400393268,1495860.431
